00,personnelReyes1,CAPCOMP_FILE_REYES_NAME,CAPCOMP_FILE_REYES_SUBTITLE1,hud_captain_computer_headshot_reyes_mug,CAPCOMP_FILE_REYES_DATA1,CAPCOMP_FILE_REYES_DATA2_1,CAPCOMP_FILE_REYES_DATA3,,CAPCOMP_FILE_REYES_BIO1,hud_captain_computer_scar_id
01,personnelReyes2,CAPCOMP_FILE_REYES_NAME,CAPCOMP_FILE_REYES_SUBTITLE2,hud_captain_computer_headshot_reyes_mug,CAPCOMP_FILE_REYES_DATA1,CAPCOMP_FILE_REYES_DATA2_2,CAPCOMP_FILE_REYES_DATA3,,CAPCOMP_FILE_REYES_BIO2,hud_captain_computer_scar_id
02,personnelSalter1,CAPCOMP_FILE_SALTER_NAME,CAPCOMP_FILE_SALTER_SUBTITLE1,hud_captain_computer_headshot_salter_mug,CAPCOMP_FILE_SALTER_DATA1,CAPCOMP_FILE_SALTER_DATA2,CAPCOMP_FILE_SALTER_DATA3,,CAPCOMP_FILE_SALTER_BIO1,hud_captain_computer_scar_id
03,personnelSalter2,CAPCOMP_FILE_SALTER_NAME,CAPCOMP_FILE_SALTER_SUBTITLE2,hud_captain_computer_headshot_salter_mug,CAPCOMP_FILE_SALTER_DATA1,CAPCOMP_FILE_SALTER_DATA2,CAPCOMP_FILE_SALTER_DATA3,,CAPCOMP_FILE_SALTER_BIO2,hud_captain_computer_scar_id
04,personnelOmar1,CAPCOMP_FILE_OMAR_NAME,CAPCOMP_FILE_OMAR_SUBTITLE1,hud_captain_computer_headshot_omar_mug,CAPCOMP_FILE_OMAR_DATA1,CAPCOMP_FILE_OMAR_DATA2,CAPCOMP_FILE_OMAR_DATA3_1,,CAPCOMP_FILE_OMAR_BIO,hud_captain_computer_unsa_id
05,personnelOmar2,CAPCOMP_FILE_OMAR_NAME,CAPCOMP_FILE_OMAR_SUBTITLE1,hud_captain_computer_headshot_omar_mug,CAPCOMP_FILE_OMAR_DATA1,CAPCOMP_FILE_OMAR_DATA2,CAPCOMP_FILE_OMAR_DATA3_2,,CAPCOMP_FILE_OMAR_BIO,hud_captain_computer_unsa_id
06,personnelEthan1,CAPCOMP_FILE_ETHAN_NAME,CAPCOMP_FILE_ETHAN_DATA1,hud_captain_computer_headshot_ethan_mug,CAPCOMP_FILE_ETHAN_DATA1,CAPCOMP_FILE_ETHAN_DATA2,CAPCOMP_FILE_ETHAN_DATA3_1,,CAPCOMP_FILE_ETHAN_BIO,hud_captain_computer_unsa_id
07,personnelEthan2,CAPCOMP_FILE_ETHAN_NAME,CAPCOMP_FILE_ETHAN_DATA1,hud_captain_computer_headshot_ethan_mug,CAPCOMP_FILE_ETHAN_DATA1,CAPCOMP_FILE_ETHAN_DATA2,CAPCOMP_FILE_ETHAN_DATA3_2,,CAPCOMP_FILE_ETHAN_BIO,hud_captain_computer_unsa_id
08,personnelMac1,CAPCOMP_FILE_MAC_NAME,CAPCOMP_FILE_MAC_SUBTITLE,hud_captain_computer_headshot_mac_mug,CAPCOMP_FILE_MAC_DATA1,CAPCOMP_FILE_MAC_DATA2,CAPCOMP_FILE_MAC_DATA3_1,,CAPCOMP_FILE_MAC_BIO,hud_captain_computer_unsa_id
09,personnelMac2,CAPCOMP_FILE_MAC_NAME,CAPCOMP_FILE_MAC_SUBTITLE,hud_captain_computer_headshot_mac_mug,CAPCOMP_FILE_MAC_DATA1,CAPCOMP_FILE_MAC_DATA2,CAPCOMP_FILE_MAC_DATA3_2,,CAPCOMP_FILE_MAC_BIO,hud_captain_computer_unsa_id
10,personnelGator1,CAPCOMP_FILE_GATOR_NAME,CAPCOMP_FILE_GATOR_SUBTITLE,hud_captain_computer_headshot_gator_mug,CAPCOMP_FILE_GATOR_DATA1,CAPCOMP_FILE_GATOR_DATA2,CAPCOMP_FILE_GATOR_DATA3_1,,CAPCOMP_FILE_GATOR_BIO,hud_captain_computer_unsa_id
11,personnelGator2,CAPCOMP_FILE_GATOR_NAME,CAPCOMP_FILE_GATOR_SUBTITLE,hud_captain_computer_headshot_gator_mug,CAPCOMP_FILE_GATOR_DATA1,CAPCOMP_FILE_GATOR_DATA2,CAPCOMP_FILE_GATOR_DATA3_2,,CAPCOMP_FILE_GATOR_BIO,hud_captain_computer_unsa_id
12,personnelFerran1,CAPCOMP_FILE_FERRAN_NAME,CAPCOMP_FILE_FERRAN_SUBTITLE,hud_captain_computer_headshot_ferran_mug,CAPCOMP_FILE_FERRAN_DATA1,CAPCOMP_FILE_FERRAN_DATA2,CAPCOMP_FILE_FERRAN_DATA3_1,,CAPCOMP_FILE_FERRAN_BIO,hud_captain_computer_unsa_id
13,personnelFerran2,CAPCOMP_FILE_FERRAN_NAME,CAPCOMP_FILE_FERRAN_SUBTITLE,hud_captain_computer_headshot_ferran_mug,CAPCOMP_FILE_FERRAN_DATA1,CAPCOMP_FILE_FERRAN_DATA2,CAPCOMP_FILE_FERRAN_DATA3_2,,CAPCOMP_FILE_FERRAN_BIO,hud_captain_computer_unsa_id
14,personnelAirboss1,CAPCOMP_FILE_AIRBOSS_NAME,CAPCOMP_FILE_AIRBOSS_SUBTITLE,hud_captain_computer_headshot_gibson_mug,CAPCOMP_FILE_AIRBOSS_DATA1,CAPCOMP_FILE_AIRBOSS_DATA2,CAPCOMP_FILE_AIRBOSS_DATA3_1,,CAPCOMP_FILE_AIRBOSS_BIO,hud_captain_computer_unsa_id
