0,mp_fullbody_synaptic_1,CUSTOMIZE_FULLBODY_SNIPER_HOOD,viewmodel_mp_warfighter_1_1,b,vestlight,0,0,,0,mp_fullbody_synaptic_1,viewmodel_mp_synaptic_1_1,,test_mission_faction,body_0,,,,,,0,
1,mp_synaptic_body_1_1,CUSTOMIZE_BODY_SYNAPTIC_1_1,viewmodel_mp_synaptic_1_1,m,vestlight,0,0,,0,mp_synaptic_body_1_1,viewmodel_mp_synaptic_1_1,archetype_scout,icon_body_synaptic1_1,body_1,default,,,unlock,,-1,
2,mp_synaptic_body_2_1,CUSTOMIZE_BODY_SYNAPTIC_2_1,viewmodel_mp_synaptic_2_1,m,vestlight,0,0,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC,0,mp_synaptic_body_1_1,viewmodel_mp_synaptic_1_1,archetype_scout,icon_body_synaptic2_1,body_2,LUA_MENU_MP_QUARTERMASTER,,,loot,,2,
3,mp_synaptic_body_3_1,CUSTOMIZE_BODY_SYNAPTIC_3_1,viewmodel_mp_synaptic_3_1,m,vestlight,0,0,CHALLENGE_DAMAGED_REWIND_DESC,0,mp_synaptic_body_1_1,viewmodel_mp_synaptic_1_1,archetype_scout,icon_body_synaptic3_1,body_3,LUA_MENU_MULTIPLAYER_CAPS,ch_scout_damaged_rewind,1,unlock,50,2,
4,mp_body_heavy_1_1,CUSTOMIZE_BODY_MERC_1_1,viewmodel_mp_heavy_1_1,m,vestlight,0,0,CHALLENGE_ARMOR_ABSORB_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc1_1,body_4,LUA_MENU_MULTIPLAYER_CAPS,ch_heavy_armor_absorb,0,unlock,2000,1,
5,mp_body_heavy_1_2,CUSTOMIZE_BODY_MERC_1_2,viewmodel_mp_heavy_1_2,m,vestlight,0,0,,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc1_2,body_5,default,,,unlock,,-1,
6,mp_body_heavy_1_3,CUSTOMIZE_BODY_MERC_1_3,viewmodel_mp_heavy_1_3,m,vestlight,0,0,CHALLENGE_ARMOR_ABSORB_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc1_3,body_6,LUA_MENU_MULTIPLAYER_CAPS,ch_heavy_armor_absorb,1,unlock,4000,2,
7,mp_body_heavy_1_4,CUSTOMIZE_BODY_MERC_1_4,viewmodel_mp_heavy_1_4,m,vestlight,0,0,CHALLENGE_BULLCHARGE_MULTI_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc1_4,body_7,LUA_MENU_MULTIPLAYER_CAPS,ch_heavy_bullcharge_multi,0,unlock,5,3,
8,mp_body_heavy_2_1,CUSTOMIZE_BODY_MERC_2_1,viewmodel_mp_heavy_2_1,m,vestlight,0,0,CHALLENGE_BULLCHARGE_MULTI_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc2_1,body_8,LUA_MENU_MULTIPLAYER_CAPS,ch_heavy_bullcharge_multi,1,unlock,10,4,
9,mp_body_heavy_2_2,CUSTOMIZE_BODY_MERC_2_2,viewmodel_mp_heavy_2_2,m,vestlight,0,0,CHALLENGE_GROUNDPOUND_KILLS_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc2_2,body_9,LUA_MENU_MULTIPLAYER_CAPS,ch_heavy_ground_pound_kills,0,unlock,5,0,
10,mp_body_heavy_2_3,CUSTOMIZE_BODY_MERC_2_3,viewmodel_mp_heavy_2_3,m,vestlight,0,0,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc2_3,body_10,LUA_MENU_MP_QUARTERMASTER,,,loot,,10,
11,mp_body_heavy_3_1,CUSTOMIZE_BODY_MERC_3_1,viewmodel_mp_heavy_3_1,m,vestlight,0,0,CHALLENGE_ICU_HEALS_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc3_1,body_11,LUA_MENU_MULTIPLAYER_CAPS,ch_heavy_icu_heals,1,unlock,50,6,
12,mp_body_heavy_3_2,CUSTOMIZE_BODY_MERC_3_2,viewmodel_mp_heavy_3_2,m,vestlight,0,0,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc3_2,body_12,LUA_MENU_MP_QUARTERMASTER,,,loot,,12,
13,mp_body_heavy_3_3,CUSTOMIZE_BODY_MERC_3_3,viewmodel_mp_heavy_3_3,m,vestlight,0,0,CHALLENGE_ICU_HEALS_DESC,0,mp_body_heavy_1_2,viewmodel_mp_warfighter_1_1,archetype_heavy,icon_body_merc3_3,body_13,LUA_MENU_MULTIPLAYER_CAPS,ch_heavy_icu_heals,0,unlock,25,5,
14,mp_fullbody_assault,CUSTOMIZE_FULLBODY_SNIPER_HOOD,viewmodel_mp_warfighter_1_1,b,vestlight,0,0,,0,mp_fullbody_synaptic_1,viewmodel_mp_warfighter_1_1,,test_mission_faction,body_14,,,,,,14,
