0,ui_emblem_static_039,LUA_MENU_MP_EMBLEM_STATIC_24,,,default,,,,,,,
1,ui_emblem_static_033,LUA_MENU_MP_EMBLEM_STATIC_18,,,default,,,,,,,
2,ui_emblem_static_034,LUA_MENU_MP_EMBLEM_STATIC_19,,,default,,,,,,,
3,ui_emblem_static_035,LUA_MENU_MP_EMBLEM_STATIC_20,,,default,,,,,,,
4,ui_emblem_static_036,LUA_MENU_MP_EMBLEM_STATIC_21,,,default,,,,,,,
5,ui_emblem_static_037,LUA_MENU_MP_EMBLEM_STATIC_22,,,default,,,,,,,
6,ui_emblem_static_038,LUA_MENU_MP_EMBLEM_STATIC_23,,,default,,,,,,,
7,ui_emblem_static_040,LUA_MENU_MP_EMBLEM_STATIC_25,,,default,,,,,,,
8,ui_emblem_static_030,LUA_MENU_MP_EMBLEM_STATIC_15,,,default,,,,,,,
9,ui_emblem_static_015,LUA_MENU_MP_EMBLEM_STATIC_26,,,default,,,,,,,
10,ui_emblem_static_029,LUA_MENU_MP_EMBLEM_STATIC_14,,,default,,,,,,,
11,ui_emblem_static_032,LUA_MENU_MP_EMBLEM_STATIC_17,,,default,,,,,,,
12,ui_emblem_static_016,LUA_MENU_MP_EMBLEM_STATIC_01,,,default,,,,,,,
13,ui_emblem_static_017,LUA_MENU_MP_EMBLEM_STATIC_02,,,default,,,,,,,
14,ui_emblem_static_022,LUA_MENU_MP_EMBLEM_STATIC_07,,,default,,,,,,,
15,ui_emblem_static_134,LUA_MENU_MP_LOOT_CARD_NAME_100,,,default,,,,,,,
16,ui_emblem_static_130,LUA_MENU_MP_LOOT_CARD_NAME_100,,,default,,,,,,,
17,ui_emblem_static_133,LUA_MENU_MP_LOOT_CARD_NAME_101,,,default,,,,,,,
18,ui_emblem_static_136,LUA_MENU_MP_LOOT_CARD_NAME_101,,,default,,,,,,,
19,ui_emblem_static_135,MP_FRONTEND_ONLY_EMBLEM_135,,,default,,,,,,,
20,ui_emblem_static_131,MP_FRONTEND_ONLY_EMBLEM_131,,,default,,,,,,,
21,ui_emblem_static_129,MP_FRONTEND_ONLY_EMBLEM_129,,,default,,,,,,,
22,ui_emblem_static_132,MP_FRONTEND_ONLY_EMBLEM_132,,,default,,,,,,,
23,ui_emblem_static_018,LUA_MENU_MP_EMBLEM_STATIC_03,,,default,,,,,,,
24,ui_emblem_static_019,LUA_MENU_MP_EMBLEM_STATIC_04,,,default,,,,,,,
25,ui_emblem_static_020,LUA_MENU_MP_EMBLEM_STATIC_05,,,default,,,,,,,
26,ui_emblem_static_021,LUA_MENU_MP_EMBLEM_STATIC_06,,,default,,,,,,,
27,ui_emblem_static_023,LUA_MENU_MP_EMBLEM_STATIC_08,,,default,,,,,,,
28,ui_emblem_static_024,LUA_MENU_MP_EMBLEM_STATIC_09,,,default,,,,,,,
29,ui_emblem_static_025,LUA_MENU_MP_EMBLEM_STATIC_10,,,default,,,,,,,
30,ui_emblem_static_026,LUA_MENU_MP_EMBLEM_STATIC_11,,,default,,,,,,,
31,ui_emblem_static_027,LUA_MENU_MP_EMBLEM_STATIC_12,,,default,,,,,,,
32,ui_emblem_static_028,LUA_MENU_MP_EMBLEM_STATIC_13,,,default,,,,,,,
33,ui_emblem_static_071,LUA_MENU_MP_LOOT_CARD_NAME_123,,,default,,,,,,,
34,ui_emblem_static_072,LUA_MENU_MP_LOOT_CARD_NAME_124,,,default,,,,,,,
35,ui_emblem_static_073,LUA_MENU_MP_LOOT_CARD_NAME_125,,,default,,,,,,,
36,ui_emblem_static_074,LUA_MENU_MP_LOOT_CARD_NAME_126,,,default,,,,,,,
37,ui_emblem_static_075,LUA_MENU_MP_LOOT_CARD_NAME_127,,,default,,,,,,,
