iw7_ake_zm_single,-2,-13,-2,0,0,0,0,0,0
iw7_ake_zml,0,-10,-2,0,0,0,0,0,0
iw7_ake_zmr_hipfire,0,-13,-2,0,0,0,0,0,0
iw7_ake_zml_bal,0,-10,-2,0,0,0,0,0,0
iw7_ar57_zm,-5,-18,-2,-6,0,0,0,0,0
iw7_ar57_zml,-5,-18,-2,-6,0,0,0,0,0
iw7_arclassic_zm,-3,-12,-1,-3,0,-0.5,0,0,0
iw7_chargeshot_zm,-3,0,3,-6,0,-4,0,0,0
iw7_cheytac_zml_silencer,9,0,-2,5,0,0,0,0,0
iw7_cheytac_zmr,9,0,-2,5,0,0,0,0,0
iw7_cheytacc_zm,12,3,-1,0,0,0,0,0,0
iw7_crb_zm_jump_slide_spread,-6,-13,-1,-5,0,0,0,0,0
iw7_crb_zml,-6,-13,-1,-5,0,0,0,0,0
iw7_crb_zmr_no_ads,-6,-13,-1,-5,0,0,0,0,0
iw7_devastator_zm,-5,-18,-1,-4,0,-0.5,0,0,0
iw7_devastator_zml_melee,-5,-18,-1,-4,0,-0.5,0,0,0
iw7_devastator_zmr,-5,-18,-1,-4,0,-0.5,0,0,0
iw7_emc_zm,-6,-21,-2,-3,0,0,0,0,0
iw7_emc_zmr_burst,-6,-21,-2,-3,0,0,0,0,0
iw7_emc_zml_spread,-6,-21,-2,-3,0,0,0,0,0
iw7_erad_zm,-5,-14,-1,-6,0,0,0,0,0
iw7_erad_zm_jump_spread,-5,-14,-1,-6,0,0,0,0,0
iw7_erad_zmr_shtgn,-5,-14,-1,-6,0,0,0,0,0
iw7_erad_zml_beam,-5,-14,-1,-6,0,0,0,0,0
iw7_fhr_zm,-6,-16,-2,-4,0,-1,0,0,0
iw7_fhr_zml,-6,-16,-2,-4,0,-1,0,0,0
iw7_fmg_zm,-2,-17,-2,0,0,1,0,0,0
iw7_fmg_zml_shotgun,-2,-17,-2,0,0,1,0,0,0
iw7_fmg_zml,-2,-17,-2,0,0,1,0,0,0
iw7_g18_zml,-9,-25,-3,-6,0,2,0,0,0
iw7_g18_zmr,-9,-25,-3,-6,0,2,0,0,0
iw7_g18_zmr_burst,-9,-25,-3,-6,0,2,0,0,0
iw7_g18c_zm,-7,-20,-2,-6,0,1.5,0,0,0
iw7_glprox_zm,-5,-15,-2,-4,0,0,0,0,0
iw7_kbs_zm,7,-5,-3,0,0,0,0,0,0
iw7_kbs_zmr,7,-5,-3,0,0,0,0,0,0
iw7_kbs_zml,7,-5,-3,0,0,0,0,0,0
iw7_lmg03_zm,3,-13,-5,0,0,3,0,0,0
iw7_lmg03_zml,3,-13,-5,0,0,3,0,0,0
iw7_lockon_zm,1,-10,-1,0,0,0,0,0,0
iw7_m1_zm,8,-5,-4,3,0,2,0,0,0
iw7_m1_zmr,1,-11,-4,3,0,2,0,0,0
iw7_m1c_zm,4,-10,-3,-2,0,2,0,0,0
iw7_m4_zm,-1,-14,-1,-6,0,0,0,0,0
iw7_m4_zml_range,-1,-14,-1,-6,0,0,0,0,0
iw7_m4_zmr,-1,-14,-1,-6,0,0,0,0,0
iw7_m4_zml_single,-1,-14,-1,-6,0,0,0,0,0
iw7_m8_zm,5,-10,-2,0,0,0,0,0,0
iw7_m8_zml_charge,5,-10,-2,0,0,0,0,0,0
iw7_m8_zmr,5,-10,-2,0,0,0,0,0,0
iw7_mauler_zm,9,-1,-1,4,0,-1,0,0,0
iw7_mauler_zml_damage,9,-1,-1,4,0,-1,0,0,0
iw7_mauler_zmr,9,-1,-1,4,0,-1,0,0,0
iw7_nrg_zm,-6,-18,-1,-4,0,0,0,0,0
iw7_nrg_zml_charge,-6,-18,-1,-4,0,0,0,0,0
iw7_nrg_zmr_smart,-6,-18,-1,-4,0,0,0,0,0
iw7_revolver_zm,-3,-17,-2,-2,0,1,0,0,0
iw7_revolver_zml_single,-3,-17,-2,-2,0,1,0,0,0
iw7_revolver_zmr_explosive,-3,-17,-2,-2,0,1,0,0,0
iw7_ripper_zm_burst,-6,-17,-2,-5,0,0,0,0,0
iw7_ripper_zml_pelvis,-6,-17,-2,-5,0,0,0,0,0
iw7_ripper_zmr,-6,-17,-2,-5,0,0,0,0,0
iw7_sdfar_zm,2,-7,0,-4,0,-1,0,0,0
iw7_sdfar_zml_auto,3,-5,0,-4,0,-1,0,0,0
iw7_sdflmg_zm,6,-8,-5,1,0,3,0,0,0
iw7_sdflmg_zmr_ammo,6,-8,-5,1,0,0,0,0,0
iw7_sdflmg_zmr,6,-8,-5,1,0,0,0,0,0
iw7_sdfshotty_zm,0,-13,0,0,0,-3,0,0,0
iw7_sdfshotty_zml_infinite,0,-13,0,0,0,-3,0,0,0
iw7_sdfshotty_zmr_accurate,5,-14,0,0,0,-3,0,0,0
iw7_sonic_zm,3,-10,-2,0,0,0,0,0,0
iw7_sonic_zmr,3,-10,-2,0,0,0,0,0,0
iw7_sonic_zml,3,-10,-2,0,0,0,0,0,0
iw7_spas_zml_slug,4,-11,-3,1,0,1.75,0,0,0
iw7_spas_zml,4,-11,-3,1,0,1.75,0,0,0
iw7_spas_zmr_focus,4,-11,-3,1,0,1.75,0,0,0
iw7_spas_zmr,4,-11,-3,1,0,1.75,0,0,0
iw7_spasc_zm,4,-6,-2,2,0,1,0,0,0
iw7_ump45_zml,-2,-14,-2,-2,0,0,0,0,0
iw7_ump45_zmr_akimbo,-2,-14,-2,-2,0,0,0,0,0
iw7_ump45c_zm,-4,-14,-2,-4,0,0,0,0,0
iw7_rvn_zm,-2,-16,-2,0,0,1,0,0,0
iw7_rvn_zml,-2,-16,-2,0,0,1,0,0,0
iw7_udm45_zm,-8,-17,-2,-9,0,-1,0,0,0
iw7_udm45_zml,-1,-17,-2,0,0,-1,0,0,0
iw7_udm45_zml_stealth,-1,-17,-2,0,0,-1,0,0,0
iw7_crdb_zm,-4,-18,-2,-2,0,0,0,0,0
iw7_crdb_zml,-4,-18,-2,-2,0,0,0,0,0
iw7_vr_zm,5,-8,-1,0,0,0,0,0,0
iw7_vr_zml,5,-8,-1,0,0,0,0,0,0
iw7_vr_zml_range,5,-8,-1,0,0,0,0,0,0
iw7_mp28_zm,-3,-16,-3,0,0,0,0,0,0
iw7_mp28_zml,-3,-16,-3,0,0,0,0,0,0
iw7_mp28_zml_fasthip,-3,-16,-3,0,0,0,0,0,0
iw7_minilmg_zm,2,-10,0,0,0,0,0,0,0
iw7_minilmg_zml,2,-10,0,0,0,0,0,0,0
iw7_minilmg_zml_spooled,2,-10,0,0,0,0,0,0,0
iw7_mod2187_zm,-7,-11,-3,0,0,0,0,0,0
iw7_mod2187_zml,-7,-11,-3,0,0,0,0,0,0
iw7_mod2187_zml_epic2,-7,-11,-3,0,0,0,0,0,0
iw7_ba50cal_zm,7,-5,-3,0,0,0,0,0,0
iw7_ba50cal_zml,7,-5,-3,0,0,0,0,0,0
iw7_ba50cal_zml_overkill,7,-5,-3,0,0,0,0,0,0
iw7_longshot_zm,7,-5,-3,0,0,0,0,0,0
iw7_longshot_zml,7,-5,-3,0,0,0,0,0,0
iw7_longshot_zml_burst,7,-5,-3,0,0,0,0,0,0
iw7_gauss_zm,5,-8,-1,0,0,0,0,0,0
iw7_gauss_zm_burst2,5,-8,-1,0,0,0,0,0,0
iw7_gauss_zm_burst3,5,-8,-1,0,0,0,0,0,0
iw7_gauss_zml,5,-8,-1,0,0,0,0,0,0
iw7_gauss_zm_auto,5,-8,-1,0,0,0,0,0,0
iw7_gauss_zml_auto,5,-8,-1,0,0,0,0,0,0
iw7_mag_zm,-3,-17,-2,0,0,0,0,0,0
iw7_mag_zml,-3,-17,-2,0,0,0,0,0,0
iw7_mag_zml_epic2,-3,-17,-2,0,0,0,0,0,0
iw7_tacburst_zm,-4,-18,-2,-2,0,0,0,0,0
iw7_tacburst_zml,-4,-18,-2,-2,0,0,0,0,0
iw7_unsalmg_zm,2,-10,-2,0,0,0,0,0,0
iw7_unsalmg_zml,2,-10,-2,0,0,0,0,0,0
iw7_unsalmg_zml_auto,2,-10,-2,0,0,0,0,0,0
