0,nerf_take_more_damage,0,ALIENS_PRESTIGE_TAKE_MORE_DAMAGE,ALIENS_PRESTIGE_TAKE_MORE_DAMAGE_DESC,alien_icon_nerf_1,0,0
1,nerf_pistols_only,0,ALIENS_PRESTIGE_PISTOLS_ONLY,ALIENS_PRESTIGE_PISTOLS_ONLY_DESC,alien_icon_nerf_2,0,0
2,nerf_smaller_wallet,0,ALIENS_PRESTIGE_SMALLER_WALLET,ALIENS_PRESTIGE_SMALLER_WALLET_DESC,alien_icon_nerf_3,0,0
3,nerf_no_class,0,ALIENS_PRESTIGE_NO_CLASS,ALIENS_PRESTIGE_NO_CLASS_DESC,alien_icon_nerf_4,0,0
4,nerf_lower_weapon_damage,0,ALIENS_PRESTIGE_LOWER_DAMAGE,ALIENS_PRESTIGE_LOWER_DAMAGE_DESC,alien_icon_nerf_5,0,0
5,nerf_fragile,0,ALIENS_PRESTIGE_SLOW_HEALTH_REGEN,ALIENS_PRESTIGE_SLOW_HEALTH_REGEN_DESC,alien_icon_nerf_6,0,0
6,nerf_move_slower,0,ALIENS_PRESTIGE_SLOWER_SPEED,ALIENS_PRESTIGE_SLOWER_SPEED_DESC,alien_icon_nerf_10,0,0
7,nerf_no_abilities,0,ALIENS_PRESTIGE_NO_ABILITIES,ALIENS_PRESTIGE_NO_ABILITIES_DESC,alien_icon_nerf_9,0,0
8,nerf_min_ammo,0,ALIENS_PRESTIGE_HALF_AMMO,ALIENS_PRESTIGE_HALF_AMMO_DESC,alien_icon_nerf_8,0,0
9,nerf_no_deployables,0,ALIENS_PRESTIGE_NO_DEPLOYABLES,ALIENS_PRESTIGE_NO_DEPLOYABLES_DESC,alien_icon_nerf_7,0,0
