iw7_nrg_mp,1.6,2.133,1.6,2.133,1.6,2.133,1.6,2.133
iw7_g18_mp,1.6,2.133,1.6,2.133,1.6,2.133,1.6,2.133
iw7_emc_mp,1.6,2.133,1.6,2.133,1.6,2.133,1.6,2.133
iw6_m9a1_mp,1,1.63,1,1.9,1.2,1.625,1.2,1.917
iw6_p226_mp,1.53,2.2,1.53,2.2,1.2,1.625,1.2,1.917
iw6_p226jugg_mp,1.53,2.2,1.53,2.2,1.2,1.625,1.2,1.917
iw6_mp443_mp,0.967,1.8,0.967,2.1,1.2,1.625,1.2,1.917
iw7_revolver_mp,1.1835,1.5665,1.1835,1.6835,2,3,2,3
iw6_magnumjugg_mp,2.367,3.133,2.367,3.367,2,3,2,3
iw6_pdw_mp,1.33,2.96,1.33,2.96,0,0,0,0
iw7_erad_mp,2.2,3.23,2.2,3.23,0,0,0,0
iw7_crb_mp,1.4,2.53,1.4,3.2,0,0,0,0
iw7_ump45_mp,1.4,2.53,1.4,3.2,0,0,0,0
iw7_ripper_mp,1.4,2.53,1.4,3.2,0,0,0,0
iw7_fhr_mp,1.4,2.53,1.4,3.2,0,0,0,0
iw6_kriss_mp,1.4,2.53,1.4,3.2,0,0,0,0
iw6_pp19_mp,1.93,3,1.93,3.8,0,0,0,0
iw6_vepr_mp,1.767,2.96,1.767,3.7,0,0,0,0
iw6_microtar_mp,1.93,3.2,1.93,3.93,0,0,0,0
iw6_cbjms_mp,2.133,2.966,2.133,3.633,0,0,0,0
iw6_k7_mp,1.8,2.5,1.8,3.2,0,0,0,0
iw6_dlcweap03_mp,1.8,2.667,1.8,3.233,0,0,0,0
iw7_ar57_mp,1.73,3.33,1.73,3.46,0,0,0,0
iw7_ake_mp,1.53,2.86,1.53,3.46,0,0,0,0
iw7_m4_mp,1.53,2.86,1.53,3.46,0,0,0,0
iw7_fmg_mp,1.53,2.86,1.53,3.46,0,0,0,0
iw6_bren_mp,1.67,2.76,1.67,3.76,0,0,0,0
iw6_ak12_mp,2.03,3.267,2.03,3.6,0,0,0,0
iw6_sc2010_mp,1.667,2.8,1.667,3.3,0,0,0,0
iw6_arx160_mp,1.7,2.867,1.7,3.23,0,0,0,0
iw6_fads_mp,2.3,3.23,2.3,3.9,0,0,0,0
iw6_msbs_mp,1.6,2.63,1.6,3.03,0,0,0,0
iw6_r5rgp_mp,1.6,2.46,1.6,2.83,0,0,0,0
iw6_honeybadger_mp,1.53,2.63,1.53,3.16,0,0,0,0
iw7_glprox_mp,2.24,3,2.24,3,0,0,0,0
iw6_mk32_mp,5.67,7.567,5.67,7.567,0,0,0,0
iw6_rgm_mp,2,2.867,2,2.867,0,0,0,0
iw6_panzerfaust3_mp,2.1,3.53,2.1,3.53,0,0,0,0
iw6_maaws_mp,4.6,6.63,4.6,6.63,0,0,0,0
iw6_plasmaauto_mp,2.08,3,2.08,6.63,0,0,0,0
iw7_chargeshot_mp,4.6,6.63,4.6,6.63,0,0,0,0
iw6_rocketplyr_mp,2.1,3.53,2.1,3.53,0,0,0,0
iw6_rocketmulti_mp,4.6,6.63,4.6,6.63,0,0,0,0
iw7_kbs_mp,2.267,3.5,3.33,4.7,0,0,0,0
iw7_m8_mp,2.6,4.567,2.6,5.1,0,0,0,0
iw7_cheytac_mp,2.267,3.5,3.33,4.7,0,0,0,0
iw6_vks_mp,2.2,3.43,2.2,4.6,0,0,0,0
iw6_l115a3_mp,2.13,3.36,2.6,4.03,0,0,0,0
iw6_usr_mp,2.267,3.5,3.33,4.7,0,0,0,0
iw6_gm6_mp,2.6,4.567,2.6,5.1,0,0,0,0
iw7_ripper_mp,1.767,3.1,1.767,3.33,0,0,0,0
iw7_m1_mp,1.867,2.967,1.867,4,0,0,0,0
iw6_imbel_mp,1.9,3.1,1.9,3.73,0,0,0,0
iw6_g28_mp,1.494,2.465,1.494,2.805,0,0,0,0
iw6_mk14_mp,1.867,2.967,1.867,4,0,0,0,0
iw6_svu_mp,1.7,3,1.7,4.166,0,0,0,0
iw7_devastator_mp,1.83,3.33,1.83,3.33,0,0,0,0
iw7_spas_mp,0.5,0.833,0.5,0.833,0,0,0,0
iw7_sonic_mp,0.5,0.833,0.5,0.833,0,0,0,0
iw7_sdfshotty_mp,0.5,0.833,0.5,0.833,0,0,0,0
iw6_mts255_mp,3.13,3.93,3.13,3.93,0,0,0,0
iw6_fp6_mp,0.5,0.833,0.5,0.833,0,0,0,0
iw6_maul_mp,1.56,2.6,1.56,2.6,0,0,0,0
iw6_uts15_mp,0.433,0.767,0.433,0.767,0,0,0,0
iw7_ameli_mp,2.94,4.2,2.94,4.81,0,0,0,0
iw7_mauler_mp,2.94,4.2,2.94,4.81,0,0,0,0
iw6_m27_mp,2.1,2.86,2.1,3.37,0,0,0,0
iw6_lsat_mp,3.6,4.8,3.6,5.22,0,0,0,0
iw6_kac_mp,3.55,4.81,3.55,5.298,0,0,0,0
iw6_minigun_mp,3.5,4,3.5,4,0,0,0,0
iw6_minigunjugg_mp,3.5,4,3.5,4,0,0,0,0
iw6_minigunsiege_mp,3.5,4,3.5,4,0,0,0,0
iw7_steeldragon_mp,5.93,8.03,5.93,8.83,0,0,0,0
iw7_penetrationrail_mp,5.93,8.03,5.93,8.83,0,0,0,0
gl,1.533,2.5,1.533,2.5,0,0,0,0
shotgun,2.533,3.73,2.533,3.73,0,0,0,0
