mp_prisonbreak,dm,,,,,,,,,,
mp_prisonbreak,dom,88,220,136,56,96,210,136,68,217,195
mp_prisonbreak,sd,234,160,88,220,86,205,33,111,,
mp_prisonbreak,war,88,220,226,125,,,,,,
mp_prisonbreak,conf,88,220,226,125,,,,,,
mp_prisonbreak,sr,234,160,88,220,86,205,33,111,,
mp_prisonbreak,aliens,,,,,,,,,,
mp_prisonbreak,grind,88,220,226,125,134,158,130,64,,
mp_prisonbreak,blitz,136,236,134,58,133,64,132,236,,
mp_prisonbreak,cranked,88,220,226,125,,,,,,
mp_prisonbreak,infect,,,,,,,,,,
mp_prisonbreak,horde,,,,,,,,,,
mp_prisonbreak,sotf,88,220,226,125,,,,,,
mp_prisonbreak,grnd,88,220,226,125,,,,,,
mp_prisonbreak,siege,88,220,136,56,96,210,136,68,217,195
mp_chasm,dm,,,,,,,,,,
mp_chasm,dom,199,196,44,184,182,216,127,128,54,189
mp_chasm,sd,196,204,76,95,52,169,136,114,,
mp_chasm,war,196,122,46,190,,,,,,
mp_chasm,conf,196,122,46,190,,,,,,
mp_chasm,sr,196,204,76,95,52,169,136,114,,
mp_chasm,aliens,,,,,,,,,,
mp_chasm,grind,196,122,46,190,94,182,113,133,,
mp_chasm,blitz,181,142,46,190,175,141,61,180,,
mp_chasm,cranked,196,122,46,190,,,,,,
mp_chasm,infect,,,,,,,,,,
mp_chasm,horde,,,,,,,,,,
mp_chasm,sotf,196,122,46,190,,,,,,
mp_chasm,grnd,196,122,46,190,,,,,,
mp_chasm,siege,199,196,44,184,182,216,127,128,54,189
mp_snow,dm,,,,,,,,,,
mp_snow,dom,222,178,63,87,208,178,137,162,66,106
mp_snow,sd,32,150,187,112,128,82,218,213,,
mp_snow,war,222,178,32,150,,,,,,
mp_snow,conf,222,178,32,150,,,,,,
mp_snow,sr,32,150,187,112,128,82,218,213,,
mp_snow,aliens,,,,,,,,,,
mp_snow,grind,222,178,32,150,145,113,143,196,,
mp_snow,blitz,143,105,106,206,147,116,106,178,,
mp_snow,cranked,222,178,32,150,,,,,,
mp_snow,infect,,,,,,,,,,
mp_snow,horde,,,,,,,,,,
mp_snow,sotf,222,178,32,150,,,,,,
mp_snow,grnd,222,178,32,150,,,,,,
mp_snow,siege,222,178,63,87,208,178,137,162,66,106
mp_frag,dm,,,,,,,,,,
mp_frag,dom,21,180,246,100,228,120,139,155,37,188
mp_frag,sd,246,115,21,180,126,156,69,209,,
mp_frag,war,246,100,21,180,,,,,,
mp_frag,conf,246,100,21,180,,,,,,
mp_frag,sr,246,115,21,180,126,155,70,206,,
mp_frag,aliens,,,,,,,,,,
mp_frag,grind,246,100,21,180,129,122,153,180,,
mp_frag,blitz,246,100,21,180,90,188,188,140,,
mp_frag,cranked,246,100,21,180,,,,,,
mp_frag,infect,,,,,,,,,,
mp_frag,horde,,,,,,,,,,
mp_frag,sotf,246,100,21,180,,,,,,
mp_frag,grnd,246,100,21,180,,,,,,
mp_frag,siege,21,180,246,100,228,172,139,155,56,134
mp_warhawk,dm,,,,,,,,,,
mp_warhawk,dom,50,185,218,127,174,63,134,161,112,254
mp_warhawk,sd,50,185,180,54,96,89,182,214,,
mp_warhawk,war,50,185,218,127,,,,,,
mp_warhawk,conf,50,185,218,127,,,,,,
mp_warhawk,sr,50,185,180,54,96,89,182,214,,
mp_warhawk,aliens,,,,,,,,,,
mp_warhawk,grind,50,185,218,127,80,134,188,180,,
mp_warhawk,blitz,110,255,180,54,112,254,174,63,,
mp_warhawk,cranked,50,185,218,127,,,,,,
mp_warhawk,infect,,,,,,,,,,
mp_warhawk,horde,,,,,,,,,,
mp_warhawk,sotf,50,185,218,127,,,,,,
mp_warhawk,grnd,50,185,218,127,,,,,,
mp_warhawk,siege,50,185,218,127,174,63,134,161,112,254
mp_lonestar,dm,,,,,,,,,,
mp_lonestar,dom,216,170,42,238,190,183,89,87,47,215
mp_lonestar,sd,32,202,218,166,137,220,114,104,,
mp_lonestar,war,161,226,88,85,,,,,,
mp_lonestar,conf,161,226,88,85,,,,,,
mp_lonestar,sr,32,202,218,166,137,220,114,104,,
mp_lonestar,aliens,,,,,,,,,,
mp_lonestar,grind,161,226,88,85,110,106,142,220,,
mp_lonestar,blitz,161,226,88,85,146,220,98,82,,
mp_lonestar,cranked,161,226,88,85,,,,,,
mp_lonestar,infect,,,,,,,,,,
mp_lonestar,horde,,,,,,,,,,
mp_lonestar,sotf,161,226,88,85,,,,,,
mp_lonestar,grnd,161,226,88,85,,,,,,
mp_lonestar,siege,216,170,42,238,164,115,137,221,82,160
mp_hashima,dm,,,,,,,,,,
mp_hashima,dom,254,150,28,180,194,158,129,106,75,170
mp_hashima,sd,212,147,28,180,83,145,121,206,,
mp_hashima,war,254,150,28,180,,,,,,
mp_hashima,conf,254,150,28,180,,,,,,
mp_hashima,sr,212,147,28,180,83,145,121,206,,
mp_hashima,aliens,,,,,,,,,,
mp_hashima,grind,254,150,28,180,167,137,75,170,,
mp_hashima,blitz,254,150,28,180,213,124,54,168,,
mp_hashima,cranked,254,150,28,180,,,,,,
mp_hashima,infect,,,,,,,,,,
mp_hashima,horde,,,,,,,,,,
mp_hashima,sotf,254,150,28,180,,,,,,
mp_hashima,grnd,254,150,28,180,,,,,,
mp_hashima,siege,254,150,28,180,194,158,129,106,75,170
mp_fahrenheit,dm,,,,,,,,,,
mp_fahrenheit,dom,84,260,196,57,185,87,126,141,62,199
mp_fahrenheit,sd,100,248,206,88,67,78,153,145,,
mp_fahrenheit,war,186,104,76,241,,,,,,
mp_fahrenheit,conf,186,104,76,241,,,,,,
mp_fahrenheit,sr,100,248,206,88,67,78,153,145,,
mp_fahrenheit,aliens,,,,,,,,,,
mp_fahrenheit,grind,186,104,76,241,121,142,145,206,,
mp_fahrenheit,blitz,76,241,186,104,76,226,177,118,,
mp_fahrenheit,cranked,186,104,76,241,,,,,,
mp_fahrenheit,infect,,,,,,,,,,
mp_fahrenheit,horde,,,,,,,,,,
mp_fahrenheit,sotf,186,104,76,241,,,,,,
mp_fahrenheit,grnd,186,104,76,241,,,,,,
mp_fahrenheit,siege,84,260,196,57,65,81,126,141,200,185
mp_sovereign,dm,,,,,,,,,,
mp_sovereign,dom,238,129,32,170,215,154,133,116,59,139
mp_sovereign,sd,238,129,32,170,113,96,133,137,,
mp_sovereign,war,238,129,32,170,,,,,,
mp_sovereign,conf,238,129,32,170,,,,,,
mp_sovereign,sr,238,129,32,170,108,96,134,138,,
mp_sovereign,aliens,,,,,,,,,,
mp_sovereign,grind,238,129,32,170,177,146,94,135,,
mp_sovereign,blitz,238,129,32,170,177,170,92,100,,
mp_sovereign,cranked,238,129,32,170,,,,,,
mp_sovereign,infect,,,,,,,,,,
mp_sovereign,horde,,,,,,,,,,
mp_sovereign,sotf,238,129,32,170,,,,,,
mp_sovereign,grnd,238,129,32,170,,,,,,
mp_sovereign,siege,238,129,32,170,215,154,133,116,59,139
mp_dart,dm,,,,,,,,,,
mp_dart,dom,57,32,229,252,78,58,122,170,192,250
mp_dart,sd,38,268,164,66,79,59,214,210,,
mp_dart,war,57,32,229,252,,,,,,
mp_dart,conf,57,32,229,252,,,,,,
mp_dart,sr,38,268,164,66,79,59,214,210,,
mp_dart,aliens,,,,,,,,,,
mp_dart,grind,57,32,229,252,161,83,48,257,,
mp_dart,blitz,57,32,229,252,78,58,194,250,,
mp_dart,cranked,57,32,229,252,,,,,,
mp_dart,infect,,,,,,,,,,
mp_dart,horde,,,,,,,,,,
mp_dart,sotf,57,32,229,252,,,,,,
mp_dart,grnd,57,32,229,252,,,,,,
mp_dart,siege,57,32,229,252,78,58,122,170,192,250
mp_strikezone,dm,,,,,,,,,,
mp_strikezone,dom,188,98,81,66,212,164,96,214,65,91
mp_strikezone,sd,80,64,167,197,90,230,193,102,,
mp_strikezone,war,164,196,80,64,,,,,,
mp_strikezone,conf,164,196,80,64,,,,,,
mp_strikezone,sr,80,64,167,197,90,230,193,102,,
mp_strikezone,aliens,,,,,,,,,,
mp_strikezone,grind,164,196,80,64,193,102,90,231,,
mp_strikezone,blitz,164,196,80,64,168,176,68,92,,
mp_strikezone,cranked,164,196,80,64,,,,,,
mp_strikezone,infect,,,,,,,,,,
mp_strikezone,horde,,,,,,,,,,
mp_strikezone,sotf,164,196,80,64,,,,,,
mp_strikezone,grnd,164,196,80,64,,,,,,
mp_strikezone,siege,188,98,81,66,212,164,96,214,65,91
mp_zebra,dm,,,,,,,,,,
mp_zebra,dom,193,246,82,59,202,239,133,143,87,75
mp_zebra,sd,92,242,82,59,94,131,217,165,,
mp_zebra,war,193,246,82,59,,,,,,
mp_zebra,conf,193,246,82,59,,,,,,
mp_zebra,sr,92,242,82,59,94,131,217,165,,
mp_zebra,aliens,,,,,,,,,,
mp_zebra,grind,193,246,82,59,103,181,186,108,,
mp_zebra,blitz,193,246,82,59,191,236,98,83,,
mp_zebra,cranked,193,246,82,59,,,,,,
mp_zebra,infect,,,,,,,,,,
mp_zebra,horde,,,,,,,,,,
mp_zebra,sotf,193,246,82,59,,,,,,
mp_zebra,grnd,193,246,82,59,,,,,,
mp_zebra,siege,193,246,82,59,95,232,133,143,185,62
mp_skeleton,dm,,,,,,,,,,
