mp_breakneck,LUA_MENU_MAPNAME_BREAKNECK,LUA_MENU_MAPNAME_BREAKNECK_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.5,285,542,0
mp_desert,LUA_MENU_MAPNAME_DESERT,LUA_MENU_MAPNAME_DESERT_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.7,350,542,0
mp_divide,LUA_MENU_MAPNAME_DIVIDE,LUA_MENU_MAPNAME_DIVIDE_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.45,275,542,0
mp_fallen,LUA_MENU_MAPNAME_FALLEN,LUA_MENU_MAPNAME_FALLEN_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.6,345,542,0
mp_frontier,LUA_MENU_MAPNAME_FRONTIER,LUA_MENU_MAPNAME_FRONTIER_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.5,324,542,0
mp_metropolis,LUA_MENU_MAPNAME_METROPOLIS,LUA_MENU_MAPNAME_METROPOLIS_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.7,395,542,0
mp_parkour,LUA_MENU_MAPNAME_PARKOUR,LUA_MENU_MAPNAME_PARKOUR_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.5,285,542,0
mp_proto,LUA_MENU_MAPNAME_PROTO,LUA_MENU_MAPNAME_PROTO_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.7,395,542,0
mp_quarry,LUA_MENU_MAPNAME_QUARRY,LUA_MENU_MAPNAME_QUARRY_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.65,385,542,0
mp_riot,LUA_MENU_MAPNAME_RIOT,LUA_MENU_MAPNAME_RIOT_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.6,324,542,1
mp_rivet,LUA_MENU_MAPNAME_RIVET,LUA_MENU_MAPNAME_RIVET_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.6,365,542,0
mp_skyway,LUA_MENU_MAPNAME_SKYWAY,LUA_MENU_MAPNAME_SKYWAY_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.6,335,542,0
mp_dome_iw,LUA_MENU_MAPNAME_DOME_IW,LUA_MENU_MAPNAME_DOME_IW_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.8,375,542,0
mp_dome_dusk,LUA_MENU_MAPNAME_NEW_GENESIS,LUA_MENU_MAPNAME_NEW_GENESIS_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ?,0.8,375,542,0
mp_afghan,LUA_MENU_MAPNAME_AFGHAN,LUA_MENU_MAPNAME_AFGHAN_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.85,520,542,0
mp_geneva,LUA_MENU_MAPNAME_GENEVA,LUA_MENU_MAPNAME_GENEVA_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.6,262,542,0
mp_neon,LUA_MENU_MAPNAME_NEON,LUA_MENU_MAPNAME_NEON_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,400,542,0
mp_prime,LUA_MENU_MAPNAME_PRIME,LUA_MENU_MAPNAME_PRIME_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.6,345,542,1
mp_marsoasis,LUA_MENU_MP_MARSOASIS,LUA_MENU_MP_MARSOASIS_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,560,542,0
mp_flip,LUA_MENU_MP_FLIP,LUA_MENU_MP_FLIP_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.8,500,542,0
mp_junk,LUA_MENU_MP_JUNK,LUA_MENU_MP_JUNK_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.9,490,542,0
mp_mansion,LUA_MENU_MP_MANSION,LUA_MENU_MP_MANSION_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.6,345,542,0
mp_turista2,LUA_MENU_MP_MARSOASIS2,LUA_MENU_MP_MARSOASIS2_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,560,542,0
mp_paris,LUA_MENU_MP_PARIS,LUA_MENU_MP_PARIS_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.85,450,542,0
mp_pixel,LUA_MENU_MP_PIXEL,LUA_MENU_MP_PIXEL_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,560,542,0
mp_overflow,LUA_MENU_MP_OVERFLOW,LUA_MENU_MP_OVERFLOW_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,500,542,0
mp_nova,LUA_MENU_MP_NOVA,LUA_MENU_MP_NOVA_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,500,542,0
mp_rally,LUA_MENU_MP_RALLY,LUA_MENU_MP_RALLY_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.85,450,542,0
mp_codphish,LUA_MENU_MP_CODPHISH,LUA_MENU_MP_CODPHISH_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,560,542,0
mp_depot,LUA_MENU_MP_DEPOT,LUA_MENU_MP_DEPOT_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,500,542,0
mp_hawkwar,LUA_MENU_MP_HAWKWAR,LUA_MENU_MP_HAWKWAR_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,500,542,0
mp_permafrost2,LUA_MENU_MP_PERMAFROST2,LUA_MENU_MP_PERMAFROST2_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,500,542,0
mp_renaissance2,LUA_MENU_MP_RENAISSANCE2,LUA_MENU_MP_RENAISSANCE2_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,0.6,262,542,0
mp_carnage2,LUA_MENU_MP_CARNAGE2,LUA_MENU_MP_CARNAGE2_CAPS,MOONBASE - 32. 18' 23.1' N 122. 52.5' W - 4:00AM - LOW HUMIDITY ,1,500,542,0
