iw7_mp_quartermaster_loot_acknowledge_good_01,qm_supply_small_01,667
iw7_mp_quartermaster_loot_acknowledge_lackluster_01,qm_supply_small_02,500
iw7_mp_quartermaster_loot_acknowledge_great_01,qm_supply_small_03,500
iw7_mp_quartermaster_loot_acknowledge_great_01,qm_supply_small_04,333
iw7_mp_quartermaster_loot_acknowledge_lackluster_01,qm_supply_small_05,500
iw7_mp_quartermaster_negative_greeting_02,qm_supply_small_06,1000
iw7_mp_quartermaster_loot_acknowledge_good_02,qm_supply_small_07,1000
iw7_mp_quartermaster_negative_greeting_02,qm_supply_small_08,1400
iw7_mp_quartermaster_loot_acknowledge_lackluster_01,qm_supply_small_09,833
iw7_mp_quartermaster_loot_acknowledge_great_01,qm_supply_small_10,0
iw7_mp_quartermaster_loot_acknowledge_lackluster_01,qm_supply_small_11,500
iw7_mp_quartermaster_loot_acknowledge_lackluster_01,qm_supply_small_12,667
