0,specialty_null,PERKS_NONE,specialty_ks_null,PERKS_NONE,,,,specialty_null,PERKS_NONE,0,0,specialty_ks_null,specialty_ks_null
1,specialty_powercell,PERKS_POWERCELL,icon_perks_hot_swap,PERKS_DESC_POWERCELL,slot_null,,,specialty_null,PERKS_NONE,2,54,icon_perks_hot_swap_large,icon_perks_hot_swap_large
2,specialty_blindeye,PERKS_BLINDEYE,icon_perk_slot_blindeye,PERKS_DESC_BLINDEYE,slot_null,,,specialty_null,PERKS_NONE,2,32,icon_perk_showcase_blindeye,icon_perk_showcase_blindeye
3,specialty_hunter,PERKS_HUNTER,icon_perks_quickdraw,PERKS_DESC_HUNTER,slot_null,,,specialty_null,PERKS_NONE,2,54,icon_perks_quickdraw_large,icon_perks_quickdraw_large
4,specialty_blastshield,PERKS_BLASTSHIELD,icon_perk_slot_blastshield,PERKS_DESC_BLASTSHIELD,slot_null,,,specialty_null,PERKS_NONE,2,55,icon_perk_showcase_blastshield,icon_perk_showcase_blastshield
5,specialty_dexterity,PERKS_DEXTERITY,icon_perk_slot_dexterity,PERKS_DESC_DEXTERITY,slot_null,,,specialty_null,PERKS_NONE,2,54,icon_perk_showcase_dexterity,icon_perk_showcase_dexterity
6,specialty_ghost,PERKS_GPSJAMMER,icon_perk_slot_ghost,PERKS_DESC_GPSJAMMER,slot_null,,,specialty_null,PERKS_NONE,3,35,icon_perk_showcase_ghost,icon_perk_showcase_ghost
7,specialty_extraammo,PERKS_SCAVENGER_PRO,icon_perk_fully_loaded,PERKS_UPGRADE_SCAVENGER,slot_null,,,specialty_null,PERKS_NONE,2,63,icon_perk_fully_loaded_large,icon_perk_fully_loaded_large
8,specialty_hardline,PERKS_HARDLINE,icon_perk_slot_hardline,PERKS_DESC_HARDLINE,slot_null,,,specialty_null,PERKS_NONE,2,72,icon_perk_showcase_hardline,icon_perk_showcase_hardline
9,specialty_empimmune,PERKS_HARDWIRED,icon_perk_slot_hardwired,PERKS_HARDWIRED_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,icon_perk_showcase_hardwired,icon_perk_showcase_hardwired
10,specialty_meleekill,PERKS_MELEEKILL,icon_perks_meleekill,PERKS_MELEEKILL_DESC,slot_null,,,specialty_null,PERKS_NONE,1,22,Icon_perks_meleekill_large,Icon_perks_meleekill_large
11,specialty_coldblooded,PERKS_COLD_BLOODED,icon_perk_slot_coldblooded,PERKS_DESC_COLD_BLOODED,slot_null,,,specialty_null,PERKS_NONE,2,54,icon_perk_showcase_cold_blooded,icon_perk_showcase_cold_blooded
12,specialty_scavenger,PERKS_SCAVENGER,icon_perk_slot_scavenger,PERKS_DESC_SCAVENGER,slot_null,,,specialty_null,PERKS_NONE,2,42,icon_perk_showcase_scavenger,icon_perk_showcase_scavenger
13,specialty_sprintfire,PERKS_SPRINTFIRE,icon_perk_slot_gungho,PERKS_SPRINTFIRE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,22,icon_perk_showcase_gungho,icon_perk_showcase_gungho
14,specialty_bullet_outline,PERKS_BULLET_OUTLINE,icon_perk_slot_pinpoint,PERKS_BULLET_OUTLINE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,icon_perk_showcase_pinpoint,icon_perk_showcase_pinpoint
15,specialty_selectivehearing,PERKS_BOMB_SQUAD_PRO,icon_perk_slot_awareness,PERKS_DESC_SELECTIVE_HEARING,slot_null,,,specialty_null,PERKS_NONE,2,44,icon_perk_showcase_awareness,icon_perk_showcase_awareness
16,specialty_stun_resistance,PERKS_BLASTSHIELD_PRO,icon_perk_slot_tacticalmask,PERKS_DESC_STUN_RESISTANCE,slot_null,,,specialty_null,PERKS_NONE,2,54,icon_perk_showcase_tacticalmask,icon_perk_showcase_tacticalmask
17,specialty_engineer,PERKS_ENGINEER,icon_perk_slot_engineer,PERKS_DESC_ENGINEER,slot_null,,,specialty_null,PERKS_NONE,2,43,icon_perk_showcase_engineer,icon_perk_showcase_engineer
18,specialty_quieter,PERKS_DEADSILENCE,icon_perk_slot_deadsilence,PERKS_DESC_DEADSILENCE,slot_null,,,specialty_null,PERKS_NONE,2,33,icon_perk_showcase_deadsilence,icon_perk_showcase_deadsilence
