0,extractor,bb_proto_extractor,bb_proto_extractor_bad,bb_proto_extractor_good,clip_extractor,2,1,1,1,1,64,-64,-25,,,,,,,0,1,MP_ALIEN_BASEBUILDING_PROTO_EXTRACTOR,15000,drop_pod_open,,0,20,,,
1,wall,laser_wall,laser_wall_bad,laser_wall_good,clip_wall_1,1,1,0,0,-21,1,1,0,0,-21,1,1,0,0,-21,1,1,0,0,-18,1000,0,MP_ALIEN_BASEBUILDING_PROTO_WALL,500,scn_beacon_cross_gas_burst,tesla_death,1,0,CP_LOADOUT_WALL,icon_cp_laser_wall,CP_LOADOUT_WALL_DESC
2,weapondepot,bb_proto_ammodepot,bb_proto_ammodepot_bad,bb_proto_ammodepot_good,clip_weapondepot,1,1,0,0,-5,,,,,,,1000,0,MP_ALIEN_BASEBUILDING_PROTO_WEAPONDEPOT,1000,scn_drillbot_door,,2,0,CP_LOADOUT_WEAPONDEPOT,icon_cp_pap,CP_LOADOUT_WEAPONDEPOT_DESC
3,sniper_tower,bb_proto_sniper_tower,bb_proto_sniper_tower_bad,bb_proto_sniper_tower_good,clip_sniper_tower,1,1,0,0,-5,,,,,,,1500,0,MP_ALIEN_BASEBUILDING_PROTO_SNIPER_TOWER,750,scn_drillbot_door,,2,0,CP_LOADOUT_SNIPER_TOWER,icon_cp_sniper_tower,CP_LOADOUT_SNIPER_TOWER_DESC
4,armordepot,bb_proto_ammodepot,bb_proto_ammodepot_bad,bb_proto_ammodepot_good,clip_armordepot,1,1,0,0,-5,,,,,,,2000,0,MP_ALIEN_BASEBUILDING_PROTO_ARMORDEPOT,1000,scn_drillbot_door,,2,0,CP_LOADOUT_ARMORDEPOT,icon_cp_armordepot,CP_LOADOUT_ARMORDEPOT_DESC
5,antiair,cp_sam_turret,cp_sam_turret_bad,cp_sam_turret_good,clip_sam,1,1,0,0,-5,,,,,,,2500,0,MP_ALIEN_BASEBUILDING_PROTO_ANTIAIR,1000,scn_beacon_cross_gas_burst,,5,0,CP_LOADOUT_ANTIAIR,icon_cp_anti_air,CP_LOADOUT_ANTIAIR_DESC
6,trophy_system,bb_proto_trophy_system_v1,bb_proto_trophy_system_v1_bad,bb_proto_trophy_system_v1_good,clip_trophy,1,1,0,0,-5,,,,,,,2500,0,MP_ALIEN_BASEBUILDING_PROTO_TROPHY,1200,scn_beacon_cross_gas_burst,,5,0,CP_LOADOUT_TROPHY,icon_cp_trophy,CP_LOADOUT_TROPHY_DESC
7,imf,bb_proto_building_imf,bb_proto_building_imf_bad,bb_proto_building_imf_good,clip_imf,1,1,0,0,-5,,,,,,,2500,0,MP_ALIEN_BASEBUILDING_PROTO_IMF,1200,scn_drillbot_door,,5,0,CP_LOADOUT_IMF,alien_icon_ims,CP_LOADOUT_IMF_DESC
8,lightning_tower,bb_proto_lightning_tower,bb_proto_lightning_tower_bad,bb_proto_lightning_tower_good,clip_lightning_tower,1,1,0,0,-5,,,,,,,3000,0,MP_ALIEN_BASEBUILDING_PROTO_LIGHTNING_TOWER,1000,scn_beacon_cross_gas_burst,tesla_death,5,0,CP_LOADOUT_LIGHTNING_TOWER,icon_cp_lightning_tower,CP_LOADOUT_LIGHTNING_TOWER_DESC
9,turret,bb_proto_turret,bb_proto_turret_bad,bb_proto_turret_good,clip_beacon_phalanx_turret,1,1,0,0,-5,,,,,,,3500,0,MP_ALIEN_BASEBUILDING_PROTO_PHALANX,2000,scn_drillbot_door,,5,0,CP_LOADOUT_PHALANX,icon_cp_phalanx,CP_LOADOUT_PHALANX_DESC
10,generator,bb_proto_depot_building_v3,bb_proto_depot_building_v3_bad,bb_proto_depot_building_v3_good,clip_power_generator,1,1,0,0,-5,,,,,,,0,0,MP_ALIEN_BASEBUILDING_PROTO_GENERATOR,1000,scn_drillbot_door,,0,20,CP_LOADOUT_GENERATOR,icon_cp_generator,CP_LOADOUT_GENERATOR_DESC
11,accelerator,bb_proto_depot_building_v1,bb_proto_depot_building_v1_bad,bb_proto_depot_building_v1_good,clip_accelerator,1,1,0,0,-5,,,,,,,5000,0,MP_ALIEN_BASEBUILDING_PROTO_ACCELERATOR,500,scn_drillbot_door,,5,0,CP_LOADOUT_ACCELERATOR,icon_cp_accelerator,CP_LOADOUT_ACCELERATOR_DESC
12,medusa,bb_proto_medusa_bomb,bb_proto_medusa_bomb_bad,bb_proto_medusa_bomb_good,clip_medusa,1,1,0,0,-5,,,,,,,5000,0,MP_ALIEN_BASEBUILDING_PROTO_MEDUSA_BOMB,2000,scn_drillbot_door,,5,0,CP_LOADOUT_MEDUSA_BOMB,icon_cp_medusa,CP_LOADOUT_MEDUSA_BOMB_DESC
