escape_headshot,CP_ESCAPE_SPLASHES_HEADSHOT,CP_ESCAPE_SPLASHES_HEADSHOT,,cp_challenge_complete,playercard_splash,otherPlayer,,
escape_multikill,CP_ESCAPE_SPLASHES_MULTIKILL,CP_ESCAPE_SPLASHES_MULTIKILL,,cp_challenge_complete,playercard_splash,otherPlayer,,
 ,,,,,,,,
mt_crouched_kills,CP_MERITS_CROUCH_KILLS,CP_SPLASHES_MERITS_CROUCH_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_explosive_kills,CP_MERITS_EXPLOSIVE_KILLS,CP_SPLASHES_MERITS_EXPLOSIVE_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_fire_kills,CP_MERITS_FIRE_KILLS,CP_SPLASHES_MERITS_FIRE_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_jumping_kills,CP_MERITS_JUMP_KILLS,CP_SPLASHES_MERITS_JUMP_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_last_stand,CP_MERITS_REVIVED,CP_SPLASHES_MERITS_REVIVED_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_magic_weapon_kills,CP_MERITS_MAGIC_WEAPON_KILLS,CP_SPLASHES_MERITS_MAGIC_WEAPON_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_melee_kills,CP_MERITS_MELEE_KILLS,CP_SPLASHES_MERITS_MELEE_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_prone_kills,CP_MERITS_PRONE_KILLS,CP_SPLASHES_MERITS_PRONE_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_purchased_weapon,CP_MERITS_PURCHASE_WEAPON,CP_SPLASHES_MERITS_PURCHASED_WEAPON_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_revives,CP_MERITS_REVIVES,CP_SPLASHES_MERITS_REVIVES_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_trap_kills,CP_MERITS_TRAP_KILLS,CP_SPLASHES_MERITS_TRAP_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_upgrade_weapons,CP_MERITS_UPGRADE_WEAPONS,CP_SPLASHES_MERITS_UPGRADE_WEAPONS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_used_crafting,CP_MERITS_USED_CRAFTING,CP_SPLASHES_MERITS_USED_CRAFTING_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_used_portals,CP_MERITS_USED_PORTALS,CP_SPLASHES_MERITS_USED_PORTALS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_zombie_kills,CP_MERITS_ZOMBIE_KILLED,CP_SPLASHES_MERITS_ZOMBIE_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_ar_kills,CP_MERITS_AR_KILLS,CP_SPLASHES_MERITS_AR_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_smg_kills,CP_MERITS_SMG_KILLS,CP_SPLASHES_MERITS_SMG_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_lmg_kills,CP_MERITS_LMG_KILLS,CP_SPLASHES_MERITS_LMG_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_sniper_kills,CP_MERITS_SNIPER_KILLS,CP_SPLASHES_MERITS_SNIPER_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_shotgun_kills,CP_MERITS_SHOTGUN_KILLS,CP_SPLASHES_MERITS_SHOTGUN_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_pistol_kills,CP_MERITS_PISTOL_KILLS,CP_SPLASHES_MERITS_PISTOL_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_exploder_kills,CP_MERITS_EXPLODER_KILLS,CP_SPLASHES_MERITS_EXPLODER_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_boss_zombie_kills,CP_MERITS_LARGE_ZOMBIE_KILLS,CP_SPLASHES_MERITS_BOSS_TYPE_ZOMBIE_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_rebuild_barriers,CP_MERITS_REBOARD_WINDOWS,CP_SPLASHES_MERITS_REBUILD_WINDOWS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_purchase_perks,CP_MERITS_PURCHASED_PERKS,CP_SPLASHES_MERITS_PURCHASED_PERKS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_purchase_doors,CP_MERITS_PURCHASED_DOORS,CP_SPLASHES_MERITS_PURCHASED_DOORS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_headshot_kills,CP_MERITS_HEADSHOT_KILLS,CP_SPLASHES_MERITS_HEADSHOT_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_crawler_kills,CP_MERITS_CRAWLER_KILLS,CP_SPLASHES_MERITS_CRAWLER_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_pap_kills,CP_MERITS_PAP_KILLS,CP_SPLASHES_MERITS_PAP_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_turned_zombies,CP_MERITS_TURNED_ZOMBIES,CP_SPLASHES_MERITS_TURNED_ZOMBIES_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_sliding_kills,CP_MERITS_SLIDING_KILLS,CP_SPLASHES_MERITS_SLIDING_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_quest_weapon_kills,CP_MERITS_QUEST_WEAPON_KILLS,CP_SPLASHES_MERITS_QUEST_WEAPON_KILLS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_powerup_grabs,CP_MERITS_POWERUP_GRABS,CP_SPLASHES_MERITS_POWERUP_GRABS_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
mt_faf_uses,CP_MERITS_FAF_USES,CP_SPLASHES_MERITS_FAF_USES_DESC,zmb_merit_test_icon,zmb_merit_splash,merit_splash,local,,
