140008,weapon_assault+camo02,1,camo,5,200,1140008,AssaultRifleCamo,N,Y,icon_camo_02,LUA_MENU_CAMO_02,0
140009,weapon_lmg+camo02,1,camo,5,200,1140009,LMGCamo,N,Y,icon_camo_02,LUA_MENU_CAMO_02,0
140010,weapon_melee+camo02,1,camo,5,200,1140010,MeleeCamo,N,Y,icon_camo_02,LUA_MENU_CAMO_02,0
140011,weapon_pistol+camo02,1,camo,5,200,1140011,PistolCamo,N,Y,icon_camo_02,LUA_MENU_CAMO_02,0
140012,weapon_projectile+camo02,1,camo,5,200,1140012,ProjectileCamo,N,Y,icon_camo_02,LUA_MENU_CAMO_02,0
140013,weapon_shotgun+camo02,1,camo,5,200,1140013,ShotgunCamo,N,Y,icon_camo_02,LUA_MENU_CAMO_02,0
140014,weapon_smg+camo02,1,camo,5,200,1140014,SMGCamo,N,Y,icon_camo_02,LUA_MENU_CAMO_02,0
140015,weapon_sniper+camo02,1,camo,5,200,1140015,SniperCamo,N,Y,icon_camo_02,LUA_MENU_CAMO_02,0
140016,weapon_assault+camo03,1,camo,5,200,1140016,AssaultRifleCamo,N,Y,icon_camo_03,LUA_MENU_CAMO_03,0
140017,weapon_lmg+camo03,1,camo,5,200,1140017,LMGCamo,N,Y,icon_camo_03,LUA_MENU_CAMO_03,0
140018,weapon_melee+camo03,1,camo,5,200,1140018,MeleeCamo,N,Y,icon_camo_03,LUA_MENU_CAMO_03,0
140019,weapon_pistol+camo03,1,camo,5,200,1140019,PistolCamo,N,Y,icon_camo_03,LUA_MENU_CAMO_03,0
140020,weapon_projectile+camo03,1,camo,5,200,1140020,ProjectileCamo,N,Y,icon_camo_03,LUA_MENU_CAMO_03,0
140021,weapon_shotgun+camo03,1,camo,5,200,1140021,ShotgunCamo,N,Y,icon_camo_03,LUA_MENU_CAMO_03,0
140022,weapon_smg+camo03,1,camo,5,200,1140022,SMGCamo,N,Y,icon_camo_03,LUA_MENU_CAMO_03,0
140023,weapon_sniper+camo03,1,camo,5,200,1140023,SniperCamo,N,Y,icon_camo_03,LUA_MENU_CAMO_03,0
140040,weapon_assault+camo06,1,camo,5,200,1140040,AssaultRifleCamo,N,Y,icon_camo_06,LUA_MENU_CAMO_06,0
140041,weapon_lmg+camo06,1,camo,5,200,1140041,LMGCamo,N,Y,icon_camo_06,LUA_MENU_CAMO_06,0
140042,weapon_melee+camo06,1,camo,5,200,1140042,MeleeCamo,N,Y,icon_camo_06,LUA_MENU_CAMO_06,0
140043,weapon_pistol+camo06,1,camo,5,200,1140043,PistolCamo,N,Y,icon_camo_06,LUA_MENU_CAMO_06,0
140044,weapon_projectile+camo06,1,camo,5,200,1140044,ProjectileCamo,N,Y,icon_camo_06,LUA_MENU_CAMO_06,0
140045,weapon_shotgun+camo06,1,camo,5,200,1140045,ShotgunCamo,N,Y,icon_camo_06,LUA_MENU_CAMO_06,0
140046,weapon_smg+camo06,1,camo,5,200,1140046,SMGCamo,N,Y,icon_camo_06,LUA_MENU_CAMO_06,0
140047,weapon_sniper+camo06,1,camo,5,200,1140047,SniperCamo,N,Y,icon_camo_06,LUA_MENU_CAMO_06,0
140096,weapon_assault+camo13,2,camo,10,250,1140096,AssaultRifleCamo,N,Y,icon_camo_13,LUA_MENU_CAMO_13,0
140097,weapon_lmg+camo13,2,camo,10,250,1140097,LMGCamo,N,Y,icon_camo_13,LUA_MENU_CAMO_13,0
140098,weapon_melee+camo13,2,camo,10,250,1140098,MeleeCamo,N,Y,icon_camo_13,LUA_MENU_CAMO_13,0
140099,weapon_pistol+camo13,2,camo,10,250,1140099,PistolCamo,N,Y,icon_camo_13,LUA_MENU_CAMO_13,0
140100,weapon_projectile+camo13,2,camo,10,250,1140100,ProjectileCamo,N,Y,icon_camo_13,LUA_MENU_CAMO_13,0
140101,weapon_shotgun+camo13,2,camo,10,250,1140101,ShotgunCamo,N,Y,icon_camo_13,LUA_MENU_CAMO_13,0
140102,weapon_smg+camo13,2,camo,10,250,1140102,SMGCamo,N,Y,icon_camo_13,LUA_MENU_CAMO_13,0
140103,weapon_sniper+camo13,2,camo,10,250,1140103,SniperCamo,N,Y,icon_camo_13,LUA_MENU_CAMO_13,0
140112,weapon_assault+camo15,3,camo,60,1200,1140112,AssaultRifleCamo,N,Y,icon_camo_15,LUA_MENU_CAMO_15,0
140113,weapon_lmg+camo15,3,camo,60,1200,1140113,LMGCamo,N,Y,icon_camo_15,LUA_MENU_CAMO_15,0
140114,weapon_melee+camo15,3,camo,60,1200,1140114,MeleeCamo,N,Y,icon_camo_15,LUA_MENU_CAMO_15,0
