80000,Common_Salvage_2,1,Salvage,12,10,PATCH_MENU_SALVAGE,currency_parts_icon_large,10,0
80001,Common_Salvage_3,1,Salvage,12,10,PATCH_MENU_SALVAGE,currency_parts_icon_large,10,0
80002,Common_Salvage_3,1,Salvage,12,10,PATCH_MENU_SALVAGE,currency_parts_icon_large,10,0
80003,Common_Salvage_3,1,Salvage,12,10,PATCH_MENU_SALVAGE,currency_parts_icon_large,10,0
80004,Common_Salvage_3,1,Salvage,12,10,PATCH_MENU_SALVAGE,currency_parts_icon_large,10,0
80005,Common_Salvage_4,1,Salvage,12,11,PATCH_MENU_SALVAGE,currency_parts_icon_large,11,0
80006,Common_Salvage_4,1,Salvage,12,11,PATCH_MENU_SALVAGE,currency_parts_icon_large,11,0
80007,Common_Salvage_4,1,Salvage,12,11,PATCH_MENU_SALVAGE,currency_parts_icon_large,11,0
80008,Common_Salvage_4,1,Salvage,12,11,PATCH_MENU_SALVAGE,currency_parts_icon_large,11,0
80009,Common_Salvage_4,1,Salvage,12,11,PATCH_MENU_SALVAGE,currency_parts_icon_large,11,0
80010,Common_Salvage_4,1,Salvage,12,11,PATCH_MENU_SALVAGE,currency_parts_icon_large,11,0
80011,Common_Salvage_4,1,Salvage,12,11,PATCH_MENU_SALVAGE,currency_parts_icon_large,11,0
80012,Common_Salvage_5,1,Salvage,12,12,PATCH_MENU_SALVAGE,currency_parts_icon_large,12,0
80013,Common_Salvage_5,1,Salvage,12,12,PATCH_MENU_SALVAGE,currency_parts_icon_large,12,0
80014,Common_Salvage_5,1,Salvage,12,12,PATCH_MENU_SALVAGE,currency_parts_icon_large,12,0
80015,Common_Salvage_5,1,Salvage,12,12,PATCH_MENU_SALVAGE,currency_parts_icon_large,12,0
80016,Common_Salvage_6,1,Salvage,12,12,PATCH_MENU_SALVAGE,currency_parts_icon_large,12,0
80017,Rare_Salvage_11,2,Salvage,12,20,PATCH_MENU_SALVAGE,currency_parts_icon_large,20,0
80018,Rare_Salvage_13,2,Salvage,12,22,PATCH_MENU_SALVAGE,currency_parts_icon_large,22,0
80019,Rare_Salvage_13,2,Salvage,12,22,PATCH_MENU_SALVAGE,currency_parts_icon_large,22,0
80020,Rare_Salvage_13,2,Salvage,12,22,PATCH_MENU_SALVAGE,currency_parts_icon_large,22,0
80021,Rare_Salvage_13,2,Salvage,12,22,PATCH_MENU_SALVAGE,currency_parts_icon_large,22,0
80022,Rare_Salvage_15,2,Salvage,12,24,PATCH_MENU_SALVAGE,currency_parts_icon_large,24,0
80023,Rare_Salvage_15,2,Salvage,12,24,PATCH_MENU_SALVAGE,currency_parts_icon_large,24,0
80024,Rare_Salvage_15,2,Salvage,12,24,PATCH_MENU_SALVAGE,currency_parts_icon_large,24,0
80025,Rare_Salvage_15,2,Salvage,12,24,PATCH_MENU_SALVAGE,currency_parts_icon_large,24,0
80026,Rare_Salvage_15,2,Salvage,12,24,PATCH_MENU_SALVAGE,currency_parts_icon_large,24,0
80027,Rare_Salvage_15,2,Salvage,12,24,PATCH_MENU_SALVAGE,currency_parts_icon_large,24,0
