100030,iw7_emblem_team1_common_1,1,emblem,0,0,1100030,Emblem,N,Y,ui_emblem_static_041,MISSION_TEAMS_MT_EMBLEM_01,0
100031,iw7_emblem_team1_common_2,1,emblem,0,0,1100031,Emblem,N,Y,ui_emblem_static_046,MISSION_TEAMS_MT_EMBLEM_06,0
100032,iw7_emblem_team1_common_3,1,emblem,0,0,1100032,Emblem,N,Y,ui_emblem_static_055,MISSION_TEAMS_MT_EMBLEM_15,0
100033,iw7_emblem_team1_rare_1,2,emblem,0,0,1100033,Emblem,N,Y,ui_emblem_static_059,MISSION_TEAMS_MT_EMBLEM_19,0
100034,iw7_emblem_team1_rare_2,2,emblem,0,0,1100034,Emblem,N,Y,ui_emblem_static_063,MISSION_TEAMS_MT_EMBLEM_23,0
100035,iw7_emblem_team2_common_1,1,emblem,0,0,1100035,Emblem,N,Y,ui_emblem_static_042,MISSION_TEAMS_MT_EMBLEM_02,0
100036,iw7_emblem_team2_common_2,1,emblem,0,0,1100036,Emblem,N,Y,ui_emblem_static_047,MISSION_TEAMS_MT_EMBLEM_07,0
100037,iw7_emblem_team2_common_3,1,emblem,0,0,1100037,Emblem,N,Y,ui_emblem_static_054,MISSION_TEAMS_MT_EMBLEM_14,0
100038,iw7_emblem_team2_rare_1,2,emblem,0,0,1100038,Emblem,N,Y,ui_emblem_static_057,MISSION_TEAMS_MT_EMBLEM_17,0
100039,iw7_emblem_team2_rare_2,2,emblem,0,0,1100039,Emblem,N,Y,ui_emblem_static_061,MISSION_TEAMS_MT_EMBLEM_21,0
100040,iw7_emblem_team3_common_1,1,emblem,0,0,1100040,Emblem,N,Y,ui_emblem_static_043,MISSION_TEAMS_MT_EMBLEM_03,0
100041,iw7_emblem_team3_common_2,1,emblem,0,0,1100041,Emblem,N,Y,ui_emblem_static_048,MISSION_TEAMS_MT_EMBLEM_08,0
100042,iw7_emblem_team3_common_3,1,emblem,0,0,1100042,Emblem,N,Y,ui_emblem_static_053,MISSION_TEAMS_MT_EMBLEM_13,0
100043,iw7_emblem_team3_rare_1,2,emblem,0,0,1100043,Emblem,N,Y,ui_emblem_static_060,MISSION_TEAMS_MT_EMBLEM_20,0
100044,iw7_emblem_team3_rare_2,2,emblem,0,0,1100044,Emblem,N,Y,ui_emblem_static_062,MISSION_TEAMS_MT_EMBLEM_22,0
100045,iw7_emblem_team4_common_1,1,emblem,0,0,1100045,Emblem,N,Y,ui_emblem_static_044,MISSION_TEAMS_MT_EMBLEM_04,0
100046,iw7_emblem_team4_common_2,1,emblem,0,0,1100046,Emblem,N,Y,ui_emblem_static_049,MISSION_TEAMS_MT_EMBLEM_09,0
100047,iw7_emblem_team4_common_3,1,emblem,0,0,1100047,Emblem,N,Y,ui_emblem_static_051,MISSION_TEAMS_MT_EMBLEM_11,0
100048,iw7_emblem_team4_rare_1,2,emblem,0,0,1100048,Emblem,N,Y,ui_emblem_static_058,MISSION_TEAMS_MT_EMBLEM_18,0
100049,iw7_emblem_team4_rare_2,2,emblem,0,0,1100049,Emblem,N,Y,ui_emblem_static_064,MISSION_TEAMS_MT_EMBLEM_24,0
100050,iw7_emblem_team5_common_1,1,emblem,0,0,1100050,Emblem,N,Y,ui_emblem_static_045,MISSION_TEAMS_MT_EMBLEM_05,7
100051,iw7_emblem_team5_common_2,1,emblem,0,0,1100051,Emblem,N,Y,ui_emblem_static_050,MISSION_TEAMS_MT_EMBLEM_10,7
100052,iw7_emblem_team5_common_3,1,emblem,0,0,1100052,Emblem,N,Y,ui_emblem_static_052,MISSION_TEAMS_MT_EMBLEM_12,7
100053,iw7_emblem_team5_rare_1,2,emblem,0,0,1100053,Emblem,N,Y,ui_emblem_static_056,MISSION_TEAMS_MT_EMBLEM_16,7
100054,iw7_emblem_team5_rare_2,2,emblem,0,0,1100054,Emblem,N,Y,ui_emblem_static_065,MISSION_TEAMS_MT_EMBLEM_25,7
100055,iw7_emblem_studio_001,2,emblem,0,0,1100055,Emblem,N,Y,ui_emblem_static_001,MP_FRONTEND_ONLY_EMBLEM_001,0
100056,iw7_emblem_studio_002,2,emblem,0,0,1100056,Emblem,N,Y,ui_emblem_static_002,MP_FRONTEND_ONLY_EMBLEM_002,0
100057,iw7_emblem_studio_003,2,emblem,0,0,1100057,Emblem,N,Y,ui_emblem_static_003,MP_FRONTEND_ONLY_EMBLEM_003,0
100058,iw7_emblem_studio_004,2,emblem,0,0,1100058,Emblem,N,Y,ui_emblem_static_004,MP_FRONTEND_ONLY_EMBLEM_004,0
100059,iw7_emblem_studio_005,2,emblem,0,0,1100059,Emblem,N,Y,ui_emblem_static_005,MP_FRONTEND_ONLY_EMBLEM_005,0
100060,iw7_emblem_studio_006,2,emblem,0,0,1100060,Emblem,N,Y,ui_emblem_static_006,MP_FRONTEND_ONLY_EMBLEM_006,0
100061,iw7_emblem_studio_007,2,emblem,0,0,1100061,Emblem,N,Y,ui_emblem_static_007,MP_FRONTEND_ONLY_EMBLEM_007,0
100062,iw7_emblem_studio_008,2,emblem,0,0,1100062,Emblem,N,Y,ui_emblem_static_008,MP_FRONTEND_ONLY_EMBLEM_008,0
100063,iw7_emblem_studio_009,2,emblem,0,0,1100063,Emblem,N,Y,ui_emblem_static_009,MP_FRONTEND_ONLY_EMBLEM_009,0
100064,iw7_emblem_studio_0010,2,emblem,0,0,1100064,Emblem,N,Y,ui_emblem_static_010,MP_FRONTEND_ONLY_EMBLEM_010,0
100065,iw7_emblem_studio_0011,2,emblem,0,0,1100065,Emblem,N,Y,ui_emblem_static_011,MP_FRONTEND_ONLY_EMBLEM_011,0
100066,iw7_emblem_studio_0012,2,emblem,0,0,1100066,Emblem,N,Y,ui_emblem_static_012,MP_FRONTEND_ONLY_EMBLEM_012,0
100067,iw7_emblem_studio_0013,2,emblem,0,0,1100067,Emblem,N,Y,ui_emblem_static_013,MP_FRONTEND_ONLY_EMBLEM_013,0
100068,iw7_emblem_studio_0014,2,emblem,0,0,1100068,Emblem,N,Y,ui_emblem_static_014,MP_FRONTEND_ONLY_EMBLEM_014,0
100069,iw7_emblem_loot_183,1,emblem,5,200,1100069,Emblem,N,Y,ui_emblem_static_183,MP_FRONTEND_ONLY_EMBLEM_183,0
100070,iw7_emblem_loot_184,1,emblem,5,200,1100070,Emblem,N,Y,ui_emblem_static_184,MP_FRONTEND_ONLY_EMBLEM_184,0
100071,iw7_emblem_loot_185,1,emblem,5,200,1100071,Emblem,N,Y,ui_emblem_static_185,MP_FRONTEND_ONLY_EMBLEM_185,0
