110005,gesture000,1,gesture,5,200,1110005,Gesture,N,Y,icon_gesture_thumbsup,MP_FRONTEND_ONLY_GESTURE000,0
110006,gesture001,1,gesture,5,200,1110006,Gesture,N,Y,icon_gesture_noyoudidnt,MP_FRONTEND_ONLY_GESTURE001,0
110007,gesture002,1,gesture,5,200,1110007,Gesture,N,Y,icon_gesture_headcrush,MP_FRONTEND_ONLY_GESTURE002,0
110008,gesture003,2,gesture,10,250,1110008,Gesture,N,Y,icon_gesture_watchingyou,MP_FRONTEND_ONLY_GESTURE003,0
110009,gesture004,1,gesture,5,200,1110009,Gesture,N,Y,icon_gesture_comeatme,MP_FRONTEND_ONLY_GESTURE004,0
110010,gesture005,2,gesture,10,250,1110010,Gesture,N,Y,icon_gesture_fistpump,MP_FRONTEND_ONLY_GESTURE005,0
110011,gesture006,3,gesture,60,1200,1110011,Gesture,N,Y,icon_gesture_youredead,MP_FRONTEND_ONLY_GESTURE006,0
110012,gesture007,1,gesture,5,200,1110012,Gesture,N,Y,icon_gesture_praise,MP_FRONTEND_ONLY_GESTURE007,0
110013,gesture008,2,gesture,10,250,1110013,Gesture,N,Y,icon_gesture_respect,MP_FRONTEND_ONLY_GESTURE008,0
110015,gesture010,3,gesture,60,1200,1110015,Gesture,N,Y,icon_gesture_bang,MP_FRONTEND_ONLY_GESTURE010,0
110016,gesture011,1,gesture,5,200,1110016,Gesture,N,Y,icon_gesture_phew,MP_FRONTEND_ONLY_GESTURE011,0
110017,gesture012,1,gesture,5,200,1110017,Gesture,N,Y,icon_gesture_stopit,MP_FRONTEND_ONLY_GESTURE012,0
110018,gesture013,1,gesture,5,200,1110018,Gesture,N,Y,icon_gesture_peek,MP_FRONTEND_ONLY_GESTURE013,0
110019,gesture014,1,gesture,5,200,1110019,Gesture,N,Y,icon_gesture_okay,MP_FRONTEND_ONLY_GESTURE014,0
110020,gesture015,1,gesture,5,200,1110020,Gesture,N,Y,icon_gesture_holdposition,MP_FRONTEND_ONLY_GESTURE015,0
110021,gesture016,2,gesture,10,250,1110021,Gesture,N,Y,icon_gesture_peace,MP_FRONTEND_ONLY_GESTURE016,0
110022,gesture017,1,gesture,5,200,1110022,Gesture,N,Y,icon_gesture_point,MP_FRONTEND_ONLY_GESTURE017,0
110023,gesture018,1,gesture,5,200,1110023,Gesture,N,Y,icon_gesture_moveup,MP_FRONTEND_ONLY_GESTURE018,0
110024,gesture019,1,gesture,5,200,1110024,Gesture,N,Y,icon_gesture_fallback,MP_FRONTEND_ONLY_GESTURE019,0
110025,gesture020,3,gesture,60,1200,1110025,Gesture,N,Y,icon_gesture_devilhorns,MP_FRONTEND_ONLY_GESTURE020,0
110026,gesture021,1,gesture,5,200,1110026,Gesture,N,Y,icon_gesture_numberone,MP_FRONTEND_ONLY_GESTURE021,0
110027,gesture022,1,gesture,5,200,1110027,Gesture,N,Y,icon_gesture_numberthree,MP_FRONTEND_ONLY_GESTURE022,0
110028,gesture023,1,gesture,5,200,1110028,Gesture,N,Y,icon_gesture_cough,MP_FRONTEND_ONLY_GESTURE023,0
110029,gesture024,1,gesture,5,200,1110029,Gesture,N,Y,icon_gesture_weaponcheck,MP_FRONTEND_ONLY_GESTURE024,0
110030,gesture025,1,gesture,5,200,1110030,Gesture,N,Y,icon_gesture_stayhere,MP_FRONTEND_ONLY_GESTURE025,0
110031,gesture026,1,gesture,5,200,1110031,Gesture,N,Y,icon_gesture_mock,MP_FRONTEND_ONLY_GESTURE026,0
110032,gesture027,1,gesture,5,200,1110032,Gesture,N,Y,icon_gesture_micdrop,MP_FRONTEND_ONLY_GESTURE027,0
110033,gesture028,1,gesture,5,200,1110033,Gesture,N,Y,icon_gesture_prosper,MP_FRONTEND_ONLY_GESTURE028,0
