0,none,JACKAL_NONE,JACKAL_NONE,icon_jackal_livery_none,icon_jackal_livery_none,
1,veh_mil_air_un_jackal_livery_shell_01,JACKAL_DECAL_01,JACKAL_DECAL_01_DESC,icon_jackal_livery_raider_small,icon_jackal_livery_raider,JACKAL_DECAL_UNLOCK_1
2,veh_mil_air_un_jackal_livery_shell_03,JACKAL_DECAL_03,JACKAL_DECAL_03_DESC,icon_jackal_livery_bullethawk_small,icon_jackal_livery_bullethawk,JACKAL_DECAL_UNLOCK_3
3,veh_mil_air_un_jackal_livery_shell_04,JACKAL_DECAL_04,JACKAL_DECAL_04_DESC,icon_jackal_livery_wounded_small,icon_jackal_livery_wounded,JACKAL_DECAL_UNLOCK_4
4,veh_mil_air_un_jackal_livery_shell_05,JACKAL_DECAL_05,JACKAL_DECAL_05_DESC,icon_jackal_livery_the_jackal_small,icon_jackal_livery_the_jackal,JACKAL_DECAL_UNLOCK_5
5,veh_mil_air_un_jackal_livery_shell_06,JACKAL_DECAL_06,JACKAL_DECAL_06_DESC,icon_jackal_livery_the_pillager_small,icon_jackal_livery_the_pillager,JACKAL_DECAL_UNLOCK_6
6,veh_mil_air_un_jackal_livery_shell_07,JACKAL_DECAL_07,JACKAL_DECAL_07_DESC,icon_jackal_livery_fly_by_night_small,icon_jackal_livery_fly_by_night,JACKAL_DECAL_UNLOCK_7
7,veh_mil_air_un_jackal_livery_shell_08,JACKAL_DECAL_08,JACKAL_DECAL_08_DESC,icon_jackal_livery_heathen_bride_small,icon_jackal_livery_heathen_bride,JACKAL_DECAL_UNLOCK_8
8,veh_mil_air_un_jackal_livery_shell_09,JACKAL_DECAL_09,JACKAL_DECAL_09_DESC,icon_jackal_livery_bloodhound_small,icon_jackal_livery_bloodhound,JACKAL_DECAL_UNLOCK_9
9,veh_mil_air_un_jackal_livery_shell_10,JACKAL_DECAL_10,JACKAL_DECAL_10_DESC,icon_jackal_livery_scar_supreme_small,icon_jackal_livery_scar_supreme,JACKAL_DECAL_UNLOCK_10
10,veh_mil_air_un_jackal_livery_shell_11,JACKAL_DECAL_11,JACKAL_DECAL_11_DESC,icon_jackal_livery_assassin_small,icon_jackal_livery_assassin,JACKAL_DECAL_UNLOCK_11
11,veh_mil_air_un_jackal_livery_shell_12,JACKAL_DECAL_12,JACKAL_DECAL_12_DESC,icon_jackal_livery_man_eater_small,icon_jackal_livery_man_eater,JACKAL_DECAL_UNLOCK_12
12,veh_mil_air_un_jackal_livery_shell_13,JACKAL_DECAL_13,JACKAL_DECAL_13_DESC,icon_jackal_livery_hallucination_small,icon_jackal_livery_hallucination,JACKAL_DECAL_UNLOCK_13
13,veh_mil_air_un_jackal_livery_shell_14,JACKAL_DECAL_14,JACKAL_DECAL_14_DESC,icon_jackal_livery_magical_af_small,icon_jackal_livery_magical_af,JACKAL_DECAL_UNLOCK_14
14,veh_mil_air_un_jackal_livery_shell_15,JACKAL_DECAL_15,JACKAL_DECAL_15_DESC,icon_jackal_livery_angel_of_mercy_small,icon_jackal_livery_angel_of_mercy,JACKAL_DECAL_UNLOCK_15
15,veh_mil_air_un_jackal_livery_shell_16,JACKAL_DECAL_16,JACKAL_DECAL_16_DESC,icon_jackal_livery_the_gargoyle_small,icon_jackal_livery_the_gargoyle,JACKAL_DECAL_UNLOCK_16
16,veh_mil_air_un_jackal_livery_shell_17,JACKAL_DECAL_17,JACKAL_DECAL_17_DESC,icon_jackal_livery_primal_small,icon_jackal_livery_primal,JACKAL_DECAL_UNLOCK_17
17,veh_mil_air_un_jackal_livery_shell_18,JACKAL_DECAL_18,JACKAL_DECAL_18_DESC,icon_jackal_livery_the_titan_small,icon_jackal_livery_the_titan,JACKAL_DECAL_UNLOCK_18
18,veh_mil_air_un_jackal_livery_shell_19,JACKAL_DECAL_19,JACKAL_DECAL_19_DESC,icon_jackal_livery_ragnar_small,icon_jackal_livery_ragnar,JACKAL_DECAL_UNLOCK_19
19,veh_mil_air_un_jackal_livery_shell_20,JACKAL_DECAL_20,JACKAL_DECAL_20_DESC,icon_jackal_livery_harbinger_small,icon_jackal_livery_harbinger,JACKAL_DECAL_UNLOCK_20
20,veh_mil_air_un_jackal_livery_shell_02,JACKAL_DECAL_02,JACKAL_DECAL_02_DESC,icon_jackal_livery_fever_small,icon_jackal_livery_fever,JACKAL_DECAL_UNLOCK_2
21,veh_mil_air_un_jackal_livery_shell_21,JACKAL_DECAL_21,JACKAL_DECAL_21_DESC,icon_jackal_livery_the_project_small,icon_jackal_livery_the_project,JACKAL_DECAL_UNLOCK_21
22,veh_mil_air_un_jackal_livery_shell_22,JACKAL_DECAL_22,JACKAL_DECAL_22_DESC,icon_jackal_livery_karman_karl_small,icon_jackal_livery_karman_karl,JACKAL_DECAL_UNLOCK_22
