0,Sun,,ops_map_scr_sun_1,,,,0,0,0,300,planet,200,0,,OPS_MAP_SUN_DESC,,OPS_MAP_SUN_NAME,,,OPS_MAP_SUN_FLUFF_1,OPS_MAP_SUN_FLUFF_2,,,,,,,,,,,,,,,
1,MercuryCluster,,ops_map_scr_pixel_bounds_1,,,,0.1,125,0,80,cluster,400,0,,OPS_MAP_MERCURY_CLUSTER_DESC,,OPS_MAP_MERCURY_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,0.040094,-0.006626,ops_map_dom_zone_1,0.05
2,VenusCluster,,ops_map_scr_pixel_bounds_1,,,,0.2,225,0,80,cluster,1200,0,,OPS_MAP_VENUS_CLUSTER_DESC,,OPS_MAP_VENUS_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,-0.068808,-0.095883,ops_map_dom_zone_2,0.07
3,EarthCluster,,ops_map_scr_pixel_bounds_1,,,,0.3,90,0,80,cluster,1200,0,,OPS_MAP_EARTH_CLUSTER_DESC,,OPS_MAP_EARTH_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,0.142614,0.072004,ops_map_dom_zone_3,0.12
4,SDFShipyardCluster,,ops_map_scr_pixel_bounds_1,,,,0.4,300,0,80,cluster,1200,0,,OPS_MAP_MARS_CLUSTER_DESC,,OPS_MAP_MARS_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,-0.164362,0.008337,ops_map_scr_no_fly_zone,0.12
6,JupiterCluster,,ops_map_scr_pixel_bounds_1,,,,0.5,160,0,220,cluster,1200,0,,OPS_MAP_JUPITER_CLUSTER_DESC,,OPS_MAP_JUPITER_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,0.081785,-0.168012,ops_map_dom_zone_3,0.13
7,SaturnCluster,,ops_map_scr_pixel_bounds_1,,,,0.6,270,0,80,cluster,1200,0,,OPS_MAP_SATURN_CLUSTER_DESC,,OPS_MAP_SATURN_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,-0.286821,-0.144538,ops_map_dom_zone_1,0.14
8,PlutoCluster,,ops_map_scr_pixel_bounds_1,,,,1,270,0,80,cluster,1200,0,,OPS_MAP_PLUTO_CLUSTER_DESC,,OPS_MAP_PLUTO_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,-0.47587,-0.238487,ops_map_dom_zone_2,0.12
9,UranusCluster,,ops_map_scr_pixel_bounds_1,,,,0.7,55,0,80,cluster,1200,0,,OPS_MAP_URANUS_CLUSTER_DESC,,OPS_MAP_URANUS_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,0.273854,0.316809,ops_map_dom_zone_4,0.12
10,NeptuneCluster,,ops_map_scr_pixel_bounds_1,,,,0.8,110,0,80,cluster,1200,0,,OPS_MAP_NEPTUNE_CLUSTER_DESC,,OPS_MAP_NEPTUNE_CLUSTER_NAME,,,,,,,,,,,,,,,0.75,0.357685,0.058138,ops_map_dom_zone_3,0.09
11,Mercury,MercuryCluster,ops_map_scr_planet_mercury_1,,,,0,0,0,40,planet,200,1,,OPS_MAP_MERCURY_DESC,,OPS_MAP_MERCURY_NAME,always,ops_map_scr_landscape_1,OPS_MAP_MERCURY_FLUFF_1,OPS_MAP_MERCURY_FLUFF_2,OPS_MAP_MERCURY_FLUFF_3,OPS_MAP_MERCURY_FLUFF_4,OPS_MAP_MERCURY_FLUFF_5,,,,,,,,,,,,
12,Venus,VenusCluster,ops_map_scr_planet_venus_1,,,,0,0,0,40,planet,200,1,,OPS_MAP_VENUS_DESC,,OPS_MAP_VENUS_NAME,always,ops_map_scr_landscape_1,OPS_MAP_VENUS_FLUFF_1,OPS_MAP_VENUS_FLUFF_2,OPS_MAP_VENUS_FLUFF_3,OPS_MAP_VENUS_FLUFF_4,OPS_MAP_VENUS_FLUFF_5,,,,,,,,,,,,
13,Earth,EarthCluster,ops_map_scr_planet_earth_1,,,,0,0,0,40,planet,200,1,,OPS_MAP_EARTH_DESC,,OPS_MAP_EARTH_NAME,always,ops_map_scr_landscape_1,OPS_MAP_EARTH_FLUFF_1,OPS_MAP_EARTH_FLUFF_2,OPS_MAP_EARTH_FLUFF_3,OPS_MAP_EARTH_FLUFF_4,OPS_MAP_EARTH_FLUFF_5,,,,,,,,,,,,
14,Mars,SDFShipyardCluster,ops_map_scr_planet_mars_1,,,,0,0,0,40,planet,200,1,,OPS_MAP_MARS_DESC,,OPS_MAP_MARS_NAME,always,ops_map_scr_landscape_1,OPS_MAP_MARS_FLUFF_1,OPS_MAP_MARS_FLUFF_2,OPS_MAP_MARS_FLUFF_3,OPS_MAP_MARS_FLUFF_4,OPS_MAP_MARS_FLUFF_5,,,,,,,,,,,,
15,Jupiter,JupiterCluster,ops_map_scr_planet_jupiter_1,,,,0,0,0,60,planet,300,1,,OPS_MAP_JUPITER_DESC,,OPS_MAP_JUPITER_NAME,always,ops_map_scr_landscape_1,OPS_MAP_JUPITER_FLUFF_1,OPS_MAP_JUPITER_FLUFF_2,OPS_MAP_JUPITER_FLUFF_3,OPS_MAP_JUPITER_FLUFF_4,OPS_MAP_JUPITER_FLUFF_5,,,,,,,,,,,,
16,Saturn,SaturnCluster,ops_map_scr_planet_saturn_1,,,,0,0,0,40,planet,200,1,,OPS_MAP_SATURN_DESC,,OPS_MAP_SATURN_NAME,always,ops_map_scr_landscape_1,OPS_MAP_SATURN_FLUFF_1,OPS_MAP_SATURN_FLUFF_2,OPS_MAP_SATURN_FLUFF_3,OPS_MAP_SATURN_FLUFF_4,OPS_MAP_SATURN_FLUFF_5,,,,,,,,,,,,
17,Uranus,UranusCluster,ops_map_scr_planet_uranus_1,,,,0,0,0,40,planet,200,1,,OPS_MAP_URANUS_DESC,,OPS_MAP_URANUS_NAME,always,ops_map_scr_landscape_1,OPS_MAP_URANUS_FLUFF_1,OPS_MAP_URANUS_FLUFF_2,OPS_MAP_URANUS_FLUFF_3,OPS_MAP_URANUS_FLUFF_4,OPS_MAP_URANUS_FLUFF_5,,,,,,,,,,,,
18,Neptune,NeptuneCluster,ops_map_scr_planet_neptune_1,,,,0,0,0,40,planet,200,1,,OPS_MAP_NEPTUNE_DESC,,OPS_MAP_NEPTUNE_NAME,always,ops_map_scr_landscape_1,OPS_MAP_NEPTUNE_FLUFF_1,OPS_MAP_NEPTUNE_FLUFF_2,OPS_MAP_NEPTUNE_FLUFF_3,OPS_MAP_NEPTUNE_FLUFF_4,OPS_MAP_NEPTUNE_FLUFF_5,,,,,,,,,,,,
19,Pluto,PlutoCluster,ops_map_scr_planet_pluto_1,,,,0,0,0,30,planet,150,1,,OPS_MAP_PLUTO_DESC,,OPS_MAP_PLUTO_NAME,always,ops_map_scr_landscape_1,OPS_MAP_PLUTO_FLUFF_1,OPS_MAP_PLUTO_FLUFF_2,OPS_MAP_PLUTO_FLUFF_3,OPS_MAP_PLUTO_FLUFF_4,OPS_MAP_PLUTO_FLUFF_5,,,,,,,,,,,,
20,Ceres,,ops_map_scr_planet_1,,,,0.45,350,0,30,planet,150,1,,OPS_MAP_CERES_DESC,,OPS_MAP_CERES_NAME,always,ops_map_scr_landscape_1,OPS_MAP_CERES_FLUFF_1,OPS_MAP_CERES_FLUFF_2,OPS_MAP_CERES_FLUFF_3,OPS_MAP_CERES_FLUFF_4,OPS_MAP_CERES_FLUFF_5,,,,,,,,,,,,
21,Eris,,ops_map_scr_planet_1,,,,0.75,200,0,30,planet,150,1,,OPS_MAP_ERIS_DESC,,OPS_MAP_ERIS_NAME,always,ops_map_scr_landscape_1,OPS_MAP_ERIS_FLUFF_1,OPS_MAP_ERIS_FLUFF_2,OPS_MAP_ERIS_FLUFF_3,OPS_MAP_ERIS_FLUFF_4,OPS_MAP_ERIS_FLUFF_5,,,,,,,,,,,,
22,Moon,Earth,ops_map_scr_moon_detail_1,,,,0.073333333,40,0,12,moon,60,1,,OPS_MAP_LUNA_DESC,,OPS_MAP_LUNA_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_LUNA_FLUFF_1,OPS_MAP_LUNA_FLUFF_2,OPS_MAP_LUNA_FLUFF_3,,,,,,,,,,,,,,
23,Phobos,Mars,ops_map_scr_moon_detail_1,,,,0.04,90,0,12,moon,60,1,,OPS_MAP_PHOBOS_DESC,,OPS_MAP_PHOBOS_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_PHOBOS_FLUFF_1,OPS_MAP_PHOBOS_FLUFF_2,OPS_MAP_PHOBOS_FLUFF_3,,,,,,,,,,,,,,
24,Deimos,Mars,ops_map_scr_moon_detail_2,,,,0.06,200,0,12,moon,60,1,,OPS_MAP_DEIMOS_DESC,,OPS_MAP_DEIMOS_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_DEIMOS_FLUFF_1,OPS_MAP_DEIMOS_FLUFF_2,OPS_MAP_DEIMOS_FLUFF_3,,,,,,,,,,,,,,
25,Callisto,Jupiter,ops_map_scr_moon_detail_1,,,,0.083333333,250,0,12,moon,60,1,,OPS_MAP_CALLISTO_DESC,,OPS_MAP_CALLISTO_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_CALLISTO_FLUFF_1,OPS_MAP_CALLISTO_FLUFF_2,OPS_MAP_CALLISTO_FLUFF_3,,,,,,,,,,,,,,
