0,,
1,SCRIPT_GRENADE_DEATH,hud_icon_grenade_incoming_frag_sp
2,SCRIPT_GRENADE_SUICIDE,
3,SCRIPT_EXPLODING_VEHICLE_DEATH,hud_icon_exploding_car_red
4,SCRIPT_EXPLODING_DESTRUCTIBLE_DEATH,hud_destructibledeathicon
5,SCRIPT_EXPLODING_BARREL_DEATH,hud_icon_exploding_barrel
6,PRISONER_DROPSHIP_FALL,
7,SCRIPT_RADIATION_DEATH,
8,JACKAL_CRASHED,
9,SCRIPT_MISSIONFAIL_CIVILIAN_KILLED,
10,SCRIPT_MISSIONFAIL_KILLTEAM_BRITISH,
11,SCRIPT_MISSIONFAIL_KILLTEAM_RUSSIAN,
12,SCRIPT_MISSIONFAIL_KILLTEAM_AMERICAN,
13,GRAVITY_ETH3N_FAIL,
14,GRAVITY_FAIL_ESCAPE,
15,GRAVITY_ATOM_MEET_HIDE,
16,GRAVITY_GUNGRAB_FAIL_THIRD_GUY,
17,SCRIPT_MISSIONFAIL_KILLEDHOSTAGE,
18,SCRIPT_MISSIONFAIL_HOSTAGEEXECUTED,
19,EUROPA_STEEL_DRAGON_FAIL,
20,JUNGLE_GHOSTS_OBIT_TREE,
21,ODIN_WINDOW_TIMEOUT,
22,ODIN_FAIL_STRAY_INTRO,
23,ODIN_SATELLITE_TIMEOUT,
24,YOUNGBLOOD_AVOIDCARS,
25,YOUNGBLOOD_LEFTBEHIND,
26,SKYWAY_DROWN,
27,SKYWAY_FAIL_ALLY_STABBED,
28,SKYWAY_FAIL_NO_SHOOT,
29,SKYWAY_FAIL_NO_GRAB,
30,SKYWAY_HESH_BY_HELOS,
31,SKYWAY_FAIL_KILL_PLANE,
32,MINEFIELDS_MINEDIED,
33,HOLD_ON_JACKAL,
34,SA_VIPS_VIPS_KILLED,
35,HEIST_OM_SCUTTLED,
36,ROGUE_DEATH_MSG_SUN,
37,MOON_PORT_HARASS_DEATH,
38,MOON_PORT_WINDOW_DEATH,
39,EUROPA_BOOST_DEATH_HINT,
40,EUROPA_FREEZE_DEATH,
41,EUROPA_HALOJUMP_FAIL,
42,HEIST_DESTRUCT_FAIL,
43,EUROPA_FAILED_TO_ESCAPE,
44,SCRIPT_SEEKER_DEATH_EASY,hud_icon_grenade_incoming_seeker
