2,,,,0
0,,,,0
3,,,,0
1,,,,0
4,,,,0
160,ZM_CONTRACTS_KEYS_LOW_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_LOW_DESC,0
161,ZM_CONTRACTS_KEYS_MID_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_MID_DESC,0
162,ZM_CONTRACTS_KEYS_HIGH_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_HIGH_DESC,0
163,ZM_CONTRACTS_SALVAGE_LOW_NAME,icon_bribe_salvage,ZM_CONTRACTS_SALVAGE_LOW_DESC,0
164,ZM_CONTRACTS_SALVAGE_HIGH_NAME,icon_bribe_salvage,ZM_CONTRACTS_SALVAGE_HIGH_DESC,0
260,ZM_CONTRACTS_KEYS_LOW_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_LOW_DESC,0
261,ZM_CONTRACTS_KEYS_MID_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_MID_DESC,0
262,ZM_CONTRACTS_KEYS_HIGH_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_HIGH_DESC,0
263,ZM_CONTRACTS_SALVAGE_LOW_NAME,icon_bribe_salvage,ZM_CONTRACTS_SALVAGE_LOW_DESC,0
264,ZM_CONTRACTS_SALVAGE_HIGH_NAME,icon_bribe_salvage,ZM_CONTRACTS_SALVAGE_HIGH_DESC,0
