0,buttons_default,MENU_DEFAULT,MENU_SPRINT_HOLD_BREATH,MENU_MELEE_CHANGE_ZOOM,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_JUMP,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
1,buttons_tactical,MENU_TACTICAL,MENU_SPRINT_HOLD_BREATH,MENU_CROUCH_PRONE,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_JUMP,MENU_MELEE_CHANGE_ZOOM,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
2,buttons_lefty,MENU_LEFTY,MENU_MELEE_HOLD_BREATH,MENU_SPRINT_CHANGE_ZOOM,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_JUMP,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
3,buttons_nomad,MENU_NOMAD,MENU_SPRINT_CHANGE_ZOOM,MENU_MELEE_HOLD_BREATH,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_TOGGLE_AIM_DOWN_THE_SIGHT,MENU_TOGGLE_AIM_DOWN_THE_SIGHT,MENU_JUMP,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
4,buttons_nomad_tactical,MENU_NOMAD_TACTICAL,MENU_SPRINT_HOLD_BREATH,MENU_CROUCH_PRONE,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_TOGGLE_AIM_DOWN_THE_SIGHT,MENU_TOGGLE_AIM_DOWN_THE_SIGHT,MENU_JUMP,MENU_MELEE_CHANGE_ZOOM,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
5,buttons_nomad_lefty,MENU_NOMAD_LEFTY,MENU_SPRINT_CHANGE_ZOOM,MENU_MELEE_HOLD_BREATH,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_TOGGLE_AIM_DOWN_THE_SIGHT,MENU_TOGGLE_AIM_DOWN_THE_SIGHT,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_JUMP,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_SCOREBOARD_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,ALIENS_UPGRADE_ABILITIES
6,buttons_bumper_jumper,MENU_BUMPER_JUMPER,MENU_SPRINT_HOLD_BREATH,MENU_MELEE_CHANGE_ZOOM,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_JUMP,MENU_JUMP,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_THROW_SPECIAL_GRENADE,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
7,buttons_bumper_jumper_tac,MENU_BUMPER_JUMPER_TACTICAL,MENU_SPRINT_HOLD_BREATH,MENU_CROUCH_PRONE,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_JUMP,MENU_JUMP,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_THROW_SPECIAL_GRENADE,MENU_MELEE_CHANGE_ZOOM,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
8,buttons_charlie,MENU_CHARLIE,MENU_SPRINT_HOLD_BREATH,MENU_MELEE_CHANGE_ZOOM,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_JUMP,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
9,buttons_one_hand_gun,MENU_ONE_HAND_GUN,MENU_SPRINT_HOLD_BREATH,MENU_MELEE_CHANGE_ZOOM,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_JUMP,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
10,buttons_stick_move,MENU_STICK_MOVE,MENU_SPRINT_HOLD_BREATH,MENU_JUMP,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_USE_EQUIPMENT,MENU_FRAG_EQUIPMENT,MENU_MELEE_CHANGE_ZOOM,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
11,buttons_brawler,MENU_BRAWLER,MENU_SPRINT_HOLD_BREATH,MENU_USE_EQUIPMENT,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_THROW_SPECIAL_GRENADE,MENU_THROW_SPECIAL_GRENADE,MENU_MELEE_CHANGE_ZOOM,MENU_MELEE_CHANGE_ZOOM,MENU_JUMP,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
12,buttons_beast,MENU_BEAST,MENU_SPRINT_HOLD_BREATH,MENU_USE_EQUIPMENT,MENU_AIM_DOWN_SIGHT,MENU_AIM_DOWN_SIGHT,MENU_FIRE_WEAPON,MENU_FIRE_WEAPON,MENU_JUMP,MENU_JUMP,MENU_MELEE_CHANGE_ZOOM,MENU_MELEE_CHANGE_ZOOM,MENU_THROW_SPECIAL_GRENADE,MENU_CROUCH_PRONE,MENU_USE_RELOAD,MENU_SWITCH_WEAPON,MENU_DPAD_DESC,MENU_OBJECTIVES_MENU,LUA_MENU_MENU,MENU_SCOREBOARD,LUA_MENU_NOT_USED,LUA_MENU_SCOREBOARD_INVENTORY
