212,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,11
213,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,12
214,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,13
215,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,14
216,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,15
217,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,16
218,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,17
219,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,18
220,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,19
221,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,20
222,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,21
223,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,22
224,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,23
225,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,24
226,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,25
227,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,26
228,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,27
229,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,28
230,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,29
231,,,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,30
