ch_wallrun_kill,,,,playerdata.mp,rankedMatchData.challengeState.ch_wallrun_kill,>=,3
ch_air_kill,,,,playerdata.mp,rankedMatchData.challengeState.ch_air_kill,>=,3
ch_slide_kill,,,,playerdata.mp,rankedMatchData.challengeState.ch_slide_kill,>=,3
ch_kill_wallrunner,,,,playerdata.mp,rankedMatchData.challengeState.ch_kill_wallrunner,>=,3
ch_kill_jumper,,,,playerdata.mp,rankedMatchData.challengeState.ch_kill_jumper,>=,3
ch_pickup_kills,,,,playerdata.mp,rankedMatchData.challengeState.ch_pickup_kills,>=,3
ch_destroy_items,,,,playerdata.mp,rankedMatchData.challengeState.ch_destroy_items,>=,1
ch_wall_vs_wall,,,,playerdata.mp,rankedMatchData.challengeState.ch_wall_vs_wall,>=,1
ch_clutch_grenade,,,,playerdata.mp,rankedMatchData.challengeState.ch_clutch_grenade,>=,1
ch_stay_in_air,,,,playerdata.mp,rankedMatchData.challengeState.ch_stay_in_air,>=,1
ch_sprint,,,,playerdata.mp,rankedMatchData.challengeState.ch_sprint,>=,1
ch_use_gesture,,,,playerdata.mp,rankedMatchData.challengeState.ch_use_gesture,>=,1
ch_bootcamp_master,,,,playerdata.mp,rankedMatchData.challengeState.ch_bootcamp_master,>=,1
ch_global_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_global_wins,>=,5
ch_ffa_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_ffa_wins,>=,3
ch_war_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_war_wins,>=,3
ch_sd_sr_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_sd_sr_wins,>=,3
ch_dom_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_dom_wins,>=,3
ch_ctf_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_ctf_wins,>=,3
ch_koth_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_koth_wins,>=,3
ch_kc_grind_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_kc_grind_wins,>=,3
ch_ball_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_ball_wins,>=,3
ch_dd_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_dd_wins,>=,3
ch_siege_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_siege_wins,>=,3
ch_tdef_wins,,,,playerdata.mp,rankedMatchData.challengeState.ch_tdef_wins,>=,3
ch_victory_master,,,,playerdata.mp,rankedMatchData.challengeState.ch_victory_master,>=,1
ch_first_place,,,,playerdata.mp,rankedMatchData.challengeState.ch_first_place,>=,3
ch_top3,,,,playerdata.mp,rankedMatchData.challengeState.ch_top3,>=,3
ch_lifetime_score,,,,playerdata.mp,rankedMatchData.challengeState.ch_lifetime_score,>=,5
ch_kill_attackers,,,,playerdata.mp,rankedMatchData.challengeState.ch_kill_attackers,>=,3
ch_kill_defenders,,,,playerdata.mp,rankedMatchData.challengeState.ch_kill_defenders,>=,3
ch_objectives,,,,playerdata.mp,rankedMatchData.challengeState.ch_objectives,>=,3
ch_kill_carrier,,,,playerdata.mp,rankedMatchData.challengeState.ch_kill_carrier,>=,3
ch_defuse,,,,playerdata.mp,rankedMatchData.challengeState.ch_defuse,>=,3
ch_final_killcam,,,,playerdata.mp,rankedMatchData.challengeState.ch_final_killcam,>=,1
ch_clutch_revives,,,,playerdata.mp,rankedMatchData.challengeState.ch_clutch_revives,>=,1
