power_clusterGrenade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_explodingDrone,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_splashGrenade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,4,,level.mp,player,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_spiderGrenade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,10,,level.mp,player,>=,9,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_tripMine,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,18,,level.mp,player,>=,17,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_wristRocket,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,25,,level.mp,player,>=,24,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_splitGrenade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,30,,level.mp,player,>=,29,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_blackholeGrenade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,35,,level.mp,player,>=,34,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_c4,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,41,,level.mp,player,>=,40,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_bioSpike,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,50,,level.mp,player,>=,49,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_periphVis,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_cryoMine,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_concussionGrenade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,6,,level.mp,player,>=,5,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_domeshield,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,20,,level.mp,player,>=,19,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_trophy,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,26,,level.mp,player,>=,25,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_smokeGrenade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,38,,level.mp,player,>=,37,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_blackoutGrenade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,44,,level.mp,player,>=,43,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
power_adrenaline,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,51,,level.mp,player,>=,50,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
