dpad_team_explosives,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_ammo,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
perk_bullet_damage,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
perk_pistol_p226,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_ims,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_minigun_turret,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_ammo_stun,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
perk_health,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_adrenaline,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
perk_rigger,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_gl_sentry,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
perk_pistol_magnum,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_armor,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_mortar,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
perk_medic,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_ammo_in,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
perk_pistol_m9a1,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_boost,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_riotshield,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
perk_pistol_mp443,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_randombox,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_predator,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_ammo_explo,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_sentry,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_war_machine,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_team_ammo_ap,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_backup_buddy,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
dpad_death_machine,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.prestige,>=,40
prestige_1,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.prestige,>=,40
prestige_2,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.prestige,>=,40
prestige_3,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.prestige,>=,40
prestige_4,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.prestige,>=,40
prestige_5,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,playerdata.cp,coopMatchData.alienPlayerStats.rank,>=,40
