head_2,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_assault_kills,>=,1,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_3,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_assault_kills,>=,2,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_5,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_assault_2multikill,>=,1,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_118,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_assault_2multikill,>=,2,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_37,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_assault_3streak,>=,1,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_8,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_assault_3streak,>=,2,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_9,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_assault_super,>=,1,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_13,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_heavy_kills,>=,1,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_14,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_heavy_kills,>=,2,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_15,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_heavy_2multikill,>=,1,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_16,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_heavy_2multikill,>=,2,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_106,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_heavy_3streak,>=,1,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
head_18,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_heavy_3streak,>=,2,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1
