iw7_mauler+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_mauler,>=,0,OR,dvar,onlinegame,==,0
iw7_mauler+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_mauler,>=,1,OR,dvar,onlinegame,==,0
iw7_mauler+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_mauler,>=,3,OR,dvar,onlinegame,==,0
iw7_mauler+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_mauler,>=,5,OR,dvar,onlinegame,==,0
iw7_mauler+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_mauler,>=,7,OR,dvar,onlinegame,==,0
iw7_mauler+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_mauler,>=,9,OR,dvar,onlinegame,==,0
iw7_sdflmg+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_sdflmg,>=,0,OR,dvar,onlinegame,==,0
iw7_sdflmg+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_sdflmg,>=,1,OR,dvar,onlinegame,==,0
iw7_sdflmg+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_sdflmg,>=,3,OR,dvar,onlinegame,==,0
iw7_sdflmg+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_sdflmg,>=,5,OR,dvar,onlinegame,==,0
iw7_sdflmg+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_sdflmg,>=,7,OR,dvar,onlinegame,==,0
iw7_sdflmg+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_sdflmg,>=,9,OR,dvar,onlinegame,==,0
iw7_lmg03+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_lmg03,>=,0,OR,dvar,onlinegame,==,0
iw7_lmg03+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_lmg03,>=,1,OR,dvar,onlinegame,==,0
iw7_lmg03+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_lmg03,>=,3,OR,dvar,onlinegame,==,0
iw7_lmg03+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_lmg03,>=,5,OR,dvar,onlinegame,==,0
iw7_lmg03+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_lmg03,>=,7,OR,dvar,onlinegame,==,0
iw7_lmg03+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_lmg03,>=,9,OR,dvar,onlinegame,==,0
iw7_minilmg+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_minilmg,>=,0,OR,dvar,onlinegame,==,0
iw7_minilmg+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_minilmg,>=,1,OR,dvar,onlinegame,==,0
iw7_minilmg+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_minilmg,>=,3,OR,dvar,onlinegame,==,0
iw7_minilmg+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_minilmg,>=,5,OR,dvar,onlinegame,==,0
iw7_minilmg+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_minilmg,>=,7,OR,dvar,onlinegame,==,0
iw7_minilmg+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_minilmg,>=,9,OR,dvar,onlinegame,==,0
iw7_unsalmg+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_unsalmg,>=,0,OR,dvar,onlinegame,==,0
iw7_unsalmg+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_unsalmg,>=,1,OR,dvar,onlinegame,==,0
iw7_unsalmg+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_unsalmg,>=,3,OR,dvar,onlinegame,==,0
iw7_unsalmg+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_unsalmg,>=,5,OR,dvar,onlinegame,==,0
iw7_unsalmg+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_unsalmg,>=,7,OR,dvar,onlinegame,==,0
iw7_unsalmg+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_unsalmg,>=,9,OR,dvar,onlinegame,==,0
