specialty_expanded_minimap,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_blindeye,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_blastshield,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_dexterity,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,5,,level.mp,player,>=,4,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_ghost,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,18,,level.mp,player,>=,17,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_overclock,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,33,,level.mp,player,>=,32,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_stun_resistance,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_hardline,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_momentum,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_tracker,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,8,,level.mp,player,>=,7,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_coldblooded,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,22,,level.mp,player,>=,21,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_scavenger,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,37,,level.mp,player,>=,36,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_sprintfire,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_bullet_outline,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_empimmune,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_marksman,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,11,,level.mp,player,>=,10,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_engineer,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,25,,level.mp,player,>=,24,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
specialty_quieter,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,43,,level.mp,player,>=,42,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
