iw7_nrg+cos_026,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,1,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_nrg.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_nrg+cos_007,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,2,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_nrg.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_nrg+cos_006,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,3,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_nrg.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_g18+cos_026,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,1,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_g18.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_g18+cos_007,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,2,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_g18.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_g18+cos_006,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,3,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_g18.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_emc+cos_026,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,1,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_emc.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_emc+cos_007,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,2,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_emc.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_emc+cos_006,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,3,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_emc.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_revolver+cos_026,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,1,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_revolver.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_revolver+cos_007,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,2,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_revolver.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_revolver+cos_006,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,3,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_revolver.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_erad+cos_026,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,1,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_erad.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_erad+cos_007,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,2,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_erad.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_erad+cos_006,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,3,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_erad.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_crb+cos_026,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,1,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_crb.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_crb+cos_007,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,2,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_crb.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_crb+cos_006,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,3,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_crb.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_ripper+cos_026,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,1,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_ripper.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_ripper+cos_007,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,2,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_ripper.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_ripper+cos_006,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,3,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_ripper.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_ump45+cos_026,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,1,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_ump45.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_ump45+cos_007,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,2,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_ump45.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
iw7_ump45+cos_006,MP_FRONTEND_ONLY_UNLOCKED_AT_WEAPON_PRESTIGE,3,,playerdata.common,commonData.sharedProgression.weaponLevel.iw7_ump45.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
