reflex+ret02,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_kills,>=,1,OR,dvar,onlinegame,==,0
reflex+ret07,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_kills,>=,2,OR,dvar,onlinegame,==,0
reflex+ret32,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_kills,>=,3,OR,dvar,onlinegame,==,0
reflex+ret11,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_kills,>=,4,OR,dvar,onlinegame,==,0
reflex+ret03,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_kills,>=,5,OR,dvar,onlinegame,==,0
reflex+ret15,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_kills,>=,6,OR,dvar,onlinegame,==,0
reflex+ret13,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_headshots,>=,1,OR,dvar,onlinegame,==,0
reflex+ret16,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_double_kills,>=,1,OR,dvar,onlinegame,==,0
reflex+ret04,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_longshots,>=,1,OR,dvar,onlinegame,==,0
reflex+ret01,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_reflex_streak,>=,1,OR,dvar,onlinegame,==,0
reflex+ret10,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_all_optics,>=,1,OR,dvar,onlinegame,==,0
acog+ret02,LUA_MENU_MP_UNLOCKED_AT_CHALLENGE,,,playerdata.mp,rankedMatchData.challengeState.ch_acog_kills,>=,1,OR,dvar,onlinegame,==,0
