iw7_kbs+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_kbs,>=,0,OR,dvar,onlinegame,==,0
iw7_kbs+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_kbs,>=,1,OR,dvar,onlinegame,==,0
iw7_kbs+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_kbs,>=,3,OR,dvar,onlinegame,==,0
iw7_kbs+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_kbs,>=,5,OR,dvar,onlinegame,==,0
iw7_kbs+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_kbs,>=,7,OR,dvar,onlinegame,==,0
iw7_kbs+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,7,,level.common,weapon.iw7_kbs,>=,9,OR,dvar,onlinegame,==,0
iw7_cheytac+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_cheytac,>=,0,OR,dvar,onlinegame,==,0
iw7_cheytac+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_cheytac,>=,1,OR,dvar,onlinegame,==,0
iw7_cheytac+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_cheytac,>=,3,OR,dvar,onlinegame,==,0
iw7_cheytac+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_cheytac,>=,5,OR,dvar,onlinegame,==,0
iw7_cheytac+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_cheytac,>=,7,OR,dvar,onlinegame,==,0
iw7_cheytac+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,7,,level.common,weapon.iw7_cheytac,>=,9,OR,dvar,onlinegame,==,0
iw7_m8+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_m8,>=,0,OR,dvar,onlinegame,==,0
iw7_m8+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_m8,>=,1,OR,dvar,onlinegame,==,0
iw7_m8+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_m8,>=,3,OR,dvar,onlinegame,==,0
iw7_m8+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_m8,>=,5,OR,dvar,onlinegame,==,0
iw7_m8+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_m8,>=,7,OR,dvar,onlinegame,==,0
iw7_m8+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,7,,level.common,weapon.iw7_m8,>=,9,OR,dvar,onlinegame,==,0
iw7_m1+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_m1,>=,0,OR,dvar,onlinegame,==,0
iw7_m1+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_m1,>=,1,OR,dvar,onlinegame,==,0
iw7_m1+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_m1,>=,3,OR,dvar,onlinegame,==,0
iw7_m1+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_m1,>=,5,OR,dvar,onlinegame,==,0
iw7_m1+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_m1,>=,7,OR,dvar,onlinegame,==,0
iw7_m1+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,7,,level.common,weapon.iw7_m1,>=,9,OR,dvar,onlinegame,==,0
iw7_ba50cal+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_ba50cal,>=,0,OR,dvar,onlinegame,==,0
iw7_ba50cal+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_ba50cal,>=,1,OR,dvar,onlinegame,==,0
iw7_ba50cal+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_ba50cal,>=,3,OR,dvar,onlinegame,==,0
iw7_ba50cal+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_ba50cal,>=,5,OR,dvar,onlinegame,==,0
iw7_ba50cal+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_ba50cal,>=,7,OR,dvar,onlinegame,==,0
iw7_ba50cal+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,7,,level.common,weapon.iw7_ba50cal,>=,9,OR,dvar,onlinegame,==,0
iw7_longshot+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_longshot,>=,0,OR,dvar,onlinegame,==,0
iw7_longshot+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_longshot,>=,1,OR,dvar,onlinegame,==,0
iw7_longshot+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_longshot,>=,3,OR,dvar,onlinegame,==,0
iw7_longshot+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_longshot,>=,5,OR,dvar,onlinegame,==,0
iw7_longshot+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_longshot,>=,7,OR,dvar,onlinegame,==,0
