iw7_sonic+xmagse,,,,system,gamemode,!=,MP
iw7_sonic+phase,,,,system,gamemode,!=,MP
iw7_sonic+silencer,,,,system,gamemode,!=,MP
iw7_sdfshotty+xmagse,,,,system,gamemode,!=,MP
iw7_sdfshotty+phase,,,,system,gamemode,!=,MP
iw7_sdfshotty+silencer,,,,system,gamemode,!=,MP
iw7_devastator+phase,,,,system,gamemode,!=,MP
iw7_devastator+silencer,,,,system,gamemode,!=,MP
iw7_spas+phase,,,,system,gamemode,!=,MP
iw7_spas+silencer,,,,system,gamemode,!=,MP
iw7_mod2187+phase,,,,system,gamemode,!=,MP
iw7_mod2187+silencer,,,,system,gamemode,!=,MP
