sniper,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
demolitions,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
cac,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
cas,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
playercard,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
playercard_title,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
playercard_icon,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
streaktype_assault,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
streaktype_support,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
streaktype_specialist,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
loadoutslot0,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
loadoutslot1,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
loadoutslot2,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
loadoutslot3,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
loadoutslot4,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.xp,>=,0,,,,,,,,,,
loadoutslot5,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,2,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
loadoutslot6,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,4,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,4,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
loadoutslot7,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,6,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,6,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
loadoutslot8,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,8,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,8,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
loadoutslot9,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,10,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,10,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
classicWeapon0,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,1,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,1,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
classicWeapon1,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,3,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,3,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
classicWeapon2,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,5,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,5,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
classicWeapon3,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,7,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,7,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
classicWeapon4,LUA_MENU_MP_UNLOCKED_AT_PRESTIGE_LEVEL,9,,playerdata.mp,rankedMatchData.progression.playerLevel.prestige,>=,9,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0
