0,route_allies_engineering,MP_FRONTIER_ALLIES_ROUTE_ENGINEERING,route,allies
1,route_allies_hydro_lab,MP_FRONTIER_ALLIES_ROUTE_HYDRO_LAB,route,allies
2,route_allies_escape_pods,MP_FRONTIER_ALLIES_ROUTE_ESCAPE_PODS,route,allies
3,route_axis_engineering,MP_FRONTIER_AXIS_ROUTE_ENGINEERING,route,axis
4,route_axis_escape_pods,MP_FRONTIER_AXIS_ROUTE_ESCAPE_PODS,route,axis
5,route_axis_hydro_lab,MP_FRONTIER_AXIS_ROUTE_HYDRO_LAB,route,axis
6,stairwell,MP_FRONTIER_CALLOUT_STAIRWELL,area,
7,med_bay,MP_FRONTIER_CALLOUT_MED_BAY,area,
8,bunks,MP_FRONTIER_CALLOUT_BUNKS,area,
9,briefing_room,MP_FRONTIER_CALLOUT_BRIEFING_ROOM,area,
10,mess_hall,MP_FRONTIER_CALLOUT_MESS_HALL,area,
11,hydro_lab,MP_FRONTIER_CALLOUT_HYDRO_LAB,area,
12,escape_pods,MP_FRONTIER_CALLOUT_ESCAPE_PODS,area,
13,main_hallway,MP_FRONTIER_CALLOUT_MAIN_HALLWAY,area,
14,blue_lift,MP_FRONTIER_CALLOUT_BLUE_LIFT,area,
15,yellow_lift,MP_FRONTIER_CALLOUT_YELLOW_LIFT,area,
16,lounge,MP_FRONTIER_CALLOUT_LOUNGE,area,
17,control_room,MP_FRONTIER_CALLOUT_CONTROL_ROOM,area,
18,ramp,MP_FRONTIER_CALLOUT_RAMP,area,
19,engineering,MP_FRONTIER_CALLOUT_ENGINEERING,area,
