0,mus_pa_an_obsession,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_0,ZM_SPACELAND_MUSIC_SONG_0_ARTIST
1,mus_pa_apb_shootyoudown,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_1,ZM_SPACELAND_MUSIC_SONG_1_ARTIST
2,mus_pa_be_themetro,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_2,ZM_SPACELAND_MUSIC_SONG_2_ARTIST
3,mus_pa_bl_rapture,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_3,ZM_SPACELAND_MUSIC_SONG_3_ARTIST
4,mus_pa_ch_sunglassesatnight,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_4,ZM_SPACELAND_MUSIC_SONG_4_ARTIST
5,mus_pa_db_letitwhip,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_5,ZM_SPACELAND_MUSIC_SONG_5_ARTIST
6,mus_pa_dd_whenihearmusic,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_6,ZM_SPACELAND_MUSIC_SONG_6_ARTIST
7,mus_pa_eu_thefinalcountdown,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_7,ZM_SPACELAND_MUSIC_SONG_7_ARTIST
8,mus_pa_fgth_relax,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_8,ZM_SPACELAND_MUSIC_SONG_8_ARTIST
9,mus_pa_gb_youdroppedabombonme,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_9,ZM_SPACELAND_MUSIC_SONG_9_ARTIST
10,mus_pa_ha_wererockintheplanet,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_10,ZM_SPACELAND_MUSIC_SONG_10_ARTIST
11,mus_pa_hl_seconds,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_11,ZM_SPACELAND_MUSIC_SONG_11_ARTIST
12,mus_pa_jf_underpass,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_12,ZM_SPACELAND_MUSIC_SONG_12_ARTIST
13,mus_pa_mi_effigyimnotan,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_13,ZM_SPACELAND_MUSIC_SONG_13_ARTIST
14,mus_pa_mi_everydayishalloween,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_14,ZM_SPACELAND_MUSIC_SONG_14_ARTIST
15,mus_pa_rdmc_kingofrock,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_15,ZM_SPACELAND_MUSIC_SONG_15_ARTIST
16,mus_pa_sc_taintedlove,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_16,ZM_SPACELAND_MUSIC_SONG_16_ARTIST
17,mus_pa_sp_knightrider,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_17,ZM_SPACELAND_MUSIC_SONG_17_ARTIST
18,mus_pa_ts_ghost_town,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_18,ZM_SPACELAND_MUSIC_SONG_18_ARTIST
19,mus_pa_ts_iwannarock,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_19,ZM_SPACELAND_MUSIC_SONG_19_ARTIST
20,mus_pa_vf_additup,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_20,ZM_SPACELAND_MUSIC_SONG_20_ARTIST
33,mus_pa_ms_freakazoid,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_21,ZM_SPACELAND_MUSIC_SONG_21_ARTIST
34,mus_pa_tx_livingonvideo,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_22,ZM_SPACELAND_MUSIC_SONG_22_ARTIST
35,mus_pa_rem_endoftheworld,music,,mus_pa_radio_bumper_01,dj_music_set,ZM_SPACELAND_MUSIC_SONG_23,ZM_SPACELAND_MUSIC_SONG_23_ARTIST
21,mus_pa_perk_bang_bangs,perk,dj_jingle_intro,,dj_music_set,ZM_SPACELAND_MUSIC_BANG_BANGS,
22,mus_pa_perk_blue_bolts,perk,dj_jingle_intro,,dj_music_set,ZM_SPACELAND_MUSIC_BLUE_BOLTS,
23,mus_pa_perk_bombstoppers,perk,dj_jingle_intro,,dj_music_set,ZM_SPACELAND_MUSIC_BOMBSTOPPERS,
24,mus_pa_perk_mule_munchies,perk,dj_jingle_intro,,dj_music_set,ZM_SPACELAND_MUSIC_MULE_MUNCHIES,
25,mus_pa_perk_quickies,perk,dj_jingle_intro,,dj_music_set,ZM_SPACELAND_MUSIC_QUICKIES,
26,mus_pa_perk_racing_stripes,perk,dj_jingle_intro,,dj_music_set,ZM_SPACELAND_MUSIC_RACING_STRIPES,
