0,weapon_iw7_mod2187_common_1,iw7_mod2187,iw7_mod2187_mp,1,passive_increased_ammo,,,,,LOOT_WEAPONS_MOD2187_COMMON_1,render_weapon_slot_mod2187_mp_common,0,0,0,0,0,,,,iw7_mod2187_zm,passive_increased_ammo,,,,,,LOOT_WEAPONS_FE_MOD2187_COMMON_1_SUFFIX,1
1,weapon_iw7_mod2187_rare_1,iw7_mod2187,iw7_mod2187_mp,2,passive_jump_super,passive_increased_damage_range_shotgun,,,,LOOT_WEAPONS_MOD2187_RARE_1,render_weapon_slot_mod2187_mp_rare,0,0,0,0,0,,,,iw7_mod2187_zm,passive_jump_super,passive_increased_damage_range_shotgun,,,,,LOOT_WEAPONS_FE_MOD2187_RARE_1_SUFFIX,3
2,weapon_iw7_mod2187_legendary_1,iw7_mod2187,iw7_mod2187_mp,3,passive_wallrun_quieter,passive_empty_reload_speed,,,,LOOT_WEAPONS_MOD2187_LEGENDARY_1,render_weapon_slot_mod2187_mp_legendary,0,0,0,0,0,,,,iw7_mod2187_zm,passive_wallrun_quieter,passive_empty_reload_speed,,,,,LOOT_WEAPONS_FE_MOD2187_LEGENDARY_1_SUFFIX,5
3,weapon_iw7_mod2187_epic_1,iw7_mod2187,iw7_mod2187_mpl,4,passive_highdamage,passive_move_speed,,,,LOOT_WEAPONS_MOD2187_EPIC_1,render_weapon_slot_mod2187_mpl,0,0,0,0,0,,,PERKS_SHOTGUN_MOD2187_EPIC,iw7_mod2187_zml,passive_highdamage,passive_move_speed,,,,,LOOT_WEAPONS_FE_MOD2187_EPIC_1_SUFFIX,9
4,weapon_iw7_mod2187_legendary_2,iw7_mod2187,iw7_mod2187_mp,3,passive_slide_blastshield,passive_reduced_hip_spread,,,,LOOT_WEAPONS_MOD2187_LEGENDARY_2,render_weapon_slot_mod2187_mp_legendary,0,0,0,0,0,,,,iw7_mod2187_zm,passive_slide_blastshield,passive_reduced_hip_spread,,,,,LOOT_WEAPONS_FE_MOD2187_LEGENDARY_2_SUFFIX,6
5,weapon_iw7_mod2187_legendary_3,iw7_mod2187,iw7_mod2187_mp,3,passive_slide_blastshield,passive_reduced_hip_spread,,,,LOOT_WEAPONS_MOD2187_LEGENDARY_3,render_weapon_slot_mod2187_mp_summer,0,0,0,0,0,,,,iw7_mod2187_zm,passive_slide_blastshield,passive_reduced_hip_spread,,,,,LOOT_WEAPONS_FE_MOD2187_LEGENDARY_3_SUFFIX,7
6,weapon_iw7_mod2187_legendary_4,iw7_mod2187,iw7_mod2187_mp,3,passive_nuke,passive_increased_damage_range_shotgun,,,,LOOT_WEAPONS_MOD2187_LEGENDARY_4,render_weapon_slot_mod2187_mp_legendary,0,0,0,0,0,,,,iw7_mod2187_zm,passive_nuke,passive_increased_damage_range_shotgun,,,,,LOOT_WEAPONS_FE_MOD2187_LEGENDARY_4_SUFFIX,8
7,weapon_iw7_mod2187_epic_2,iw7_mod2187,iw7_mod2187_mpl_epic2,4,passive_tribarrel_burst,passive_empty_reload_speed,,,,LOOT_WEAPONS_MOD2187_EPIC_2,render_weapon_slot_mod2187_mpl,0,0,0,0,0,akimbo+smart,,PERKS_SHOTGUN_MOD2187_EPIC,iw7_mod2187_zml_epic2,passive_tribarrel_burst,passive_empty_reload_speed,,,,,LOOT_WEAPONS_FE_MOD2187_EPIC_2_SUFFIX,10
8,weapon_iw7_mod2187_legendary_5,iw7_mod2187,iw7_mod2187_mp,3,passive_nuke,passive_increased_damage_range_shotgun,,,,LOOT_WEAPONS_MOD2187_LEGENDARY_5,render_weapon_slot_mod2187_mp_halloween,0,0,0,0,0,,,,iw7_mod2187_zm,passive_nuke,passive_increased_damage_range_shotgun,,,,,LOOT_WEAPONS_FE_MOD2187_LEGENDARY_5_SUFFIX,7
9,weapon_iw7_mod2187_common_2,iw7_mod2187,iw7_mod2187_mp,1,passive_empty_reload_speed,,,,,LOOT_WEAPONS_MOD2187_COMMON_2,render_weapon_slot_mod2187_mp_common,0,0,0,0,0,,,,iw7_mod2187_zm,passive_empty_reload_speed,,,,,,LOOT_WEAPONS_FE_MOD2187_COMMON_2_SUFFIX,2
