0,weapon_iw7_longshot_common_1,iw7_longshot,iw7_longshot_mp,1,passive_empty_reload_speed,,,,,LOOT_WEAPONS_LONGSHOT_COMMON_1,render_weapon_slot_longshot_mp_common,0,0,0,0,0,,,,iw7_longshot_zm,passive_empty_reload_speed,,,,,,LOOT_WEAPONS_FE_LONGSHOT_COMMON_1_SUFFIX,1
1,weapon_iw7_longshot_rare_1,iw7_longshot,iw7_longshot_mp,2,passive_scrambler,passive_increased_ads_stability_sniper,,,,LOOT_WEAPONS_LONGSHOT_RARE_1,render_weapon_slot_longshot_mp_rare,0,0,0,0,0,,,,iw7_longshot_zm,passive_scrambler,passive_increased_ads_stability_sniper,,,,,LOOT_WEAPONS_FE_LONGSHOT_RARE_1_SUFFIX,2
2,weapon_iw7_longshot_legendary_1,iw7_longshot,iw7_longshot_mp,3,passive_mode_switch_score,passive_increased_ammo,,,,LOOT_WEAPONS_LONGSHOT_LEGENDARY_1,render_weapon_slot_longshot_mp_legendary,0,0,0,0,0,,,,iw7_longshot_zm,passive_mode_switch_score,passive_increased_ammo,,,,,LOOT_WEAPONS_FE_LONGSHOT_LEGENDARY_1_SUFFIX,4
3,weapon_iw7_longshot_epic_1,iw7_longshot,iw7_longshot_mpl,4,passive_increased_fire_rate,passive_increased_scope_breath,,,,LOOT_WEAPONS_LONGSHOT_EPIC_1,render_weapon_slot_longshot_mpl,0,0,0,0,0,,,,iw7_longshot_zml,passive_increased_fire_rate,passive_increased_scope_breath,,,,,LOOT_WEAPONS_FE_LONGSHOT_EPIC_1_SUFFIX,9
4,weapon_iw7_longshot_legendary_2,iw7_longshot,iw7_longshot_mp,3,passive_cold_damage,passive_crouch_move_speed,,,,LOOT_WEAPONS_LONGSHOT_LEGENDARY_2,render_weapon_slot_longshot_mp_legendary,0,0,0,0,0,,,,iw7_longshot_zm,passive_cold_damage,passive_crouch_move_speed,,,,,LOOT_WEAPONS_FE_LONGSHOT_LEGENDARY_2_SUFFIX,5
5,weapon_iw7_longshot_legendary_3,iw7_longshot,iw7_longshot_mp,3,passive_cold_damage,passive_crouch_move_speed,,,,LOOT_WEAPONS_LONGSHOT_LEGENDARY_3,render_weapon_slot_longshot_mp_summer,0,0,0,0,0,,,,iw7_longshot_zm,passive_cold_damage,passive_crouch_move_speed,,,,,LOOT_WEAPONS_FE_LONGSHOT_LEGENDARY_3_SUFFIX,6
6,weapon_iw7_longshot_legendary_4,iw7_longshot,iw7_longshot_mp,3,passive_nuke,passive_move_speed,,,,LOOT_WEAPONS_LONGSHOT_LEGENDARY_4,render_weapon_slot_longshot_mp_legendary,0,0,0,0,0,,,,iw7_longshot_zm,passive_nuke,passive_move_speed,,,,,LOOT_WEAPONS_FE_LONGSHOT_LEGENDARY_4_SUFFIX,7
7,weapon_iw7_longshot_epic_2,iw7_longshot,iw7_longshot_mpl_burst,4,passive_burst_shotgun_alt,passive_increased_damage_range,,,,LOOT_WEAPONS_LONGSHOT_EPIC_2,render_weapon_slot_longshot_mpl,0,0,0,0,0,,,,iw7_longshot_zml_burst,passive_burst_shotgun,passive_increased_damage_range,,,,,LOOT_WEAPONS_FE_LONGSHOT_EPIC_2_SUFFIX,10
8,weapon_iw7_longshot_common_2,iw7_longshot,iw7_longshot_mp,3,passive_visor_detonation,passive_increased_ads_stability_sniper,,,,LOOT_WEAPONS_LONGSHOT_COMMON_2,render_weapon_slot_longshot_mp_legendary,0,0,0,0,0,,,,iw7_longshot_zm,passive_visor_detonation,passive_increased_ads_stability_sniper,,,,,LOOT_WEAPONS_FE_LONGSHOT_COMMON_2_SUFFIX,8
9,weapon_iw7_longshot_rare_2,iw7_longshot,iw7_longshot_mp,2,passive_headshot_super,passive_last_shots_ammo,,,,LOOT_WEAPONS_LONGSHOT_RARE_2,render_weapon_slot_longshot_mp_rare,0,0,0,0,0,,,,iw7_longshot_zm,passive_burst_shotgun,passive_last_shots_ammo,,,,,LOOT_WEAPONS_FE_LONGSHOT_RARE_2_SUFFIX,3
