0,weapon_iw7_cheytac_common_1,iw7_cheytac,iw7_cheytac_mpr,1,passive_increased_scope_breath,,,,,LOOT_WEAPONS_CHEYTAC_COMMON_1,render_weapon_slot_cheytac_mp_common,0,0,0,0,0,,,,iw7_cheytac_zmr,passive_increased_scope_breath,,,,,,LOOT_WEAPONS_FE_CHEYTAC_COMMON_1_SUFFIX,1
1,weapon_iw7_cheytac_rare_1,iw7_cheytac,iw7_cheytac_mpr,2,passive_headshot_super,passive_increased_ads_stability_sniper,,,,LOOT_WEAPONS_CHEYTAC_RARE_1,render_weapon_slot_cheytac_mp_rare,0,0,0,0,0,,,,iw7_cheytac_zmr,passive_headshot_super,passive_increased_ads_stability_sniper,,,,,LOOT_WEAPONS_FE_CHEYTAC_RARE_1_SUFFIX,3
2,weapon_iw7_cheytac_legendary_1,iw7_cheytac,iw7_cheytac_mpr,3,passive_random_attachments,passive_increased_ammo,,,,LOOT_WEAPONS_CHEYTAC_LEGENDARY_1,render_weapon_slot_cheytac_mp_legendary,0,0,0,0,0,,,,iw7_cheytac_zmr,passive_random_attachments,passive_increased_ammo,,,,,LOOT_WEAPONS_FE_CHEYTAC_LEGENDARY_1_SUFFIX,5
3,weapon_iw7_cheytac_epic_1,iw7_cheytac,iw7_cheytac_mpl_silencer,4,passive_silencer,passive_empty_reload_speed,,,,LOOT_WEAPONS_CHEYTAC_EPIC_1,render_weapon_slot_cheytac_mpl,0,0,0,0,0,silencer,,,iw7_cheytac_zml_silencer,passive_silencer,passive_empty_reload_speed,,,,,LOOT_WEAPONS_FE_CHEYTAC_EPIC_1_SUFFIX,8
4,weapon_iw7_cheytac_legendary_2,iw7_cheytac,iw7_cheytac_mpr,3,passive_random_perks,passive_move_speed,,,,LOOT_WEAPONS_CHEYTAC_LEGENDARY_2,render_weapon_slot_cheytac_mp_legendary,0,0,0,0,0,,,,iw7_cheytac_zmr,passive_random_perks,passive_move_speed,,,,,LOOT_WEAPONS_FE_CHEYTAC_LEGENDARY_2_SUFFIX,6
5,weapon_iw7_cheytac_legendary_3,iw7_cheytac,iw7_cheytac_mpr,3,passive_nuke,passive_increased_ads_stability_sniper,,,,LOOT_WEAPONS_CHEYTAC_LEGENDARY_3,render_weapon_slot_cheytac_mp_legendary,0,0,0,0,0,,,,iw7_cheytac_zmr,passive_nuke,passive_increased_ads_stability_sniper,,,,,LOOT_WEAPONS_FE_CHEYTAC_LEGENDARY_3_SUFFIX,7
6,weapon_iw7_cheytac_epic_2,iw7_cheytac,iw7_cheytac_mpl_silencer,4,passive_scope_radar,passive_increased_scope_breath,,,,LOOT_WEAPONS_CHEYTAC_EPIC_2,render_weapon_slot_cheytac_mpl,0,0,0,0,0,,,,iw7_cheytac_zmr,passive_scope_radar,passive_increased_scope_breath,,,,,LOOT_WEAPONS_FE_CHEYTAC_EPIC_2_SUFFIX,9
7,weapon_iw7_cheytac_common_2,iw7_cheytac,iw7_cheytac_mpr,1,passive_move_speed,,,,,LOOT_WEAPONS_CHEYTAC_COMMON_2,render_weapon_slot_cheytac_mp_common,0,0,0,0,0,,,,iw7_cheytac_zmr,passive_move_speed,,,,,,LOOT_WEAPONS_FE_CHEYTAC_COMMON_2_SUFFIX,2
8,weapon_iw7_cheytac_rare_2,iw7_cheytac,iw7_cheytac_mpr,2,passive_faster_ads,passive_empty_reload_speed,,,,LOOT_WEAPONS_CHEYTAC_RARE_2,render_weapon_slot_cheytac_mp_rare,0,0,0,0,0,,,,iw7_cheytac_zmr,passive_faster_ads,passive_empty_reload_speed,,,,,LOOT_WEAPONS_FE_CHEYTAC_RARE_2_SUFFIX,4
9,stub_9,iw7_unknown9,iw7_unknown9,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown9,,,,,,,MISSING,
10,stub_10,iw7_unknown10,iw7_unknown10,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown10,,,,,,,MISSING,
11,stub_11,iw7_unknown11,iw7_unknown11,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown11,,,,,,,MISSING,
12,stub_12,iw7_unknown12,iw7_unknown12,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown12,,,,,,,MISSING,
13,stub_13,iw7_unknown13,iw7_unknown13,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown13,,,,,,,MISSING,
14,stub_14,iw7_unknown14,iw7_unknown14,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown14,,,,,,,MISSING,
15,stub_15,iw7_unknown15,iw7_unknown15,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown15,,,,,,,MISSING,
16,stub_16,iw7_unknown16,iw7_unknown16,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown16,,,,,,,MISSING,
17,stub_17,iw7_unknown17,iw7_unknown17,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown17,,,,,,,MISSING,
18,stub_18,iw7_unknown18,iw7_unknown18,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown18,,,,,,,MISSING,
19,stub_19,iw7_unknown19,iw7_unknown19,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown19,,,,,,,MISSING,
20,stub_20,iw7_unknown20,iw7_unknown20,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown20,,,,,,,MISSING,
21,stub_21,iw7_unknown21,iw7_unknown21,0,,,,,,MISSING,NONE,0,0,0,0,,,,,iw7_unknown21,,,,,,,MISSING,
