iw7_ar57+reflex,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_ar57,>=,0,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+grip,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_ar57,>=,1,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+fastaim,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_ar57,>=,2,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+acog,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_ar57,>=,3,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+xmags,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_ar57,>=,4,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+silencer,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_ar57,>=,5,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+phase,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,7,,level.common,weapon.iw7_ar57,>=,6,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+barrelrange,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,8,,level.common,weapon.iw7_ar57,>=,7,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+hybrid,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,9,,level.common,weapon.iw7_ar57,>=,8,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+stock,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,10,,level.common,weapon.iw7_ar57,>=,9,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+thermal,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,11,,level.common,weapon.iw7_ar57,>=,10,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+hipaim,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,12,,level.common,weapon.iw7_ar57,>=,11,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+fmj,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,13,,level.common,weapon.iw7_ar57,>=,12,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+elo,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,14,,level.common,weapon.iw7_ar57,>=,13,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ar57+highcal,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,15,,level.common,weapon.iw7_ar57,>=,14,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
iw7_ake+reflex,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_ake,>=,0,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
