specialty_boom,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,unlocked,rigPackage:assault_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_support_killstreaks,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,2,,unlocked,rigPackage:assault_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_scavenger_eqp,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,17,,unlocked,rigPackage:assault_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_regenfaster,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,unlocked,rigPackage:heavy_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_man_at_arms,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,7,,unlocked,rigPackage:heavy_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_ground_pound,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,21,,unlocked,rigPackage:heavy_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_rush,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,unlocked,rigPackage:scout_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_afterburner,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,12,,unlocked,rigPackage:scout_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_dodge,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,28,,unlocked,rigPackage:scout_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_superpack,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,15,,unlocked,rigPackage:assassin_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_sixth_sense,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,23,,unlocked,rigPackage:assassin_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_ftlslide,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,unlocked,rigPackage:assassin_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_equipment_ping,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,31,,unlocked,rigPackage:engineer_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_personal_trophy,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,45,,unlocked,rigPackage:engineer_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_rugged_eqp,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,52,,unlocked,rigPackage:engineer_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_mark_targets,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,36,,unlocked,rigPackage:sniper_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_rearguard,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,49,,unlocked,rigPackage:sniper_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
specialty_ads_awareness,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,54,,unlocked,rigPackage:sniper_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
