iw7_ake+xmagse,,,,system,gamemode,!=,MP
iw7_ake+reflect,,,,system,gamemode,!=,MP
iw7_ake+highcal,,,,system,gamemode,!=,MP
iw7_ake+phase,,,,system,gamemode,!=,MP
iw7_ake+silencer,,,,system,gamemode,!=,MP
iw7_fmg+xmagse,,,,system,gamemode,!=,MP
iw7_fmg+reflect,,,,system,gamemode,!=,MP
iw7_fmg+highcal,,,,system,gamemode,!=,MP
iw7_fmg+phase,,,,system,gamemode,!=,MP
iw7_fmg+silencer,,,,system,gamemode,!=,MP
iw7_sdfar+xmagse,,,,system,gamemode,!=,MP
iw7_sdfar+reflect,,,,system,gamemode,!=,MP
iw7_sdfar+highcal,,,,system,gamemode,!=,MP
iw7_sdfar+phase,,,,system,gamemode,!=,MP
iw7_sdfar+silencer,,,,system,gamemode,!=,MP
iw7_ar57+highcal,,,,system,gamemode,!=,MP
iw7_ar57+phase,,,,system,gamemode,!=,MP
iw7_ar57+silencer,,,,system,gamemode,!=,MP
iw7_m4+highcal,,,,system,gamemode,!=,MP
iw7_m4+phase,,,,system,gamemode,!=,MP
iw7_m4+silencer,,,,system,gamemode,!=,MP
iw7_rvn+xmagse,,,,system,gamemode,!=,MP
iw7_rvn+reflect,,,,system,gamemode,!=,MP
iw7_rvn+highcal,,,,system,gamemode,!=,MP
iw7_rvn+phase,,,,system,gamemode,!=,MP
iw7_rvn+silencer,,,,system,gamemode,!=,MP
iw7_vr+xmagse,,,,system,gamemode,!=,MP
iw7_vr+reflect,,,,system,gamemode,!=,MP
iw7_vr+highcal,,,,system,gamemode,!=,MP
iw7_vr+phase,,,,system,gamemode,!=,MP
iw7_vr+silencer,,,,system,gamemode,!=,MP
iw7_gauss+xmagse,,,,system,gamemode,!=,MP
iw7_gauss+reflect,,,,system,gamemode,!=,MP
iw7_gauss+highcal,,,,system,gamemode,!=,MP
iw7_gauss+phase,,,,system,gamemode,!=,MP
iw7_gauss+silencer,,,,system,gamemode,!=,MP
