iw7_cheytacc+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_cheytacc,>=,0,OR,dvar,onlinegame,==,0
iw7_cheytacc+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_cheytacc,>=,1,OR,dvar,onlinegame,==,0
iw7_cheytacc+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_cheytacc,>=,3,OR,dvar,onlinegame,==,0
iw7_cheytacc+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_cheytacc,>=,5,OR,dvar,onlinegame,==,0
iw7_cheytacc+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_cheytacc,>=,7,OR,dvar,onlinegame,==,0
iw7_cheytacc+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,7,,level.common,weapon.iw7_cheytacc,>=,9,OR,dvar,onlinegame,==,0
iw7_spasc+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_spasc,>=,0,OR,dvar,onlinegame,==,0
iw7_spasc+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_spasc,>=,1,OR,dvar,onlinegame,==,0
iw7_spasc+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_spasc,>=,3,OR,dvar,onlinegame,==,0
iw7_spasc+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_spasc,>=,5,OR,dvar,onlinegame,==,0
iw7_spasc+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_spasc,>=,7,OR,dvar,onlinegame,==,0
iw7_spasc+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_spasc,>=,9,OR,dvar,onlinegame,==,0
iw7_ump45c+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_ump45c,>=,0,OR,dvar,onlinegame,==,0
iw7_ump45c+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_ump45c,>=,1,OR,dvar,onlinegame,==,0
iw7_ump45c+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_ump45c,>=,3,OR,dvar,onlinegame,==,0
iw7_ump45c+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_ump45c,>=,5,OR,dvar,onlinegame,==,0
iw7_ump45c+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_ump45c,>=,7,OR,dvar,onlinegame,==,0
iw7_ump45c+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_ump45c,>=,9,OR,dvar,onlinegame,==,0
iw7_m1c+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_m1c,>=,0,OR,dvar,onlinegame,==,0
iw7_m1c+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_m1c,>=,1,OR,dvar,onlinegame,==,0
iw7_m1c+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_m1c,>=,3,OR,dvar,onlinegame,==,0
iw7_m1c+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_m1c,>=,5,OR,dvar,onlinegame,==,0
iw7_m1c+5,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,5,,level.common,weapon.iw7_m1c,>=,7,OR,dvar,onlinegame,==,0
iw7_m1c+6,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,6,,level.common,weapon.iw7_m1c,>=,9,OR,dvar,onlinegame,==,0
iw7_g18c+1,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,1,,level.common,weapon.iw7_g18c,>=,0,OR,dvar,onlinegame,==,0
iw7_g18c+2,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,2,,level.common,weapon.iw7_g18c,>=,1,OR,dvar,onlinegame,==,0
iw7_g18c+3,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,3,,level.common,weapon.iw7_g18c,>=,3,OR,dvar,onlinegame,==,0
iw7_g18c+4,LUA_MENU_MP_UNLOCKED_AT_WEAPON_LEVEL,4,,level.common,weapon.iw7_g18c,>=,5,OR,dvar,onlinegame,==,0
