grenade_cooldown,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,2,,level.cp,player,>=,0,OR,dvar,onlinegame,==,0
spawn_reboard_windows,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,2,,level.cp,player,>=,0,OR,dvar,onlinegame,==,0
burned_out,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,2,,level.cp,player,>=,0,OR,dvar,onlinegame,==,0
faster_health_regen_upgrade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,2,,level.cp,player,>=,0,OR,dvar,onlinegame,==,0
sniper_soft_upgrade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,2,,level.cp,player,>=,0,OR,dvar,onlinegame,==,0
coagulant,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,3,,level.cp,player,>=,2,OR,dvar,onlinegame,==,0
extra_sniping_points,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,7,,level.cp,player,>=,6,OR,dvar,onlinegame,==,0
shock_melee_upgrade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,10,,level.cp,player,>=,9,OR,dvar,onlinegame,==,0
faster_revive_upgrade,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,14,,level.cp,player,>=,13,OR,dvar,onlinegame,==,0
penetration_gun,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,20,,level.cp,player,>=,19,OR,dvar,onlinegame,==,0
bonus_damage_on_last_bullets,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,28,,level.cp,player,>=,27,OR,dvar,onlinegame,==,0
reload_damage_increase,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,33,,level.cp,player,>=,32,OR,dvar,onlinegame,==,0
welfare,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,level.cp,player,>=,39,OR,dvar,onlinegame,==,0
timely_torrent,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,level.cp,player,>=,39,OR,dvar,onlinegame,==,0
irish_luck,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.cp,player,>=,0,OR,dvar,onlinegame,==,0
temporal_increase,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.cp,player,>=,0,OR,dvar,onlinegame,==,0
twister,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.cp,player,>=,0,OR,dvar,onlinegame,==,0
stimulus,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,50,,level.cp,player,>=,49,OR,dvar,onlinegame,==,0
