afterlife,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.afterlife.saw_message,>,0
atm,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.atm.saw_message,>,0
door_buy,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.door_buy.saw_message,>,0
cards,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.cards.saw_message,>,0
lost_and_found,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.lost_and_found.saw_message,>,0
magic_wheel,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.magic_wheel.saw_message,>,0
quest_neil,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.quest_neil.saw_message,>,0
pap,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.pap.saw_message,>,0
perk,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.perk.saw_message,>,0
pillage_item,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.pillage_item.saw_message,>,0
generator,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.generator.saw_message,>,0
powerups,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.powerups.saw_message,>,0
quest,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.quest.saw_message,>,0
scenes,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.scenes.saw_message,>,0
souvenir_coin,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.souvenir_coin.saw_message,>,0
souvenir_station,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.souvenir_station.saw_message,>,0
team_door_buy,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.team_door_buy.saw_message,>,0
tickets,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.tickets.saw_message,>,0
trap,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.trap.saw_message,>,0
window_board,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.window_board.saw_message,>,0
zombiehealth,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.zombiehealth.saw_message,>,0
wall_buy,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.wall_buy.saw_message,>,0
craftable,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.craftable.saw_message,>,0
wondercard_machine,LUA_MENU_MP_UNLOCKED_ZOMBIES_TUTORIAL,,,playerdata.cp,coopMatchData.tutorial.wondercard_machine.saw_message,>,0
