super_claw,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,unlocked,rigPackage:assault_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_amplify,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,2,,unlocked,rigPackage:assault_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_overdrive,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,17,,unlocked,rigPackage:assault_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_steeldragon,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,unlocked,rigPackage:heavy_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_chargemode,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,7,,unlocked,rigPackage:heavy_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_armorup,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,21,,unlocked,rigPackage:heavy_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_armmgs,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,unlocked,rigPackage:scout_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_rewind,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,12,,unlocked,rigPackage:scout_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_reaper,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,28,,unlocked,rigPackage:scout_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_atomizer,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,15,,unlocked,rigPackage:assassin_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_teleport,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,23,,unlocked,rigPackage:assassin_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_phaseshift,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,unlocked,rigPackage:assassin_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_blackholegun,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,31,,unlocked,rigPackage:engineer_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_microturret,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,45,,unlocked,rigPackage:engineer_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_supertrophy,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,52,,unlocked,rigPackage:engineer_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_penetrationrailgun,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,36,,unlocked,rigPackage:sniper_1,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_visionpulse,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,49,,unlocked,rigPackage:sniper_2,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
super_invisible,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,54,,unlocked,rigPackage:sniper_3,==,TRUE,OR,dvar,onlinegame,==,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,fnf,==,1
