iw7_emc,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_nrg,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,14,,level.mp,player,>=,13,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_g18,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,35,,level.mp,player,>=,34,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_revolver,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,48,,level.mp,player,>=,47,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,OR,loot,owned,==,83,OR,dvar,match_running,==,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_fhr,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_erad,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_crb,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,9,,level.mp,player,>=,8,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_ripper,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,16,,level.mp,player,>=,15,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_ump45,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,32,,level.mp,player,>=,31,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_knife,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,37,,level.mp,player,>=,36,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m4,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_sdfar,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_ar57,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,3,,level.mp,player,>=,2,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_fmg,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,22,,level.mp,player,>=,21,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_ake,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,42,,level.mp,player,>=,41,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_lockon,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_chargeshot,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,20,,level.mp,player,>=,19,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_glprox,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,50,,level.mp,player,>=,49,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_kbs,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m8,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,5,,level.mp,player,>=,4,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_cheytac,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,26,,level.mp,player,>=,25,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m1,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,50,,level.mp,player,>=,49,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_devastator,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_sonic,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,11,,level.mp,player,>=,10,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_sdfshotty,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,29,,level.mp,player,>=,28,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_spas,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,47,,level.mp,player,>=,46,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_sdflmg,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,1,,level.mp,player,>=,0,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_mauler,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,13,,level.mp,player,>=,12,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_lmg03,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,38,,level.mp,player,>=,37,OR,dvar,xblive_privatematch,==,1,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
