0,con_test,,5,BUG_NEEDS_STRING,1
1,con_kills,-1,150,INTEL_MP_CONTRACT_KILLS,
2,con_kills_ads,-1,75,INTEL_MP_CONTRACT_KILLS_ADS,
3,con_wins,-1,5,INTEL_MP_CONTRACT_WINS,
6,con_kills_streak,-1,3,INTEL_MP_CONTRACT_KILLS_STREAK,
7,con_kills_double,-1,15,INTEL_MP_CONTRACT_KILLS_DOUBLE,
8,con_kills_headshot,-1,15,INTEL_MP_CONTRACT_KILLS_HEADSHOT,
9,con_kills_payload,-1,25,INTEL_MP_CONTRACT_KILLS_PAYLOAD,
10,con_damage,-1,10000,INTEL_MP_CONTRACT_DAMAGE,
11,con_kills_variant,-1,125,INTEL_MP_CONTRACT_KILLS_VARIANTS,
12,con_kills_AR,-1,125,INTEL_MP_CONTRACT_KILLS_AR,
13,con_kills_LMG,-1,125,INTEL_MP_CONTRACT_KILLS_LMG,
14,con_kills_SG,-1,125,INTEL_MP_CONTRACT_KILLS_SG,
15,con_kills_Sniper,-1,125,INTEL_MP_CONTRACT_KILLS_SNIPER,
16,con_kills_SMG,-1,125,INTEL_MP_CONTRACT_KILLS_SMG,
17,con_kills_gesture,-1,25,INTEL_MP_CONTRACT_KILLS_GESTURE,
18,con_shots_landed,0,500,INTEL_MP_CONTRACT_SHOTS_LANDED,
19,con_kills_rig_jtf,0,125,INTEL_MP_CONTRACT_KILLS_RIG_JTF,
20,con_kills_rig_jtf_payload,0,25,INTEL_MP_CONTRACT_KILLS_RIG_JTF_PAYLOAD,
21,con_scorestreak_support,0,15,INTEL_MP_CONTRACT_SS_SUPPORT,
22,con_equipment_hits,0,30,INTEL_MP_CONTRACT_EQUIPMENT_HITS,
23,con_medals_objective,1,30,INTEL_MP_CONTRACT_MEDALS_OBJECTIVE,
24,con_kills_rig_orion,1,125,INTEL_MP_CONTRACT_KILLS_RIG_ORION,
25,con_kills_rig_orion_payload,1,25,INTEL_MP_CONTRACT_KILLS_RIG_ORION_PAYLOAD,
26,con_battle_buddy,1,50,INTEL_MP_CONTRACT_BATTLE_BUDDY,
27,con_wins_objective,1,5,INTEL_MP_CONTRACT_WINS_OBJECTIVE,
28,con_kills_rig_sabre7,2,125,INTEL_MP_CONTRACT_KILLS_RIG_SABRE7,
29,con_kills_rig_sabre7_payload,2,25,INTEL_MP_CONTRACT_KILLS_RIG_SABRE7_PAYLOAD,
30,con_scorestreak_air,2,10,INTEL_MP_CONTRACT_SS_AIR,
31,con_scorestreak_ground,2,10,INTEL_MP_CONTRACT_SS_GROUND,
32,con_scorestreak_destroy,2,10,INTEL_MP_CONTRACT_SS_DESTROY,
33,con_scorestreak_count,2,5,INTEL_MP_CONTRACT_SS_COUNT,
34,con_kills_rig_wraith,3,125,INTEL_MP_CONTRACT_KILLS_RIG_WRAITH,
35,con_kills_rig_wraith_payload,3,25,INTEL_MP_CONTRACT_KILLS_RIG_WRAITH_PAYLOAD,
36,con_wins_slayer,3,5,INTEL_MP_CONTRACT_WINS_SLAYER,
37,con_kills_modified,3,50,INTEL_MP_CONTRACT_KILLS_MODIFIED,
38,con_kills_oneshot,3,40,INTEL_MP_CONTRACT_KILLS_ONESHOT,
39,con_kills_rig_bloodanvil,4,125,INTEL_MP_CONTRACT_KILLS_RIG_BLOODANVIL,
40,con_kills_rig_bloodanvil_payload,4,25,INTEL_MP_CONTRACT_KILLS_RIG_BLOODANVIL_PAYLOAD,
41,con_wins_hardcore,4,5,INTEL_MP_CONTRACT_WINS_HARDCORE,
