iw7_ake_mp_single,-1,-3,2,0,0,0,0,0,0
iw7_ake_mpl,-3,-3,2,0,0,0,0,0,0
iw7_ake_mpr_hipfire,-2,-2,2,0,0,0,0,0,0
iw7_ake_mpl_bal,-3,-3,2,0,0,0,0,0,0
iw7_ar57_mp,9,-1,0,-6,0,0,0,0,0
iw7_ar57_mpl,9,-1,0,-6,0,0,0,0,0
iw7_arclassic_mp,4,-4,1,-3,0,-0.5,0,0,0
iw7_axe_mp,-15,-2,4,5,0,-0.5,0,0,0
iw7_axe_mpr_melee,-15,-2,4,5,0,-0.5,0,0,0
iw7_chargeshot_mp,-16,-16,4,-6,0,-4,0,0,0
iw7_cheytac_mpl_silencer,-28,-5,3,5,0,0,0,0,0
iw7_cheytac_mpr,-25,-5,2,5,0,0,0,0,0
iw7_cheytacc_mp,-29,-6,3,0,0,0,0,0,0
iw7_crb_mp_jump_slide_spread,0,-7,1,-5,0,0,0,0,0
iw7_crb_mpl,-8,-14,2,-5,0,0,0,0,0
iw7_crb_mpr_no_ads,0,-7,1,0,0,0,0,0,0
iw7_devastator_mp,7,-3,1,-4,0,-0.5,0,0,0
iw7_devastator_mpl_melee,6,-2,1,-4,0,-0.5,0,0,0
iw7_devastator_mpr,7,-3,1,-4,0,-0.5,0,0,0
iw7_emc_mp,15,0,0,-3,0,0,0,0,0
iw7_emc_mpl_spread,18,0,-1,-4,0,1,0,0,0
iw7_emc_mpr_burst,18,0,-1,-4,0,1,0,0,0
iw7_erad_mp,-1,-9,1,-6,0,0,0,0,0
iw7_erad_mp_jump_spread,-1,-9,1,-6,0,0,0,0,0
iw7_erad_mpl_beam,-1,-9,1,-6,0,0,0,0,0
iw7_erad_mpr_shtgn,-1,-9,1,-6,0,0,0,0,0
iw7_fhr_mp,4,-4,1,-4,0,-1,0,0,0
iw7_fhr_mpl,4,-4,1,-4,0,-1,0,0,0
iw7_fmg_mp,1,-2,1,0,0,1,0,0,0
iw7_fmg_mpl_shotgun,1,-2,1,0,0,1,0,0,0
iw7_fmg_mpl,1,-2,1,0,0,1,0,0,0
iw7_g18_mpl,20,0,-2,-6,0,1.5,0,0,0
iw7_g18_mpr,20,0,-2,-6,0,2,0,0,0
iw7_g18c_mp,15,-3,0,-6,0,1.5,0,0,0
iw7_g18_mpr_burst,20,0,-2,-6,0,2,0,0,0
iw7_glprox_mp,8,-2,-1,-4,0,0,0,0,0
iw7_kbs_mp,-17,-5,0,0,0,0,0,0,0
iw7_kbs_mpl,-17,-5,0,0,0,0,0,0,0
iw7_kbs_mpr,-14,-7,0,0,0,0,0,0,0
iw7_knife_mp,10,4,1,3,0,-0.5,0,0,0
iw7_lmg03_mp,-3,-1,-2,0,0,3,0,0,0
iw7_lmg03_mpl,-3,-1,-2,0,0,3,0,0,0
iw7_lmg03_mpl_silencer,-3,-1,-2,0,0,3,0,0,0
iw7_lockon_mp,-10,-6,2,0,0,0,0,0,0
iw7_m1_mp,-17,-5,-2,3,0,2,0,0,0
iw7_m1_mpr,-4,-6,-2,-3,0,2,0,0,0
iw7_m1c_mp,-4,0,-1,-2,0,2,0,0,0
