iw7_mp_quartermaster_negative_greeting_02,qm_purchase_invalid_01,1000
iw7_mp_quartermaster_negative_greeting_01,qm_purchase_invalid_02,666
iw7_mp_quartermaster_negative_greeting_02,qm_purchase_invalid_03,466
iw7_mp_quartermaster_negative_greeting_03,qm_purchase_invalid_04,1833
iw7_mp_quartermaster_negative_greeting_02,qm_purchase_invalid_05,400
iw7_mp_quartermaster_negative_greeting_01,qm_purchase_invalid_06,500
iw7_mp_quartermaster_negative_greeting_03,qm_purchase_invalid_07,1166
iw7_mp_quartermaster_negative_greeting_03,qm_purchase_invalid_08,2300
iw7_mp_quartermaster_negative_greeting_02,qm_purchase_invalid_09,866
iw7_mp_quartermaster_negative_greeting_02,qm_purchase_invalid_10,733
