iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_01
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_02
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_03
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_04
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_05
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_06
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_07
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_08
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_09
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_10
iw7_mp_quartermaster_acknowledge_common_drop_01,qm_item_legendary_12
