ch_wallrun_kill,CHALLENGE_WALLRUN_KILL,CHALLENGE_WALLRUN_KILL_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,10,500,50,25,1000,60,50,2500,70,,,,,,,,,
ch_air_kill,CHALLENGE_AIR_KILL,CHALLENGE_AIR_KILL_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,10,500,50,25,1000,60,50,2500,70,,,,,,,,,
ch_slide_kill,CHALLENGE_SLIDE_KILL,CHALLENGE_SLIDE_KILL_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,10,500,50,25,1000,60,50,2500,70,,,,,,,,,
ch_kill_wallrunner,CHALLENGE_KILL_WALLRUNNER,CHALLENGE_KILL_WALLRUNNER_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,10,500,50,25,1000,60,50,2500,70,,,,,,,,,
ch_kill_jumper,CHALLENGE_KILL_JUMPER,CHALLENGE_KILL_JUMPER_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,10,500,50,25,1000,60,50,2500,70,,,,,,,,,
ch_pickup_kills,CHALLENGE_PICKUP_KILLS,CHALLENGE_PICKUP_KILLS_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,10,500,50,25,1000,60,50,2500,70,,,,,,,,,
ch_destroy_items,CHALLENGE_DESTROY_ITEMS,CHALLENGE_DESTROY_ITEMS_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,10,500,50,,,,,,,,,,,,,,,
ch_wall_vs_wall,CHALLENGE_WALL_VS_WALL,CHALLENGE_WALL_VS_WALL_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,5,1000,50,,,,,,,,,,,,,,,
ch_clutch_grenade,CHALLENGE_CLUTCH_GRENADE,CHALLENGE_CLUTCH_GRENADE_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,5,1000,50,,,,,,,,,,,,,,,
ch_stay_in_air,CHALLENGE_STAY_IN_AIR,CHALLENGE_STAY_IN_AIR_DESC,,unused,1,bootcamp,ch_bootcamp_master,20,,1,1000,50,,,,,,,,,,,,,,,
ch_sprint,CHALLENGE_SPRINT,CHALLENGE_SPRINT_DESC,,unused,1,bootcamp,ch_bootcamp_master,,5280,52800,1000,50,,,,,,,,,,,,,,,
ch_use_gesture,CHALLENGE_USE_GESTURE,CHALLENGE_USE_GESTURE_DESC,,unused,1,bootcamp,ch_bootcamp_master,,,3,1000,50,,,,,,,,,,,,,,,
ch_bootcamp_master,CHALLENGE_BOOTCAMP_MASTER,CHALLENGE_BOOTCAMP_MASTER_DESC,,unused,1,bootcamp,,,,12,5000,500,,,,,,,,,,,,,,,
ch_global_wins,CHALLENGE_GLOBAL_WINS,CHALLENGE_GLOBAL_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,50,500,50,100,1000,60,150,2000,70,250,3000,55,500,5000,60,,,
ch_ffa_wins,CHALLENGE_FFA_WINS,CHALLENGE_FFA_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,500,50,25,2500,60,50,5000,70,,,,,,,,,
ch_war_wins,CHALLENGE_WAR_WINS,CHALLENGE_WAR_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,500,50,25,2500,60,50,5000,70,,,,,,,,,
ch_sd_sr_wins,CHALLENGE_SD_SR_WINS,CHALLENGE_SD_SR_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,500,50,25,2500,60,50,5000,70,,,,,,,,,
ch_dom_wins,CHALLENGE_DOM_WINS,CHALLENGE_DOM_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,500,50,25,2500,60,50,5000,70,,,,,,,,,
ch_ctf_wins,LUA_MENU_MP_CTF_WINS,LUA_MENU_MP_CTF_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,500,50,25,2500,60,50,5000,70,,,,,,,,,
ch_koth_wins,CHALLENGE_KOTH_WINS,CHALLENGE_KOTH_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,500,50,25,2500,60,50,5000,70,,,,,,,,,
ch_kc_grind_wins,CHALLENGE_KC_GRIND_WINS,CHALLENGE_KC_GRIND_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,1000,50,25,2500,60,50,5000,70,,,,,,,,,
ch_ball_wins,CHALLENGE_BALL_WINS,CHALLENGE_BALL_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,1000,50,25,2500,60,50,5000,70,,,,,,,,,
ch_dd_wins,CHALLENGE_DD_WINS,CHALLENGE_DD_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,1000,50,10,2500,60,25,5000,70,,,,,,,,,
ch_siege_wins,CHALLENGE_SEIGE_WINS,CHALLENGE_SEIGE_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,1000,50,10,2500,60,25,5000,70,,,,,,,,,
ch_tdef_wins,CHALLENGE_TDEF_WINS,CHALLENGE_TDEF_WINS_DESC,,unused,1,gamemodevictories,ch_victory_master,,,5,1000,50,25,2500,60,50,5000,70,,,,,,,,,
ch_victory_master,CHALLENGE_VICTORY_MASTER,CHALLENGE_VICTORY_MASTER_DESC,,unused,1,gamemodevictories,,,,12,5000,500,,,,,,,,,,,,,,,
ch_first_place,CHALLENGE_FIRST_PLACE,CHALLENGE_FIRST_PLACE_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,25,500,100,50,2500,200,100,5000,300,,,,,,,,,
ch_top3,CHALLENGE_TOP3,CHALLENGE_TOP3_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,25,500,100,50,2500,200,100,5000,300,,,,,,,,,
ch_lifetime_score,CHALLENGE_LIFETIME_SCORE,CHALLENGE_LIFETIME_SCORE_DESC,,unused,1,gamemodeheroics,ch_mode_master,,0.01,1000,500,100,2000,1000,200,5000,2000,300,7500,3000,400,10000,5000,500,,,
ch_kill_attackers,CHALLENGE_KILL_ATTACKERS,CHALLENGE_KILL_ATTACKERS_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,50,500,100,100,2500,200,200,5000,300,,,,,,,,,
ch_kill_defenders,CHALLENGE_KILL_DEFENDERS,CHALLENGE_KILL_DEFENDERS_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,50,500,100,100,2500,200,200,5000,300,,,,,,,,,
ch_objectives,CHALLENGE_OBJECTIVES,CHALLENGE_OBJECTIVES_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,10,500,100,25,2500,200,50,5000,300,,,,,,,,,
ch_kill_carrier,CHALLENGE_KILL_CARRIER,CHALLENGE_KILL_CARRIER_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,10,500,100,25,2500,200,50,5000,300,,,,,,,,,
ch_defuse,CHALLENGE_DEFUSE,CHALLENGE_DEFUSE_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,10,1000,100,25,2500,200,50,5000,300,,,,,,,,,
ch_final_killcam,CHALLENGE_FINAL_KILLCAM,CHALLENGE_FINAL_KILLCAM_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,25,1000,100,,,,,,,,,,,,,,,
ch_clutch_revives,CHALLENGE_CLUTCH_REVIVES,CHALLENGE_CLUTCH_REVIVES_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,5,1000,100,,,,,,,,,,,,,,,
ch_keep_away,CHALLENGE_KEEP_AWAY,CHALLENGE_KEEP_AWAY_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,5,1000,100,,,,,,,,,,,,,,,
ch_mega_bank,CHALLENGE_MEGA_BANK,CHALLENGE_MEGA_BANK_DESC,,unused,1,gamemodeheroics,ch_mode_master,,,5,1000,100,,,,,,,,,,,,,,,
ch_mode_master,CHALLENGE_MODE_MASTER,CHALLENGE_MODE_MASTER_DESC,,unused,1,gamemodeheroics,,,,12,5000,500,,,,,,,,,,,,,,,
ch_lifetime_kills,CHALLENGE_LIFETIME_KILLS,CHALLENGE_LIFETIME_KILLS_DESC,,unused,1,career,ch_career_master,,,250,1000,50,500,1500,60,750,2000,70,1000,2500,55,2000,5000,60,,,
ch_lifetime_headshots,CHALLENGE_LIFETIME_HEADSHOTS,CHALLENGE_LIFETIME_HEADSHOTS_DESC,,unused,1,career,ch_career_master,,,50,1000,50,100,1500,60,250,2000,70,500,2500,55,750,5000,60,,,
ch_lifetime_ar_kills,CHALLENGE_LIFETIME_AR_KILLS,CHALLENGE_LIFETIME_AR_KILLS_DESC,,unused,1,career,ch_career_master,,,75,500,50,150,1000,60,300,2000,70,500,3000,55,750,5000,60,,,
ch_lifetime_smg_kills,CHALLENGE_LIFETIME_SMG_KILLS,CHALLENGE_LIFETIME_SMG_KILLS_DESC,,unused,1,career,ch_career_master,,,75,500,50,150,1000,60,300,2000,70,500,3000,55,750,5000,60,,,
ch_lifetime_lmg_kills,CHALLENGE_LIFETIME_LMG_KILLS,CHALLENGE_LIFETIME_LMG_KILLS_DESC,,unused,1,career,ch_career_master,,,75,500,50,150,1000,60,300,2000,70,500,3000,55,750,5000,60,,,
ch_lifetime_shotgun_kills,CHALLENGE_LIFETIME_SHOTGUN_KILLS,CHALLENGE_LIFETIME_SHOTGUN_KILLS_DESC,,unused,1,career,ch_career_master,,,75,500,50,150,1000,60,300,2000,70,500,3000,55,750,5000,60,,,
ch_lifetime_sniper_kills,CHALLENGE_LIFETIME_SNIPER_KILLS,CHALLENGE_LIFETIME_SNIPER_KILLS_DESC,,unused,1,career,ch_career_master,,,75,500,50,150,1000,60,300,2000,70,500,3000,55,750,5000,60,,,
ch_lifetime_pistol_kills,CHALLENGE_LIFETIME_PISTOL_KILLS,CHALLENGE_LIFETIME_PISTOL_KILLS_DESC,,unused,1,career,ch_career_master,,,75,500,50,150,1000,60,300,2000,70,500,3000,55,750,5000,60,,,
ch_lifetime_streak_kills,CHALLENGE_LIFETIME_STREAK_KILLS,CHALLENGE_LIFETIME_STREAK_KILLS_DESC,,unused,1,career,ch_career_master,,,150,500,50,250,1000,60,500,2000,70,750,3000,55,1000,5000,60,,,
ch_lifetime_streak_assists,CHALLENGE_LIFETIME_STREAK_ASSISTS,CHALLENGE_LIFETIME_STREAK_ASSISTS_DESC,,unused,1,career,ch_career_master,,,75,500,50,150,1000,60,300,2000,70,500,3000,55,750,5000,60,,,
ch_lifetime_streaks_used,CHALLENGE_LIFETIME_STREAKS_USED,CHALLENGE_LIFETIME_STREAKS_USED_DESC,,unused,1,career,ch_career_master,,,10,500,50,25,1000,60,75,2000,70,150,3000,55,300,5000,60,,,
ch_lifetime_energy_kills,CHALLENGE_LIFETIME_ENERGY_KILLS,CHALLENGE_LIFETIME_ENERGY_KILLS_DESC,,unused,1,career,ch_career_master,,,75,500,50,150,1000,60,300,2000,70,500,3000,55,750,5000,60,,,
ch_career_master,CHALLENGE_CAREER_MASTER,CHALLENGE_CAREER_MASTER_DESC,,unused,1,career,,,,12,10000,500,,,,,,,,,,,,,,,
ch_bloodthirsty,CHALLENGE_BLOODTHIRSTY,CHALLENGE_BLOODTHIRSTY_DESC,,unused,1,killer,ch_killer_master,,,10,1000,50,25,1500,60,50,2500,70,,,,,,,,,
ch_merciless,CHALLENGE_MERCILESS,CHALLENGE_MERCILESS_DESC,,unused,1,killer,ch_killer_master,,,5,1000,100,10,1500,200,25,2500,300,,,,,,,,,
ch_ruthless,CHALLENGE_RUTHLESS,CHALLENGE_RUTHLESS_DESC,,unused,1,killer,ch_killer_master,,,1,2500,50,,,,,,,,,,,,,,,
ch_double_kill,CHALLENGE_DOUBLE_KILL,CHALLENGE_DOUBLE_KILL_DESC,,unused,1,killer,ch_killer_master,,,10,500,50,25,750,60,50,1000,70,,,,,,,,,
ch_triple_kill,CHALLENGE_TRIPLE_KILL,CHALLENGE_TRIPLE_KILL_DESC,,unused,1,killer,ch_killer_master,,,10,500,100,25,750,200,50,1000,300,,,,,,,,,
ch_quad_kill,CHALLENGE_QUAD_KILL,CHALLENGE_QUAD_KILL_DESC,,unused,1,killer,ch_killer_master,,,5,5000,50,,,,,,,,,,,,,,,
ch_quad_feed,CHALLENGE_QUAD_FEED,CHALLENGE_QUAD_FEED_DESC,,unused,1,killer,ch_killer_master,,,2,1000,100,5,1500,200,10,2500,300,,,,,,,,,
ch_collateral,CHALLENGE_COLLATERAL,CHALLENGE_COLLATERAL_DESC,,unused,1,killer,ch_killer_master,,,3,2500,50,,,,,,,,,,,,,,,
ch_swap_kill,CHALLENGE_SWAP_KILL,CHALLENGE_SWAP_KILL_DESC,,unused,1,killer,ch_killer_master,,,25,2500,50,,,,,,,,,,,,,,,
ch_streak_player_kill,CHALLENGE_STREAK_PLAYER_KILL,CHALLENGE_STREAK_PLAYER_KILL_DESC,,unused,1,killer,ch_killer_master,,,10,2500,50,,,,,,,,,,,,,,,
ch_longshot_pointblank,CHALLENGE_LONGSHOT_POINTBLANK,CHALLENGE_LONGSHOT_POINTBLANK_DESC,,unused,1,killer,ch_killer_master,,,20,2500,50,,,,,,,,,,,,,,,
ch_3_kill_types,CHALLENGE_3_KILL_TYPES,CHALLENGE_3_KILL_TYPES_DESC,,unused,1,killer,ch_killer_master,,,3,2500,50,,,,,,,,,,,,,,,
ch_killer_master,CHALLENGE_KILLER_MASTER,CHALLENGE_KILLER_MASTER_DESC,,unused,1,killer,,,,12,10000,500,,,,,,,,,,,,,,,
ch_kill_1st_place,CHALLENGE_KILL_1ST_PLACE,CHALLENGE_KILL_1ST_PLACE_DESC,,unused,1,humiliation,ch_humiliation_master,,,5,500,50,10,1000,60,25,2500,70,,,,,,,,,
ch_repeat_kill,CHALLENGE_REPEAT_KILL,CHALLENGE_REPEAT_KILL_DESC,,unused,1,humiliation,ch_humiliation_master,,,5,500,50,10,1000,60,25,2500,70,,,,,,,,,
ch_stun_kill,CHALLENGE_STUN_KILL,CHALLENGE_STUN_KILL_DESC,,unused,1,humiliation,ch_humiliation_master,,,2,500,50,5,1000,60,10,2500,70,,,,,,,,,
ch_while_stunned_kill,CHALLENGE_WHILE_STUNNED_KILL,CHALLENGE_WHILE_STUNNED_KILL_DESC,,unused,1,humiliation,ch_humiliation_master,,,2,500,50,5,1000,60,10,2500,70,,,,,,,,,
ch_hurt_melee_kill,CHALLENGE_HURT_MELEE_KILL,CHALLENGE_HURT_MELEE_KILL_DESC,,unused,1,humiliation,ch_humiliation_master,,,2,500,50,5,1000,60,10,2500,70,,,,,,,,,
ch_melee_crouch_prone,CHALLENGE_MELEE_CROUCH_PRONE,CHALLENGE_MELEE_CROUCH_PRONE_DESC,,unused,1,humiliation,ch_humiliation_master,,,5,500,50,10,1000,60,25,2500,70,,,,,,,,,
ch_gun_butt,CHALLENGE_GUN_BUTT,CHALLENGE_GUN_BUTT_DESC,,unused,1,humiliation,ch_humiliation_master,,,10,500,50,25,1000,60,50,2500,70,,,,,,,,,
ch_lower_body_kill,CHALLENGE_LOWER_BODY_KILL,CHALLENGE_LOWER_BODY_KILL_DESC,,unused,1,humiliation,ch_humiliation_master,,,5,500,50,10,1000,60,25,2500,70,,,,,,,,,
ch_quick_pickup_kill,CHALLENGE_QUICK_PICKUP_KILL,CHALLENGE_QUICK_PICKUP_KILL_DESC,,unused,1,humiliation,ch_humiliation_master,,,2,500,50,5,1000,60,10,2500,70,,,,,,,,,
