TDM,avoidShortTimeToEnemySight,2
TDM,preferAlliesByDistance,1.25
TDM,avoidRecentlyUsedByEnemies,1
TDM,avoidEnemiesByDistance,1
TDM,avoidVeryShortTimeToJumpingEnemySight,1
TDM,avoidLastDeathLocation,0.5
TDM,avoidLastAttackerLocation,0.5
TDM,avoidShortTimeToJumpingEnemySight,0.25
TDM,avoidSameSpawn,0.25
TDM,avoidRecentlyUsedByAnyone,0.25
TDM,randomSpawnScore,0.01
DZ,preferClosePoints,2.5
DZ,preferAlliesByDistance,1
DZ,avoidRecentlyUsedByEnemies,1
DZ,avoidEnemiesByDistance,1
DZ,avoidLastDeathLocation,0.25
DZ,avoidLastAttackerLocation,0.25
DZ,avoidSameSpawn,0.25
DZ,avoidRecentlyUsedByAnyone,0.25
DZ,randomSpawnScore,0.01
Domination,preferDomPoints,2.5
Domination,avoidShortTimeToEnemySight,1.5
Domination,avoidVeryShortTimeToJumpingEnemySight,1
Domination,avoidRecentlyUsedByEnemies,1
Domination,avoidLastDeathLocation,0.25
Domination,avoidLastAttackerLocation,0.25
Domination,avoidSameSpawn,0.25
Domination,avoidRecentlyUsedByAnyone,0.25
Domination,randomSpawnScore,0.01
FreeForAll,avoidShortTimeToEnemySight,2
FreeForAll,avoidRecentlyUsedByEnemies,2
FreeForAll,avoidEnemiesByDistance,2
FreeForAll,avoidLastDeathLocation,0.5
FreeForAll,avoidLastAttackerLocation,0.5
FreeForAll,avoidSameSpawn,0.5
FreeForAll,randomSpawnScore,0.01
FreeForAll,avoidClosestEnemy,3
SearchAndRescue,preferAlliesByDistance,1
SearchAndRescue,avoidEnemiesByDistance,3
SearchAndRescue,avoidLastDeathLocation,0.5
SearchAndRescue,avoidLastAttackerLocation,0.5
SearchAndRescue,randomSpawnScore,0.01
AwayFromEnemies,preferAlliesByDistance,1
AwayFromEnemies,avoidRecentlyUsedByEnemies,1
AwayFromEnemies,avoidEnemiesByDistance,2
AwayFromEnemies,avoidLastDeathLocation,0.25
AwayFromEnemies,avoidLastAttackerLocation,1
AwayFromEnemies,avoidSameSpawn,0.25
AwayFromEnemies,avoidRecentlyUsedByAnyone,0.25
AwayFromEnemies,randomSpawnScore,0.01
Hardpoint,avoidCloseToKOTHZone,100
Hardpoint,avoidEnemyInfluence,50
Hardpoint,avoidClosestEnemyByDistance,2.75
Hardpoint,preferShortestDistToKOTHZone,1.5
Hardpoint,avoidRecentlyUsedByEnemies,1
Hardpoint,avoidSameSpawn,1
Hardpoint,avoidRecentlyUsedByAnyone,1
Hardpoint,preferNearLastTeamSpawn,0.25
Hardpoint,avoidLastDeathLocation,0.25
Hardpoint,avoidLastAttackerLocation,0.25
Hardpoint,randomSpawnScore,0.01
Uplink,preferClosestToHomeBase,3
Uplink,avoidEnemiesByDistance,2
Uplink,preferAlliesByDistance,1
Uplink,avoidRecentlyUsedByEnemies,1
Uplink,avoidSameSpawn,1
Uplink,avoidRecentlyUsedByAnyone,1
Uplink,avoidLastAttackerLocation,0.5
Uplink,avoidLastDeathLocation,0.25
Uplink,randomSpawnScore,0.01
TDef,avoidCloseToBall,100
TDef,avoidEnemyInfluence,50
TDef,preferCloseToAlly,1.5
TDef,avoidCloseToBallSpawn,2
TDef,avoidRecentlyUsedByEnemies,1
TDef,avoidLastDeathLocation,0.25
TDef,avoidLastAttackerLocation,0.25
TDef,avoidSameSpawn,0.25
TDef,avoidRecentlyUsedByAnyone,0.1
TDef,randomSpawnScore,0.01
Front,avoidShortTimeToEnemySight,2
Front,avoidEnemiesByDistance,1
Front,avoidVeryShortTimeToJumpingEnemySight,1
Front,avoidLastDeathLocation,0.5
Front,avoidLastAttackerLocation,0.5
Front,avoidShortTimeToJumpingEnemySight,0.25
Front,avoidSameSpawn,0.25
Front,avoidRecentlyUsedByAnyone,1000
Front,randomSpawnScore,0.01
