scavenger,MISC_MESSAGES_MP_SCAVENGER,icon_scavenger_pickup,scavenger_pack_pickup,1
scavenger_eqp,MISC_MESSAGES_MP_SCAVENGER_EQUIPMENT,scavenger_pickup_eqp,scavenger_pack_pickup,1
spotted,MISC_MESSAGES_MP_SPOTTED,icon_ks_skylark_uav_hud,oracle_radar_pulse_plr,1
throwingknife,MISC_MESSAGES_MP_THROWING_KNIFE,throwingknife_pickup,scavenger_pack_pickup,1
alerted,MISC_MESSAGES_MP_ALERTED,icon_ks_sat_com_hud,mp_cranked_countdown,1
axe,MISC_MESSAGES_MP_AXE,hud_icon_weapon_axe,scavenger_pack_pickup,1
passive_headshot_ammo,MISC_MESSAGES_MP_PASSIVE_HEADSHOT_AMMO,passive_icon_headshot_ammo,,2
passive_refresh,MISC_MESSAGES_MP_PASSIVE_REFRESH,passive_icon_refresh,,2
passive_headshot_super,MISC_MESSAGES_MP_PASSIVE_HEADSHOT_SUPER,passive_icon_headshot_super,,2
passive_melee_super,MISC_MESSAGES_MP_PASSIVE_MELEE_SUPER,passive_icon_one_two,,2
passive_jump_super,MISC_MESSAGES_MP_PASSIVE_JUMP_SUPER,passive_icon_talon,,2
passive_double_kill_super,MISC_MESSAGES_MP_PASSIVE_DOUBLE_KILL_SUPER,passive_icon_trample,,2
passive_double_kill_reload,MISC_MESSAGES_MP_PASSIVE_DOUBLE_KILL_RELOAD,passive_icon_double_kill_reload,,2
passive_move_speed_on_kill,MISC_MESSAGES_MP_PASSIVE_MOVE_SPEED_ON_KILL,white,,2
passive_mode_switch_score,MISC_MESSAGES_MP_PASSIVE_MODE_SWITCH_SCORE,passive_icon_dynamic,,2
passive_wallrun_quieter_start,MISC_MESSAGES_MP_PASSIVE_WALLRUN_QUIETER_START,passive_icon_wallrun_quieter,,2
passive_wallrun_quieter_end,MISC_MESSAGES_MP_PASSIVE_WALLRUN_QUIETER_END,passive_icon_wallrun_quieter,,2
passive_slide_blastshield_start,MISC_MESSAGES_MP_PASSIVE_SLIDE_BLASTSHIELD_START,passive_icon_slide_blastshield,,2
passive_slide_blastshield_end,MISC_MESSAGES_MP_PASSIVE_SLIDE_BLASTSHIELD_END,passive_icon_slide_blastshield,,2
passive_prone_blindeye_start,MISC_MESSAGES_MP_PASSIVE_PRONE_BLINDEYE_START,passive_icon_prone_blindeye,,2
passive_prone_blindeye_end,MISC_MESSAGES_MP_PASSIVE_PRONE_BLINDEYE_END,passive_icon_prone_blindeye,,2
passive_stationary_engineer_start,MISC_MESSAGES_MP_PASSIVE_STATIONARY_ENGINEER_START,passive_icon_stationary_engineer,,2
passive_stationary_engineer_end,MISC_MESSAGES_MP_PASSIVE_STATIONARY_ENGINEER_END,passive_icon_stationary_engineer,,2
passive_random_perks_specialty_blindeye,PERKS_BLINDEYE,icon_perk_slot_blindeye,,3
passive_random_perks_specialty_blastshield,PERKS_BLASTSHIELD,icon_perk_slot_blastshield,,3
passive_random_perks_specialty_dexterity,PERKS_DEXTERITY,icon_perk_slot_dexterity,,3
passive_random_perks_specialty_overclock,PERKS_OVERCLOCK_PERK,icon_perk_slot_overclock,,3
passive_random_perks_specialty_ghost,PERKS_GPSJAMMER,icon_perk_slot_ghost,,3
passive_random_perks_specialty_expanded_minimap,PERKS_EXPANDED_MINIMAP,icon_perk_slot_recon,,3
passive_random_perks_specialty_tracker,PERKS_TRACKER_PERK,icon_perk_slot_tracker,,3
passive_random_perks_specialty_hardline,PERKS_HARDLINE,icon_perk_slot_hardline,,3
passive_random_perks_specialty_stun_resistance,PERKS_BLASTSHIELD_PRO,icon_perk_slot_tacticalmask,,3
passive_random_perks_specialty_coldblooded,PERKS_COLD_BLOODED,icon_perk_slot_coldblooded,,3
passive_random_perks_specialty_scavenger,PERKS_SCAVENGER,icon_perk_slot_scavenger,,3
passive_random_perks_specialty_sprintfire,PERKS_SPRINTFIRE,icon_perk_slot_gungho,,3
passive_random_perks_specialty_bullet_outline,PERKS_BULLET_OUTLINE,icon_perk_slot_pinpoint,,3
passive_random_perks_specialty_empimmune,PERKS_HARDWIRED,icon_perk_slot_hardwired,,3
passive_random_perks_specialty_engineer,PERKS_ENGINEER,icon_perk_slot_engineer,,3
passive_random_perks_specialty_quieter,PERKS_DEADSILENCE,icon_perk_slot_deadsilence,,3
passive_random_perks_specialty_momentum,PERKS_MOMENTUM,icon_perk_slot_momentum,,3
passive_random_perks_specialty_marksman,PERKS_MARKSMAN,icon_perk_slot_marksman,,3
passive_random_attachments_akimbonrg,ATTACHMENTS_AKIMBO,attachment_icon_slot_akimbo,,3
passive_random_attachments_barrelrangee,ATTACHMENTS_BARREL_RANGE_ENERGY,attachment_icon_slot_particleboost,,3
passive_random_attachments_barrelrangeesdfar,ATTACHMENTS_BARREL_RANGE_ENERGY,attachment_icon_slot_particleboost,,3
passive_random_attachments_barrelrangepstle,ATTACHMENTS_BARREL_RANGE_ENERGY,attachment_icon_slot_particleboost,,3
passive_random_attachments_barrelrangesmg,ATTACHMENTS_BARREL_RANGE,attachment_icon_slot_riflebarrel,,3
passive_random_attachments_barrelrangesmge,ATTACHMENTS_BARREL_RANGE_ENERGY,attachment_icon_slot_particleboost,,3
passive_random_attachments_barrelrangeshtgn,ATTACHMENTS_BARREL_RANGE,attachment_icon_slot_riflebarrel,,3
passive_random_attachments_cpu,ATTACHMENTS_CPU,attachment_icon_slot_ballisticcpu,,3
passive_random_attachments_fastaim,ATTACHMENTS_FAST_AIM,attachment_icon_slot_quickdraw,,3
passive_random_attachments_fastaimsnpr,ATTACHMENTS_FAST_AIM,attachment_icon_slot_quickdraw,,3
passive_random_attachments_fmj,ATTACHMENTS_FMJ,attachment_icon_slot_armorpiercing,,3
passive_random_attachments_griphide,ATTACHMENTS_GRIP,attachment_icon_slot_foregrip,,3
passive_random_attachments_gripspas,ATTACHMENTS_GRIP,attachment_icon_slot_foregrip,,3
passive_random_attachments_gripripperr,ATTACHMENTS_GRIP,attachment_icon_slot_foregrip,,3
passive_random_attachments_gripsdfar,ATTACHMENTS_GRIP,attachment_icon_slot_foregrip,,3
passive_random_attachments_gripsnpr,ATTACHMENTS_GRIP,attachment_icon_slot_foregrip,,3
passive_random_attachments_highcale,ATTACHMENTS_HIGH_CALIBER_ENERGY,attachment_icon_slot_overload,,3
passive_random_attachments_highcalesdfar,ATTACHMENTS_HIGH_CALIBER_ENERGY,attachment_icon_slot_overload,,3
passive_random_attachments_hipaim,ATTACHMENTS_HIP_AIM,attachment_icon_slot_lasersight,,3
passive_random_attachments_hipaimspas,ATTACHMENTS_HIP_AIM,attachment_icon_slot_lasersight,,3
passive_random_attachments_reflect,ATTACHMENTS_REFLECT,attachment_icon_slot_ricochet,,3
passive_random_attachments_silencere,ATTACHMENTS_SILENCER_ENERGY,attachment_icon_slot_supressore,,3
passive_random_attachments_silencerpstle,ATTACHMENTS_SILENCER_ENERGY,attachment_icon_slot_supressore,,3
passive_random_attachments_silencersmg,ATTACHMENTS_SILENCER,attachment_icon_slot_supressor,,3
passive_random_attachments_silencersmge,ATTACHMENTS_SILENCER_ENERGY,attachment_icon_slot_supressore,,3
passive_random_attachments_silencersnpr,ATTACHMENTS_SILENCER,attachment_icon_slot_supressor,,3
passive_random_attachments_silencershtgn,ATTACHMENTS_SILENCER,attachment_icon_slot_supressor,,3
passive_random_attachments_stock,ATTACHMENTS_STOCK,attachment_icon_slot_stock,,3
passive_random_attachments_stockpstl,ATTACHMENTS_STOCK,attachment_icon_slot_stock,,3
