0,1500,1500,1500,1500,1500
1,3000,3000,3000,3000,3000
2,3500,4200,4200,5000,5000
3,3550,5500,5500,7500,7500
4,3600,6500,6500,7750,7750
5,3650,7500,7500,8000,8000
6,3700,8150,8150,8250,8250
7,3750,8750,8750,8500,8500
8,3800,9500,9500,8750,8750
9,3850,10000,10000,9000,9000
10,3900,10000,10000,9250,9250
11,3950,10000,10000,9500,9500
12,4000,10000,10000,9750,9750
13,4050,10000,10000,10000,10000
14,4100,10000,10000,10250,10250
15,4150,10000,10000,10500,10500
16,4200,10000,10000,10750,10750
17,4250,10000,10000,11000,11000
18,4300,10000,10000,11250,11250
19,4350,10000,10000,11500,11500
20,4400,10000,10000,11750,11750
21,4450,10000,10000,12000,12000
22,4500,10000,10000,12250,12250
23,4550,10000,10000,12500,12500
24,4600,10000,10000,12750,12750
25,4650,10000,10000,13000,13000
26,4700,10000,10000,13250,13250
27,4750,10000,10000,13500,13500
28,4800,10000,10000,13750,13750
29,4850,10000,10000,14000,14000
30,4900,10000,10000,14250,14250
31,4950,10000,10000,14500,14500
32,5000,10000,10000,14750,14750
33,5050,10000,10000,15000,15000
34,5100,10000,10000,15250,15250
35,5150,10000,10000,15500,15500
36,5200,10000,10000,15750,15750
37,5250,10000,10000,16000,16000
38,5300,10000,10000,16250,16250
39,5350,10000,10000,16500,16500
40,5400,10000,10000,16750,16750
41,5450,10000,10000,17000,17000
42,5500,10000,10000,17250,17250
43,5550,10000,10000,17500,17500
44,5600,10000,10000,17750,17750
45,5650,10000,10000,18000,18000
46,5700,10000,10000,18250,18250
47,5750,10000,10000,18500,18500
48,5800,10000,10000,18750,18750
49,20500,20500,20500,20500,20500
50,20500,20500,20500,20500,20500
51,20500,20500,20500,20500,20500
52,20500,20500,20500,20500,20500
53,20500,20500,20500,20500,20500
54,20500,20500,20500,20500,20500
55,20500,20500,20500,20500,20500
56,20500,20500,20500,20500,20500
57,20500,20500,20500,20500,20500
58,20500,20500,20500,20500,20500
59,20500,20500,20500,20500,20500
60,20500,20500,20500,20500,20500
61,20500,20500,20500,20500,20500
62,20500,20500,20500,20500,20500
63,20500,20500,20500,20500,20500
64,20500,20500,20500,20500,20500
65,20500,20500,20500,20500,20500
66,20500,20500,20500,20500,20500
67,20500,20500,20500,20500,20500
68,20500,20500,20500,20500,20500
69,20500,20500,20500,20500,20500
70,20500,20500,20500,20500,20500
71,20500,20500,20500,20500,20500
72,20500,20500,20500,20500,20500
73,20500,20500,20500,20500,20500
74,20500,20500,20500,20500,20500
75,20500,20500,20500,20500,20500
76,20500,20500,20500,20500,20500
77,20500,20500,20500,20500,20500
78,20500,20500,20500,20500,20500
79,20500,20500,20500,20500,20500
80,20500,20500,20500,20500,20500
81,20500,20500,20500,20500,20500
82,20500,20500,20500,20500,20500
83,20500,20500,20500,20500,20500
84,20500,20500,20500,20500,20500
85,20500,20500,20500,20500,20500
86,20500,20500,20500,20500,20500
87,20500,20500,20500,20500,20500
88,20500,20500,20500,20500,20500
89,20500,20500,20500,20500,20500
90,20500,20500,20500,20500,20500
91,20500,20500,20500,20500,20500
92,20500,20500,20500,20500,20500
93,20500,20500,20500,20500,20500
94,20500,20500,20500,20500,20500
95,20500,20500,20500,20500,20500
96,20500,20500,20500,20500,20500
97,20500,20500,20500,20500,20500
98,20500,20500,20500,20500,20500
