0,archetype_assassin,specialty_superpack
1,archetype_assassin,specialty_sixth_sense
2,archetype_assassin,specialty_ftlslide
3,archetype_assault,specialty_boom
4,archetype_assault,specialty_support_killstreaks
5,archetype_assault,specialty_scavenger_eqp
6,archetype_engineer,specialty_equipment_ping
7,archetype_engineer,specialty_personal_trophy
8,archetype_engineer,specialty_rugged_eqp
9,archetype_heavy,specialty_regenfaster
10,archetype_heavy,specialty_man_at_arms
11,archetype_heavy,specialty_ground_pound
12,archetype_scout,specialty_rush
13,archetype_scout,specialty_afterburner
14,archetype_scout,specialty_dodge
15,archetype_sniper,specialty_mark_targets
16,archetype_sniper,specialty_rearguard
17,archetype_sniper,specialty_ads_awareness
