reflex,ret02,ch_reflex_kills,0
reflex,ret07,ch_reflex_kills,1
reflex,ret32,ch_reflex_kills,2
reflex,ret11,ch_reflex_kills,3
reflex,ret03,ch_reflex_kills,4
reflex,ret15,ch_reflex_kills,5
reflex,ret13,ch_reflex_headshots,0
reflex,ret16,ch_reflex_double_kills,0
reflex,ret04,ch_reflex_longshots,0
reflex,ret01,ch_reflex_streak,0
reflex,ret10,ch_all_optics,0
acog,ret02,ch_acog_kills,0
acog,ret07,ch_acog_kills,1
acog,ret32,ch_acog_kills,2
acog,ret11,ch_acog_kills,3
acog,ret03,ch_acog_kills,4
acog,ret15,ch_acog_kills,5
acog,ret13,ch_acog_headshots,0
acog,ret16,ch_acog_double_kills,0
acog,ret04,ch_acog_longshots,0
acog,ret01,ch_acog_streak,0
acog,ret10,ch_all_optics,0
phase,ret02,ch_phase_kills,0
phase,ret07,ch_phase_kills,1
phase,ret32,ch_phase_kills,2
phase,ret11,ch_phase_kills,3
phase,ret03,ch_phase_kills,4
phase,ret15,ch_phase_kills,5
phase,ret13,ch_phase_headshots,0
phase,ret16,ch_phase_double_kills,0
phase,ret04,ch_phase_longshots,0
phase,ret01,ch_phase_streak,0
phase,ret10,ch_all_optics,0
hybrid,ret02,ch_hybrid_kills,0
hybrid,ret07,ch_hybrid_kills,1
hybrid,ret32,ch_hybrid_kills,2
hybrid,ret11,ch_hybrid_kills,3
hybrid,ret03,ch_hybrid_kills,4
hybrid,ret15,ch_hybrid_kills,5
hybrid,ret13,ch_hybrid_headshots,0
hybrid,ret16,ch_hybrid_double_kills,0
hybrid,ret04,ch_hybrid_longshots,0
hybrid,ret01,ch_hybrid_streak,0
hybrid,ret10,ch_all_optics,0
elo,ret02,ch_elo_kills,0
elo,ret07,ch_elo_kills,1
elo,ret32,ch_elo_kills,2
elo,ret11,ch_elo_kills,3
elo,ret03,ch_elo_kills,4
elo,ret15,ch_elo_kills,5
elo,ret13,ch_elo_headshots,0
elo,ret16,ch_elo_double_kills,0
elo,ret04,ch_elo_longshots,0
elo,ret01,ch_elo_streak,0
elo,ret10,ch_all_optics,0
thermal,retsnpr01,ch_thermal_kills,0
thermal,retsnpr10,ch_thermal_kills,1
thermal,retsnpr13,ch_thermal_kills,2
thermal,retsnpr04,ch_thermal_kills,3
thermal,retsnpr09,ch_thermal_kills,4
thermal,retsnpr06,ch_thermal_kills,5
thermal,retsnpr14,ch_thermal_headshots,0
thermal,retsnpr08,ch_thermal_double_kills,0
thermal,retsnpr11,ch_thermal_longshots,0
thermal,retsnpr12,ch_thermal_streak,0
thermal,retsnpr07,ch_all_optics,0
oscope,retsnpr01,ch_oscope_kills,0
oscope,retsnpr10,ch_oscope_kills,1
oscope,retsnpr13,ch_oscope_kills,2
oscope,retsnpr04,ch_oscope_kills,3
oscope,retsnpr09,ch_oscope_kills,4
oscope,retsnpr06,ch_oscope_kills,5
oscope,retsnpr14,ch_oscope_headshots,0
oscope,retsnpr08,ch_oscope_double_kills,0
oscope,retsnpr11,ch_oscope_longshots,0
oscope,retsnpr12,ch_oscope_streak,0
oscope,retsnpr07,ch_all_optics,0
vzscope,retsnpr01,ch_vzscope_kills,0
vzscope,retsnpr10,ch_vzscope_kills,1
vzscope,retsnpr13,ch_vzscope_kills,2
vzscope,retsnpr04,ch_vzscope_kills,3
vzscope,retsnpr09,ch_vzscope_kills,4
vzscope,retsnpr06,ch_vzscope_kills,5
vzscope,retsnpr14,ch_vzscope_headshots,0
vzscope,retsnpr08,ch_vzscope_double_kills,0
vzscope,retsnpr11,ch_vzscope_longshots,0
vzscope,retsnpr12,ch_vzscope_streak,0
vzscope,retsnpr07,ch_all_optics,0
noscope,retsnpr01,ch_noscope_kills,0
noscope,retsnpr10,ch_noscope_kills,1
noscope,retsnpr13,ch_noscope_kills,2
noscope,retsnpr04,ch_noscope_kills,3
noscope,retsnpr09,ch_noscope_kills,4
noscope,retsnpr06,ch_noscope_kills,5
noscope,retsnpr14,ch_noscope_headshots,0
noscope,retsnpr08,ch_noscope_double_kills,0
noscope,retsnpr11,ch_noscope_longshots,0
noscope,retsnpr12,ch_noscope_streak,0
noscope,retsnpr07,ch_all_optics,0
